string,string,string,string,string
tagReject,nodmz,100,,
tagReject,nodrop,100,,
rollChance,ammo,6,,
rollChance,plunder,7,,
rollChance,lethal,4,,
rollChance,tactical,4,,
rollChance,weapon,2,,
rollChance,key,3,,
rollChance,valuable,21,,
rollChance,personal,7,,
item,brloot_ammo_12g,6,,
item,brloot_ammo_50cal,1,,
item,brloot_ammo_762,3,,
item,brloot_ammo_919,8,,
item,brloot_gascan,1,,
item,brloot_health_adrenaline,15,,
item,brloot_offhand_molotov,20,,
item,brloot_offhand_smoke,2,,
item,brloot_offhand_throwingknife,15,,
item,brloot_offhand_throwingknife_fire,1,,
item,brloot_personal_brokenglasses,1,,
item,brloot_personal_heartlocket,1,,
item,brloot_personal_oldwatch,1,,
item,brloot_personal_origamihorse,1,,
item,brloot_personal_pictureofacat,1,,
item,brloot_personal_pictureofachild,1,,
item,brloot_personal_pictureofadog,1,,
item,brloot_personal_pictureofaman,1,,
item,brloot_personal_pictureofawoman,1,,
item,brloot_personal_smalldoll,1,,
item,brloot_personal_toyknife,1,,
item,brloot_personal_vialofinsulin,1,,
item,brloot_self_revive,100,,
item,brloot_valuable_liquor,100,,
item,loot_key_fortress,1,,
tagChance,key&pristine&keytier2,1,,
tagChance,key&used&keytier2,2,,
tagChance,key&pristine&keytier1,4,,
tagChance,key&used&keytier1,5,,
tagChance,super,5,,
tagChance,weapon&small&[0-1],15,,
tagChance,weapon&small&[2-3],1,,
tagChance,weapon&sh&[0-1],30,,
tagChance,weapon&sh&[2-3],2,,
tagChance,plunder&0,5,,
tagChance,plunder&1,1,,
item,brloot_valuable_wine,100,,
item,brloot_valuable_wine_aged,20,,
item,brloot_valuable_wine_vintage,10,,
item,brloot_valuable_cannedfood,70,,
item,brloot_valuable_freshwater,80,,
item,brloot_valuable_importedtea,40,,
item,brloot_valuable_mre,30,,
item,brloot_valuable_gold_skull,1,,
reqAdd,,1,0,100
reqAdd,valuable,1,0,50
reqAdd,,1,0,50
