string,string,string,string,string
tagReject,nodmz,100,,
tagReject,nodrop,100,,
rollChance,plunder,2,,
rollChance,key,3,,
rollChance,valuable,5,,
rollChance,personal,8,,
item,brloot_plunder_cash_common_1,30,,
item,brloot_plunder_cash_uncommon_1,50,,
item,brloot_plunder_cash_uncommon_2,15,,
item,brloot_plunder_cash_uncommon_3,5,,
item,brloot_valuable_bandage,3,,
item,brloot_valuable_watch,5,,
item,brloot_valuable_lighter,4,,
item,brloot_valuable_thumb_drive,1,,
item,brloot_personal_pictureofawoman,2,,
item,brloot_personal_pictureofaman,2,,
item,brloot_personal_pictureofachild,2,,
item,brloot_personal_pictureofadog,2,,
item,brloot_personal_pictureofacat,2,,
item,brloot_personal_heartlocket,2,,
item,brloot_personal_oldwatch,2,,
item,brloot_personal_toyknife,2,,
item,brloot_personal_origamihorse,2,,
item,brloot_personal_smalldoll,2,,
item,brloot_gascan,1,,
item,loot_key_fortress,1,,
tagChance,key&pristine&keytier2,1,,
tagChance,key&used&keytier2,2,,
tagChance,key&pristine&keytier1,4,,
tagChance,key&used&keytier1,5,,
tagChance,key&used&hero,5,,
reqAdd,,1,0,100
reqAdd,,1,0,20
