string,string,string,string,string
squad_down_enemy,dx_br_dmzo_sqst_uktl_sqde,100,0,5
squad_mate_eliminated,dx_br_dmzo_sqst_uktl_sqel,100,0,5
match_initial_exfil,dx_br_dmzo_wost_uktl_maie,100,0,20
match_intro,dx_br_dmzo_wost_uktl_main,100,0,20
match_remaining_0,dx_br_dmzo_wost_uktl_mr00,100,0,20
player_civ_kill_third_warning,dx_br_dmzo_plst_uktl_cktw,100,20,20
player_enemy_player_nearby,dx_br_dmzo_plst_uktl_plen,30,10,20
squad_down_self,dx_br_dmzo_sqst_uktl_sqds,90,0,5
squad_revive,dx_br_dmzo_sqst_uktl_sqre,90,0,5
player_civ_kill_second_warning,dx_br_dmzo_plst_uktl_cksw,90,20,20
activity_contested,dx_br_dmzo_cost_uktl_acco,80,20,5
match_exfil_inbound,dx_br_dmzo_wost_uktl_maei,80,0,5
match_new_exfil,dx_br_dmzo_wost_uktl_mane,80,0,5
player_civ_kill_frst_warning,dx_br_dmzo_plst_uktl_ckfw,80,20,20
player_last_man_standing,dx_br_dmzo_plst_uktl_pllm,70,0,5
match_remaining_5,dx_br_dmzo_wost_uktl_mr05,70,0,20
match_uav_tower_activated,dx_br_dmzo_wost_uktl_maut,70,30,20
squad_civ_bounty,dx_br_dmzo_sqst_uktl_sqcb,70,10,5
match_convoy,dx_br_dmzo_wost_uktl_maco,60,60,20
match_remaining_10,dx_br_dmzo_wost_uktl_mr10,60,0,20
poi_ai_reinforce,dx_br_dmzo_pois_uktl_poar,60,20,10
poi_alert_towers,dx_br_dmzo_pois_uktl_poat,60,60,10
poi_armored_infantry_inc,dx_br_dmzo_pois_uktl_poai,60,20,10
poi_attack_heli_inc,dx_br_dmzo_pois_uktl_poah,60,20,10
poi_boat_inc,dx_br_dmzo_pois_uktl_pobi,60,20,10
poi_heli_inc,dx_br_dmzo_pois_uktl_pohe,60,20,10
poi_parachuter_inc,dx_br_dmzo_pois_uktl_popi,60,20,10
poi_spawn_closet_inc,dx_br_dmzo_pois_uktl_posc,60,20,10
poi_truck_inc,dx_br_dmzo_pois_uktl_potr,60,20,10
activity_complete_generic,dx_br_dmzo_cost_uktl_accg,50,0,5
activity_failed,dx_br_dmzo_cost_uktl_acfa,50,0,5
activity_intro_bads,dx_br_dmzo_cost_uktl_acib,50,10,5
activity_intro_clear,dx_br_dmzo_cost_uktl_acic,50,10,5
activity_intro_dom,dx_br_dmzo_cost_uktl_acid,50,10,5
activity_intro_elim,dx_br_dmzo_cost_uktl_acie,50,10,5
activity_intro_generic,dx_br_dmzo_cost_uktl_acig,50,10,5
activity_intro_hostage,dx_br_dmzo_cost_uktl_acih,50,10,5
activity_intro_search,dx_br_dmzo_cost_uktl_acis,50,10,5
activity_intro_trap,dx_br_dmzo_cost_uktl_acit,50,10,5
activity_next,dx_br_dmzo_cost_uktl_acne,50,0,5
activity_next_step_generic,dx_br_dmzo_cost_uktl_acns,50,0,5
match_supply_crate,dx_br_dmzo_wost_uktl_masc,50,60,20
match_remaining_15,dx_br_dmzo_wost_uktl_mr15,50,0,20
match_remaining_30,dx_br_dmzo_wost_uktl_mr30,40,0,20
activity_reminder,dx_br_dmzo_cost_uktl_acre,30,30,20
player_ai_alerted,dx_br_dmzo_plst_uktl_plaa,20,30,30
player_ai_searching,dx_br_dmzo_plst_uktl_plas,20,30,30
player_ai_pursued,dx_br_dmzo_plst_uktl_plap,20,30,30
ai_actvity_engaged,dx_br_dmzo_aist_uktl_aiae,10,30,30
ai_activity_disenaged,dx_br_dmzo_aist_uktl_aiad,10,30,30
poi_civ_absent,dx_br_dmzo_pois_uktl_poca,10,60,30
poi_civ_present,dx_br_dmzo_pois_uktl_pocp,10,60,30
poi_looted,dx_br_dmzo_pois_uktl_polo,10,60,30
ai_unaware_player,dx_br_dmzo_aist_uktl_aiup,0,30,10
ai_aware_player,dx_br_dmzo_aist_uktl_aiap,0,30,10
ai_searching_player,dx_br_dmzo_aist_uktl_aisp,0,30,10
ai_density_low,dx_br_dmzo_aist_uktl_aidl,0,60,30
ai_density_med,dx_br_dmzo_aist_uktl_aidm,0,60,30
ai_density_high,dx_br_dmzo_aist_uktl_aidh,0,60,30
player_high_value_loot,dx_br_dmzo_plst_uktl_plhv,0,5,5
player_inventory_full,dx_br_dmzo_plst_uktl_plif,0,10,10
destroy_sam_assigned,dx_br_dmzo_cost_uktl_dsas,90,5,10
destroy_sam_near,dx_br_dmzo_cost_uktl_dsnr,90,5,10
destroy_sam_approach,dx_br_dmzo_cost_uktl_dsar,90,5,10
destroy_sam_planted,dx_br_dmzo_cost_uktl_dspl,85,5,10
destroy_sam_hostiles,dx_br_dmzo_cost_uktl_dsin,90,5,10
destroy_sam_defusing,dx_br_dmzo_cost_uktl_dsdg,95,5,10
destroy_sam_defused,dx_br_dmzo_cost_uktl_dsde,95,5,10
destroy_sam_exploded,dx_br_dmzo_cost_uktl_dsex,95,5,10
destroy_sam_invite,dx_br_dmzo_cost_uktl_dsiv,90,5,10
destroy_sam_invite_win,dx_br_dmzo_cost_uktl_dsiw,95,5,10
clear_fort_assigned,dx_br_dmzo_clfa_uktl_cfas,90,5,10
clear_fort_approach,dx_br_dmzo_clfa_uktl_cfnr,90,5,0
clear_fort_entered,dx_br_dmzo_clfa_uktl_cfen,90,5,10
clear_fort_success,dx_br_dmzo_clfa_uktl_cfcl,95,5,10
clear_fort_stealth_kill,dx_br_dmzo_clfa_uktl_cfst,90,5,10
clear_fort_loud,dx_br_dmzo_clfa_uktl_cfld,90,5,10
vehicledrive_accept,dx_br_dmzo_cost_ovld_aivd,90,5,10
vehicledrive_neardoor,dx_br_dmzo_cost_ovld_vdad,75,5,0
vehicledrive_destination,dx_br_dmzo_cost_ovld_vhdd,90,5,10
