string,string,string,string,string,string,string,string,string
0,3,65535,11362,972|3036,11,,,
1,3,65535,11362,1376|3133|2350,11,,,
2,3,65535,11362,3528|1727|2770|2756|2144,11,,,
3,3,65535,11339,3366|2383,11,,,
4,3,65535,11339,3228|3366|2383,11,,,
5,3,65535,11339,3545|2726|3228|3366|2383,11,,,
6,3,65535,11357,676|3808,11,,,
7,3,65535,11357,1455|676|3808,11,,,
8,3,65535,11357,623|2253|676|879|1455,11,,,
9,3,65535,11336,1457|2465,11,,,
10,3,65535,11336,3745|2617,11,,,
11,3,65535,11336,2873|972|2894|2138|3606,11,,,
12,3,65535,11350,2109|3724,11,,,
13,3,65535,11350,2162|3468|3036,11,,,
14,3,65535,11350,3228|3720|3745|3234|3724,11,,,
15,3,65535,11330,2162|3036,11,,,
16,3,65535,11330,847|573|1811,11,,,
17,3,65535,11330,1777|652|973|871|3631,11,,,
18,3,65535,11349,3545,11,,,
19,3,65535,11349,3545|3925,11,,,
20,3,65535,11349,1019|3301|1727|3925|3545,11,,,
21,3,65535,11316,3237|3371|2281,11,,,
22,3,65535,11316,7955|1162|3371|7953,11,,,
23,3,65535,11316,2162|2743|2407|3343|2522,11,,,
24,3,65535,11329,639|1390,11,,,
25,3,65535,11329,1361|2375|2253,11,,,
26,3,65535,11329,3246|2743|595|3059|2608,11,,,
27,3,65535,11312,1302|3240,11,,,
28,3,65535,11312,1376|1162|676,11,,,
29,3,65535,11312,3772|3076|3237|1939|2350,11,,,
30,3,65535,11348,2210|2490,11,,,
31,3,65535,11348,3595|2370|2375,11,,,
32,3,65535,11348,573|973|3145|2490|3275,11,,,
33,3,65535,11340,1204|3770|2650,11,,,
34,3,65535,11340,2856|1701|3036|3770,11,,,
35,3,65535,11340,2370|652|3371|3263,11,,,
36,3,65535,11358,3802|676,11,,,
37,3,65535,11358,994|1243|1227,11,,,
38,3,65535,11358,3360|2210|676|2424|3664,11,,,
39,3,65535,11317,2370|3410,11,,,
40,3,65535,11317,3475|2738|729,11,,,
41,3,65535,11317,11255|2048|1389|2261|2890,11,,,
42,3,65535,11313,3088|2669,11,,,
43,3,65535,11313,3697|3356|2722,11,,,
