string,string,string,string,string,string,string,string,string
player32x32x32,,154,3000,-28,0,14,0,
player32x32x32,,152,3012,-28,0,14,0,
player256x256x8,,775,-593,-55.5,335.219,285,0,
player256x256x8,,782,-468.5,12.5,270,0,-75,
player512x2048x64,,891.5,-1491,153,270,0,15,
player512x2048x64,,2492.500,-112.000,201.500,270,0,-75,
player512x512x8,,938,-680,272,270,0,-165,
player512x512x8,,1116,-380,272,270,0,-75,
player512x512x8,,1240,-348,272,270,0,-75,
player512x512x8,,1240,-266,272,270,0,-165,
player512x512x8,,1446,-212,272,270,0,-165,
player512x512x8,,1540,-514,272,270,0,-165,
player256x256x8,,1282,-2,142,270,0,-75,
player256x256x8,,1282,-2,390,270,0,-75,
