string,string,string,string,string,string
zone,global,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,loot_cache,mp/loot/core/gwai/lootset_cache_base.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_hydro,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_oilfield,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_caves,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_sira,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_lone,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_sunken,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_fishtwn,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_oldtwn,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_fort,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_airport,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_cemetery,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_observatory,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_MtnTwn,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_marshland,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_moderncity,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_wartorn,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_exhume,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_suburbs_13,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_suburbs_14,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_suburbs_01,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_suburbs_02,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_suburbs_04,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_suburbs_05,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_suburbs_07,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_suburbs_09,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_suburbs_11,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_suburbs_08,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_suburbs_06,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_suburbs_10,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
zone,saba_suburbs_12,mp/loot/core/gwai/lootset_global.csv,mp/loot/core/gwai/lootset_cache_spawns.csv,,
