string,string,string
31353,jup_challenges,
31350,jup_loadout_4,
27453,super_energy_mine_jup,
27255,uav_jup,
27330,cruise_predator_jup,
27334,fuel_airstrike_jup,
27380,specialty_ultra_light_boots_jup,
27383,specialty_custom_gloves_jup,
45945,specialty_scavenger_jup_wz,
45968,specialty_gungho_jup_wz,
45967,specialty_tac_resist_br_jup_wz,
45961,specialty_contract_payout_jup_wz,
27396,specialty_eod_vest_jup,
27087,equip_frag_jup,
27263,equip_concussion_jup,
17203,jup_jp04_sm_umike,
32081,jup_jp36_ar_anov94,
17208,jup_jp13_dm_svictork,
17211,jup_cp24_pi_glima21,
17777,jup_jp23_me_knife,
17210,jup_jp06_lm_pkilop,
17184,jup_jp17_sn_hsierra,
17205,jup_jp16_sh_recho870,
30013,jup_insured_slot_acquisition_1,
30038,jup_insured_slot_weapon_1,
29998,faction_jup_ob_act1,
27291,equip_binoculars_jup,
17736,jup_mp_delta,
29984,jup_mp_delta_skin,
29999,jup_mp_delta_02_skin,
17235,jup_mp_india,
29987,jup_mp_india_skin,
30000,jup_mp_india_02_skin,
17241,jup_mp_charlie,
29982,jup_mp_charlie_skin,
29985,jup_mp_foxtrot_skin,
29838,jup_mp_uniform,
30435,jup_mp_uniform_01_skin,
30001,jup_mp_uniform_02_skin,
27311,equip_blackhole_bomb_jup,
34964,equip_monkey_bomb_jup,
17782,jup_mp_execution_knife_01,
27420,super_ammo_drop_jup,
57396,jup_jp32_stock_light,
35572,jup_product_initialitems_sentinel,
22901,jup_umike_rec,
22903,jup_umike_ironsdefault,
22970,jup_acharlie_rec,
22974,jup_acharlie_ironsdefault,
22739,jup_svictork_rec,
22741,jup_svictork_ironsdefault,
23891,jup_ammo_762r,
22356,jup_glima21_rec,
22359,jup_glima21_ironsdefault,
22568,jup_pkilop_rec,
22570,jup_pkilop_ironsdefault,
22860,jup_hsierra_rec,
30825,jup_jp17_sn_hsierra_bolt,
27014,jup_hsierra_scope,
27015,jup_hsierra_bipod,
22818,jup_recho870_rec,
22819,jup_recho870_ironsdefault,
35818,jup_me_knife,
1200,iw9_selectsemi,
3721,ammo_45acp,
3507,ammo_556n,
1934,ammo_50b,
2971,ammo_12g,
30775,jup_anov94_rec,
37195,jup_anov94_ironsdefault,
2239,ammo_545s,
6036,ui_playercard_509,
6120,ui_playercard_561,
6287,ui_playercard_562,
6384,ui_playercard_563,
6412,ui_playercard_560,
6443,ui_playercard_564,
6585,ui_playercard_565,
6939,ui_playercard_559,
35605,jup_playercard_animated_opc_graphicalanimated_05_atlas,
35606,jup_playercard_animated_opc_graphical_01_altas,
39751,jup_playercard_animated_opc_graphicalanimated_06_atlas,
39752,jup_playercard_animated_opc_graphical_06_atlas,
6017,ui_playercard_547,
6037,ui_playercard_538,
6060,ui_playercard_522,
6067,ui_playercard_549,
6084,ui_playercard_520,
6088,ui_playercard_533,
6187,ui_playercard_515,
6188,ui_playercard_529,
6208,ui_playercard_534,
6240,ui_playercard_537,
6246,ui_playercard_550,
