string,string,string,string,string,string,string,string,string
clip64x64x64,,-912,1932,-216,352,27,0,
clip128x128x128,,-1070,946,-256,28.326,358.119,13.925,
clip128x128x128,,-1048,1014,-270,40.472,301.815,-14.786,
clip128x128x128,,-1050,916,-218,23.127,350.537,8.927,
clip128x128x128,,-932,290,-136,351.394,3.050,-13.340,
clip128x128x128,,-866,388,-146,3.562,14.151,-12.558,
clip128x128x128,,-519.000,1695.500,-169.500,4.344,345.101,11.844,
clip128x128x128,,-478.500,1767.500,-173.000,31.354,308.886,10.524,
clip64x64x64,,-307.500,1177.500,107.500,1.674,16.103,-5.210,
clip64x64x64,,-326.000,1237.500,87.500,1.674,49.767,-6.708,
clip64x64x64,,-652.000,1322.000,-188.500,48.323,30.296,-33.951,
clip64x64x64,,-872.000,1279.000,-358.000,0.588,55.791,-20.465,
clip64x64x64,,-1364.000,1432.000,-354.000,0,325,0,
clip32x32x128,,-4366,2538,-320,0,0,0,
player32x32x128,,-560,1448,256,0,0,0,
player32x32x128,,-560,1448,384,0,0,0,
player32x32x128,,-432,1624,392,0,0,0,
