string,string,string,string,string,string,string,string,string
player256x256x256,,-208,-84,512,0,0,0,
player256x256x256,,20,172,512,0,0,0,
player256x256x256,,796,192,512,0,0,0,
player256x256x256,,1024,-64,496,0,0,0,
player512x1024x64,,1016,-612,976,0,270,90,
player512x1024x64,,1292,-388,976,0,180,90,
player512x1024x64,,1560,-612,976,0,90,90,
player512x1024x64,,1288,-836,976,0,0,90,
player512x1024x64,,-1504,-504,960,0,270,90,
player512x1024x64,,-1504,-644,960,0,270,90,
player512x2048x64,,1726,1864,490,270,0,-90,
player512x1024x64,,2612,1320,490,270,0,-180,
player256x256x8,,-12,-2156,284,0,0,90,
player256x256x8,,244,-2156,284,0,0,90,
player256x256x8,,500,-2156,284,0,0,90,
player32x32x256,,631.5,-2151.5,260,0,0,0,
player128x128x8,,-462,-1858,433,0,225,90,
player256x256x8,,-439,-1698,537,90,0,0,
player256x256x8,,-439,-1442,537,90,0,0,
player256x256x8,,-439,-1381,537,90,0,0,
player256x256x8,,-431,-1381,537,90,0,0,
player256x256x8,,-832,-1732,192,270,0,-2,
player256x256x8,,-832,-1732,448,270,0,-2,
player256x256x8,,-832,-1732,-23,270,0,-2,
