string,string,string,string,string,string,string,string,string
clip32x32x128,,-576,-1910,328,0,0,0,
clip32x32x128,,-550,-1906,328,0,15,0,
clip32x32x128,,-524,-1896,328,0,30,0,
clip32x32x128,,-502,-1880,328,0,40,0,
clip32x32x128,,-488,-1866,328,0,50,0,
clip32x32x128,,-472,-1844,328,0,330,0,
clip32x32x128,,-462,-1818,328,0,345,0,
clip32x32x128,,-458,-1792,328,0,0,0,
clip32x32x128,,-462,-1766,328,0,105,0,
clip32x32x128,,-472,-1740,328,0,120,0,
clip32x32x128,,-488,-1718,328,0,130,0,
clip32x32x128,,-502,-1704,328,0,140,0,
clip32x32x128,,-524,-1688,328,0,60,0,
clip32x32x128,,-550,-1678,328,0,75,0,
clip32x32x128,,-576,-1674,328,0,180,0,
clip32x32x128,,-602,-1678,328,0,195,0,
clip32x32x128,,-628,-1688,328,0,210,0,
clip32x32x128,,-650,-1704,328,0,220,0,
clip32x32x128,,-664,-1718,328,0,230,0,
clip32x32x128,,-680,-1740,328,0,150,0,
clip32x32x128,,-690,-1766,328,0,165,0,
clip32x32x128,,-694,-1792,328,0,0,0,
clip32x32x128,,-690,-1818,328,0,285,0,
clip32x32x128,,-680,-1844,328,0,300,0,
clip32x32x128,,-664,-1866,328,0,310,0,
clip32x32x128,,-650,-1880,328,0,320,0,
clip32x32x128,,-628,-1896,328,0,240,0,
clip32x32x128,,-602,-1906,328,0,255,0,
missile32x32x128,,-238,224,148,0,0,0,
missile32x32x128,,-210,228,148,0,10,0,
missile32x32x128,,-182,236,148,0,20,0,
missile32x32x128,,-158,248,148,0,30,0,
missile32x32x128,,-134,264,148,0,40,0,
missile32x32x128,,-116,284,148,0,54,0,
missile32x32x128,,-106,300,148,0,60,0,
missile32x32x128,,-96,320,148,0,340,0,
missile32x32x128,,-88,348,148,0,350,0,
missile32x32x128,,-86,376,148,0,0,0,
missile32x32x128,,-90,404,148,0,100,0,
missile32x32x128,,-98,432,148,0,110,0,
missile32x32x128,,-110,456,148,0,120,0,
missile32x32x128,,-126,480,148,0,130,0,
missile32x32x128,,-146,498,148,0,144,0,
missile32x32x128,,-162,508,148,0,150,0,
missile32x32x128,,-182,518,148,0,70,0,
missile32x32x128,,-210,526,148,0,80,0,
missile32x32x128,,-238,528,148,0,0,0,
missile32x32x128,,-266,524,148,0,190,0,
missile32x32x128,,-294,516,148,0,200,0,
missile32x32x128,,-318,504,148,0,210,0,
missile32x32x128,,-342,488,148,0,220,0,
missile32x32x128,,-360,468,148,0,234,0,
missile32x32x128,,-370,452,148,0,240,0,
missile32x32x128,,-380,432,148,0,160,0,
missile32x32x128,,-388,404,148,0,170,0,
missile32x32x128,,-390,376,148,0,0,0,
missile32x32x128,,-386,348,148,0,280,0,
missile32x32x128,,-378,320,148,0,290,0,
missile32x32x128,,-366,296,148,0,300,0,
missile32x32x128,,-350,272,148,0,310,0,
missile32x32x128,,-330,254,148,0,324,0,
missile32x32x128,,-314,244,148,0,330,0,
missile32x32x128,,-294,234,148,0,250,0,
missile32x32x128,,-266,226,148,0,260,0,
missile128x128x8,,-238,288,268,0,0,0,
missile128x128x8,,-182,320,268,0,315,0,
missile128x128x8,,-150,376,268,0,0,0,
missile128x128x8,,-182,432,268,0,315,0,
missile128x128x8,,-238,464,268,0,0,0,
missile128x128x8,,-294,432,268,0,315,0,
missile128x128x8,,-326,376,268,0,0,0,
missile128x128x8,,-294,320,268,0,315,0,
missile32x32x32,,-238,376,260,0,45,0,
player128x128x8,,1050,-522,484,89.9997,298.211,-81.7869,
player128x128x8,,1050,-522,356,89.9997,298.211,-81.7869,
player128x128x8,,1050,-522,228,89.9997,298.211,-81.7869,
player128x128x8,,1026,-418,484,89.9998,297.691,-67.3076,
player128x128x8,,1026,-418,356,89.9998,297.691,-67.3076,
player128x128x8,,1026,-418,228,89.9998,297.691,-67.3076,
player128x128x8,,1016,-302,484,89.9998,297.691,-67.3076,
player128x128x8,,1016,-302,356,89.9998,297.691,-67.3076,
