string,string,string,string,string,string,string,string,string
shotblock256x256x8,shotblock256x256x8,328,-128,64,270,0,0,
shotblock256x256x8,shotblock256x256x8,328,-384,64,270,0,0,
shotblock8x8x256,shotblock8x8x256,316,-124,-64,0,0,0,
shotblock8x8x256,shotblock8x8x256,308,-124,-64,0,0,0,
shotblock8x8x256,shotblock8x8x256,300,-124,-64,0,0,0,
shotblock8x8x256,shotblock8x8x256,292,-124,-64,0,0,0,
shotblock8x8x256,shotblock8x8x256,284,-124,-64,0,0,0,
shotblock8x8x256,shotblock8x8x256,276,-124,-64,0,0,0,
shotblock8x8x256,shotblock8x8x256,268,-124,-64,0,0,0,
shotblock8x8x256,shotblock8x8x256,260,-124,-64,0,0,0,
item128x128x8,,-256,-1028,-82,270,0,-90,
missile128x128x8,,-256,-1028,-82,270,0,-90,
