string,string,string,string,string,string,string,string,string
player512x2048x64,,-744,536,144,270,0,-90,
player512x2048x64,,-744,-944,144,270,0,-90,
player128x128x8,,-356,-904,-32,280,254,-3.65,
player128x128x8,,-604,484,-48,287,56,-22.55,
player128x128x8,,-308,-536,14,0,0,81,
shotblock32x32x128,shotblock32x32x128,-62,252,-274,0,10,0,
shotblock32x32x128,shotblock32x32x128,-60,230,-274,0,10,0,
shotblock32x32x128,shotblock32x32x128,-72,106,-258,0,336,0,
shotblock32x32x128,shotblock32x32x128,-82,86,-258,0,336,0,
shotblock256x256x8,shotblock256x256x8,-472,302,-216,0,0,90,
missile32x32x32,,-226,126,-202,315,360,0,
player128x128x8,,-356,96,-28,360,0,100,
player128x128x8,,-292,96,-28,360,0,100,
player128x128x8,,-356,-160,-28,360,180,100,
player128x128x8,,-292,-160,-28,0,180,100,
player128x128x8,,-664,112,-28,0,0,100,
player128x128x8,,-341,-288,-28,0,0,100,
player128x128x8,,-339,-544,-28,0,180,100,
player128x128x8,,-344,-777,-28,0,270,100,
player128x128x8,,-600,-777,-28,0,90,100,
player128x128x8,,-600,-837,-28,0,90,100,
player128x128x8,,-344,360,-36,360,270,100,
player128x128x8,,208,460,-60,360,180,100,
