string,string,string,string,string,string,string,string,string
shotblock256x256x128,shotblock256x256x128,-720,-352,185,0,0,0,
shotblock256x256x128,shotblock256x256x128,-464,-352,185,0,0,0,
shotblock64x64x256,shotblock64x64x256,-848,-272,345,90,0,0,
shotblock64x64x256,shotblock64x64x256,-848,-336,345,90,0,0,
shotblock64x64x256,shotblock64x64x256,-848,-400,345,90,0,0,
shotblock64x64x256,shotblock64x64x256,-848,-464,345,90,0,0,
shotblock64x64x256,shotblock64x64x256,-592,-272,345,90,0,0,
shotblock64x64x256,shotblock64x64x256,-592,-336,345,90,0,0,
shotblock64x64x256,shotblock64x64x256,-592,-400,345,90,0,0,
shotblock64x64x256,shotblock64x64x256,-592,-464,345,90,0,0,
shotblock32x32x256,shotblock32x32x256,-848,-496,297,90,0,0,
shotblock32x32x256,shotblock32x32x256,-848,-496,265,90,0,0,
shotblock32x32x256,shotblock32x32x256,-848,-496,233,90,0,0,
shotblock32x32x256,shotblock32x32x256,-848,-496,201,90,0,0,
shotblock32x32x256,shotblock32x32x256,-592,-496,297,90,0,0,
shotblock32x32x256,shotblock32x32x256,-592,-496,265,90,0,0,
shotblock32x32x256,shotblock32x32x256,-592,-496,233,90,0,0,
shotblock32x32x256,shotblock32x32x256,-592,-496,201,90,0,0,
