string,string,string,string,string,string
0,23466,jup_rank_00,,31353|31350|27453|27255|27330|27334|27380|27383|45945|45968|45967|45961|27396|27087|27263|17203|32081|17208|17211|17777|17210|17184|17205|30013|30038|29998|27291|17736|29984|29999|17235|29987|30000|17241|29982|29985|29838|30435|30001|27311|34964|17782|27420|57396|35572|22901|22903|22970|22974|22739|22741|23891|22356|22359|22568|22570|22860|30825|27014|27015|22818|22819|35818|1200|3721|3507|1934|2971|30775|37195|2239|6036|6120|6287|6384|6412|6443|6585|6939|35605|35606|39751|39752|6017|6037|6060|6067|6084|6088|6187|6188|6208|6240|6246|6252|6254|6358|6397|6411|6416|6505|6508|6511|6524|6531|6973|6551|6603|6604|6609|6649|6650|6656|6674|6705|6710|6733|6763|6804|6815|6820|6848|6851|6852|6878|6890|6901|6904|6922|6951|6995|20953|9710|9733|10007|10033|10051|10082|10335|37348|37349|37350|37351|9477|9499|9529|9541|9571|9608|9614|9615|9617|9619|9621|9642|9647|9660|9677|9695|9721|9754|9755|9800|9801|9826|9852|9862|9887|9890|9901|9923|9981|10000|10023|10040|10058|10065|10114|10137|10229|10239|10279|10288|10328|10356|10366|10371|10382|10402|10436|10437|9791|23264|39691,
1,23467,jup_rank_01,,31351,
2,23468,jup_rank_02,,32478,
3,23469,jup_rank_03,,31352|11344|33538|25653,
4,23470,jup_rank_04,,27359|3962|45955,
5,23471,jup_rank_05,,27449|45949,(21:5)
6,23472,jup_rank_06,,17209,
7,23473,jup_rank_07,,27250,
8,23474,jup_rank_08,,27454|27361|45953,(21:5)
9,23475,jup_rank_09,,33542|27367|8429,
10,23476,jup_rank_10,,33537|45944,(21:5)
11,23477,jup_rank_11,,17193,
12,23478,jup_rank_12,,27294,
13,23479,jup_rank_13,,27335|45960,
14,23480,jup_rank_14,,27373|3948,
15,23481,jup_rank_15,,27264|45948,(21:5)
16,23482,jup_rank_16,,17189,
17,23483,jup_rank_17,,27308|45964,(21:5)
18,23484,jup_rank_18,,33020|27395|45942,(21:5)
19,23485,jup_rank_19,,33543|8599|48002,
20,23486,jup_rank_20,,17187,
21,23487,jup_rank_21,,27410|45963,
22,23488,jup_rank_22,,27504|45962,(21:5)
23,23489,jup_rank_23,,27386,(21:5)
24,23490,jup_rank_24,,33863,(21:5)
25,23491,jup_rank_25,,27362|3942|45940,
26,23492,jup_rank_26,,17194,
27,23493,jup_rank_27,,27440|45958,(21:5)
28,23494,jup_rank_28,,27381|27452|45954,(21:5)
29,23495,jup_rank_29,,27259|33539,
30,23496,jup_rank_30,,46989,
31,23497,jup_rank_31,,27328|45943,
32,23498,jup_rank_32,,27261,
33,23499,jup_rank_33,,33749|8355|45959,
34,23500,jup_rank_34,,27356,
35,23501,jup_rank_35,,27377,(21:5)
36,23502,jup_rank_36,,17181,
37,23503,jup_rank_37,,21637|45965,
38,23504,jup_rank_38,,27450|17216|46002,(21:5)
39,23505,jup_rank_39,,31564,
40,23506,jup_rank_40,,27338|27429|45939,
41,23507,jup_rank_41,,27269,
42,23508,jup_rank_42,,27368|8594,
43,23509,jup_rank_43,,17182,
44,23510,jup_rank_44,,27394|27419|45941,
45,23511,jup_rank_45,,27331,
46,23512,jup_rank_46,,27393|45938,(21:5)
47,23513,jup_rank_47,,11337,
48,23514,jup_rank_48,,27337|45956,
49,23515,jup_rank_49,,17197|33541|27455,
50,23516,jup_rank_50,,27435|45950,
51,23517,jup_rank_51,,9212|45957,(21:5)
52,23518,jup_rank_52,,27313,(21:5)
53,23519,jup_rank_53,,31566|3951|45947,
54,23520,jup_rank_54,21786|17838|17839|17840|17841|17842|17843|17845|17847|17849|17850|18653|18655|18657|18659|18661|18686|18688|18690|18692|18693|18699|18701|18703|18705|18707|18709|26941,27441|17183,
55,23521,jup_rank_55,14763|14764|14776|15742|14835|21391|21394|21395|21396|21398,44481,
56,28505,jup_rank_56,,,
57,28506,jup_rank_57,,,
58,28507,jup_rank_58,,,
59,28508,jup_rank_59,,,
60,28509,jup_rank_60,,,
61,28510,jup_rank_61,,,
62,28511,jup_rank_62,,,
63,28512,jup_rank_63,,,
64,28513,jup_rank_64,,,
65,28514,jup_rank_65,,,
66,28515,jup_rank_66,,,
67,28516,jup_rank_67,,,
68,28517,jup_rank_68,,,
69,28518,jup_rank_69,,,
70,28519,jup_rank_70,,,
71,28520,jup_rank_71,,,
72,28521,jup_rank_72,,,
73,28522,jup_rank_73,,,
74,28523,jup_rank_74,,,
75,28524,jup_rank_75,,,
76,28525,jup_rank_76,,,
77,28526,jup_rank_77,,,
78,28527,jup_rank_78,,,
79,28528,jup_rank_79,,,
80,28529,jup_rank_80,,,
81,28530,jup_rank_81,,,
82,28531,jup_rank_82,,,
83,28532,jup_rank_83,,,
84,28533,jup_rank_84,,,
85,28534,jup_rank_85,,,
86,28535,jup_rank_86,,,
87,28536,jup_rank_87,,,
88,28537,jup_rank_88,,,
89,28538,jup_rank_89,,,
90,28539,jup_rank_90,,,
91,28540,jup_rank_91,,,
92,28541,jup_rank_92,,,
93,28542,jup_rank_93,,,
94,28543,jup_rank_94,,,
95,28544,jup_rank_95,,,
96,28545,jup_rank_96,,,
97,28546,jup_rank_97,,,
98,28547,jup_rank_98,,,
99,28548,jup_rank_99,14795|14796|14797|14778|14836|21426|21427|21428|21429|21430,44482,
100,28549,jup_rank_100,,,
101,28550,jup_rank_101,,,
102,28551,jup_rank_102,,,
103,28552,jup_rank_103,,,
104,28553,jup_rank_104,,,
105,28554,jup_rank_105,,,
106,28555,jup_rank_106,,,
107,28556,jup_rank_107,,,
108,28557,jup_rank_108,,,
109,28558,jup_rank_109,,,
110,28559,jup_rank_110,,,
111,28560,jup_rank_111,,,
112,28561,jup_rank_112,,,
113,28562,jup_rank_113,,,
114,28563,jup_rank_114,,,
115,28564,jup_rank_115,,,
116,28565,jup_rank_116,,,
117,28566,jup_rank_117,,,
118,28567,jup_rank_118,,,
119,28568,jup_rank_119,,,
120,28569,jup_rank_120,,,
121,28570,jup_rank_121,,,
122,28571,jup_rank_122,,,
123,28572,jup_rank_123,,,
124,28573,jup_rank_124,,,
125,28574,jup_rank_125,,,
126,28575,jup_rank_126,,,
127,28576,jup_rank_127,,,
128,28577,jup_rank_128,,,
129,28578,jup_rank_129,,,
130,28579,jup_rank_130,,,
131,28580,jup_rank_131,,,
132,28581,jup_rank_132,,,
133,28582,jup_rank_133,,,
134,28583,jup_rank_134,,,
135,28584,jup_rank_135,,,
136,28585,jup_rank_136,,,
137,28586,jup_rank_137,,,
138,28587,jup_rank_138,,,
139,28588,jup_rank_139,,,
140,28589,jup_rank_140,,,
141,28590,jup_rank_141,,,
142,28591,jup_rank_142,,,
143,28592,jup_rank_143,,,
144,28593,jup_rank_144,,,
145,28594,jup_rank_145,,,
146,28595,jup_rank_146,,,
147,28596,jup_rank_147,,,
148,28597,jup_rank_148,,,
149,28598,jup_rank_149,27471|14800|14808|16566|14838|21432|21433|21434|21435|21436,44483,
150,28599,jup_rank_150,,,
151,28600,jup_rank_151,,,
152,28601,jup_rank_152,,,
153,28602,jup_rank_153,,,
154,28603,jup_rank_154,,,
155,28604,jup_rank_155,,,
156,28605,jup_rank_156,,,
157,28606,jup_rank_157,,,
158,28607,jup_rank_158,,,
159,28608,jup_rank_159,,,
160,28609,jup_rank_160,,,
161,28610,jup_rank_161,,,
162,28611,jup_rank_162,,,
163,28612,jup_rank_163,,,
164,28613,jup_rank_164,,,
165,28614,jup_rank_165,,,
166,28615,jup_rank_166,,,
167,28616,jup_rank_167,,,
168,28617,jup_rank_168,,,
169,28618,jup_rank_169,,,
170,28619,jup_rank_170,,,
171,28620,jup_rank_171,,,
172,28621,jup_rank_172,,,
173,28622,jup_rank_173,,,
174,28623,jup_rank_174,,,
175,28624,jup_rank_175,,,
176,28625,jup_rank_176,,,
177,28626,jup_rank_177,,,
178,28627,jup_rank_178,,,
179,28628,jup_rank_179,,,
180,28629,jup_rank_180,,,
181,28630,jup_rank_181,,,
182,28631,jup_rank_182,,,
183,28632,jup_rank_183,,,
184,28633,jup_rank_184,,,
185,28634,jup_rank_185,,,
186,28635,jup_rank_186,,,
187,28636,jup_rank_187,,,
188,28637,jup_rank_188,,,
189,28638,jup_rank_189,,,
190,28639,jup_rank_190,,,
191,28640,jup_rank_191,,,
192,28641,jup_rank_192,,,
193,28642,jup_rank_193,,,
194,28643,jup_rank_194,,,
195,28644,jup_rank_195,,,
196,28645,jup_rank_196,,,
197,28646,jup_rank_197,,,
198,28647,jup_rank_198,,,
199,28648,jup_rank_199,14802|14803|16100|16568|14839|23153|23155|23160|23159|23163,44484,
200,28649,jup_rank_200,,,
201,28650,jup_rank_201,,,
202,28651,jup_rank_202,,,
203,28652,jup_rank_203,,,
204,28653,jup_rank_204,,,
205,28654,jup_rank_205,,,
206,28655,jup_rank_206,,,
207,28656,jup_rank_207,,,
208,28657,jup_rank_208,,,
209,28658,jup_rank_209,,,
210,28659,jup_rank_210,,,
211,28660,jup_rank_211,,,
212,28661,jup_rank_212,,,
213,28662,jup_rank_213,,,
214,28663,jup_rank_214,,,
215,28664,jup_rank_215,,,
216,28665,jup_rank_216,,,
217,28666,jup_rank_217,,,
218,28667,jup_rank_218,,,
219,28668,jup_rank_219,,,
220,28669,jup_rank_220,,,
221,28670,jup_rank_221,,,
222,28671,jup_rank_222,,,
223,28672,jup_rank_223,,,
224,28673,jup_rank_224,,,
225,28674,jup_rank_225,,,
226,28675,jup_rank_226,,,
227,28676,jup_rank_227,,,
228,28677,jup_rank_228,,,
229,28678,jup_rank_229,,,
230,28679,jup_rank_230,,,
231,28680,jup_rank_231,,,
232,28681,jup_rank_232,,,
233,28682,jup_rank_233,,,
234,28683,jup_rank_234,,,
235,28684,jup_rank_235,,,
236,28685,jup_rank_236,,,
237,28686,jup_rank_237,,,
238,28687,jup_rank_238,,,
239,28688,jup_rank_239,,,
240,28689,jup_rank_240,,,
241,28690,jup_rank_241,,,
242,28691,jup_rank_242,,,
243,28692,jup_rank_243,,,
244,28693,jup_rank_244,,,
245,28694,jup_rank_245,,,
246,28695,jup_rank_246,,,
247,28696,jup_rank_247,,,
248,28697,jup_rank_248,,,
249,28698,jup_rank_249,14843|14804|14805|14806|14807|23164|23166|23330|23335|23334,44485|32437,
250,28699,jup_rank_250,,,
251,28700,jup_rank_251,,,
252,28701,jup_rank_252,,,
253,28702,jup_rank_253,,,
254,28703,jup_rank_254,,,
255,28704,jup_rank_255,,,
256,28705,jup_rank_256,,,
257,28706,jup_rank_257,,,
258,28707,jup_rank_258,,,
259,28708,jup_rank_259,,,
260,28709,jup_rank_260,,,
261,28710,jup_rank_261,,,
262,28711,jup_rank_262,,,
263,28712,jup_rank_263,,,
264,28713,jup_rank_264,,,
265,28714,jup_rank_265,,,
266,28715,jup_rank_266,,,
267,28716,jup_rank_267,,,
268,28717,jup_rank_268,,,
269,28718,jup_rank_269,,,
270,28719,jup_rank_270,,,
271,28720,jup_rank_271,,,
272,28721,jup_rank_272,,,
273,28722,jup_rank_273,,,
274,28723,jup_rank_274,,,
275,28724,jup_rank_275,,,
276,28725,jup_rank_276,,,
277,28726,jup_rank_277,,,
278,28727,jup_rank_278,,,
279,28728,jup_rank_279,,,
280,28729,jup_rank_280,,,
281,28730,jup_rank_281,,,
282,28731,jup_rank_282,,,
283,28732,jup_rank_283,,,
284,28733,jup_rank_284,,,
285,28734,jup_rank_285,,,
286,28735,jup_rank_286,,,
287,28736,jup_rank_287,,,
288,28737,jup_rank_288,,,
289,28738,jup_rank_289,,,
290,28739,jup_rank_290,,,
291,28740,jup_rank_291,,,
292,28741,jup_rank_292,,,
293,28742,jup_rank_293,,,
294,28743,jup_rank_294,,,
295,28744,jup_rank_295,,,
296,28745,jup_rank_296,,,
297,28746,jup_rank_297,,,
298,28747,jup_rank_298,,,
299,28748,jup_rank_299,27187|27188|27189|27190|27184|29349|29348|29350|29351|29367,53522,
300,28749,jup_rank_300,,,
301,28750,jup_rank_301,,,
302,28751,jup_rank_302,,,
303,28752,jup_rank_303,,,
304,28753,jup_rank_304,,,
305,28754,jup_rank_305,,,
306,28755,jup_rank_306,,,
307,28756,jup_rank_307,,,
308,28757,jup_rank_308,,,
309,28758,jup_rank_309,,,
310,28759,jup_rank_310,,,
311,28760,jup_rank_311,,,
312,28761,jup_rank_312,,,
313,28762,jup_rank_313,,,
314,28763,jup_rank_314,,,
315,28764,jup_rank_315,,,
316,28765,jup_rank_316,,,
317,28766,jup_rank_317,,,
318,28767,jup_rank_318,,,
319,28768,jup_rank_319,,,
320,28769,jup_rank_320,,,
321,28770,jup_rank_321,,,
322,28771,jup_rank_322,,,
323,28772,jup_rank_323,,,
324,28773,jup_rank_324,,,
325,28774,jup_rank_325,,,
326,28775,jup_rank_326,,,
327,28776,jup_rank_327,,,
328,28777,jup_rank_328,,,
329,28778,jup_rank_329,,,
330,28779,jup_rank_330,,,
331,28780,jup_rank_331,,,
332,28781,jup_rank_332,,,
333,28782,jup_rank_333,,,
334,28783,jup_rank_334,,,
335,28784,jup_rank_335,,,
336,28785,jup_rank_336,,,
337,28786,jup_rank_337,,,
338,28787,jup_rank_338,,,
339,28788,jup_rank_339,,,
340,28789,jup_rank_340,,,
341,28790,jup_rank_341,,,
342,28791,jup_rank_342,,,
343,28792,jup_rank_343,,,
344,28793,jup_rank_344,,,
345,28794,jup_rank_345,,,
346,28795,jup_rank_346,,,
347,28796,jup_rank_347,,,
348,28797,jup_rank_348,,,
349,28798,jup_rank_349,27196|27197|27198|27199|27200|29353|29354|29355|29356|29371,53523,
350,28799,jup_rank_350,,,
351,28800,jup_rank_351,,,
352,28801,jup_rank_352,,,
353,28802,jup_rank_353,,,
354,28803,jup_rank_354,,,
355,28804,jup_rank_355,,,
356,28805,jup_rank_356,,,
357,28806,jup_rank_357,,,
358,28807,jup_rank_358,,,
359,28808,jup_rank_359,,,
360,28809,jup_rank_360,,,
361,28810,jup_rank_361,,,
362,28811,jup_rank_362,,,
363,28812,jup_rank_363,,,
364,28813,jup_rank_364,,,
365,28814,jup_rank_365,,,
366,28815,jup_rank_366,,,
367,28816,jup_rank_367,,,
368,28817,jup_rank_368,,,
369,28818,jup_rank_369,,,
370,28819,jup_rank_370,,,
371,28820,jup_rank_371,,,
372,28821,jup_rank_372,,,
373,28822,jup_rank_373,,,
374,28823,jup_rank_374,,,
375,28824,jup_rank_375,,,
376,28825,jup_rank_376,,,
377,28826,jup_rank_377,,,
378,28827,jup_rank_378,,,
379,28828,jup_rank_379,,,
380,28829,jup_rank_380,,,
381,28830,jup_rank_381,,,
382,28831,jup_rank_382,,,
383,28832,jup_rank_383,,,
384,28833,jup_rank_384,,,
385,28834,jup_rank_385,,,
386,28835,jup_rank_386,,,
387,28836,jup_rank_387,,,
388,28837,jup_rank_388,,,
389,28838,jup_rank_389,,,
390,28839,jup_rank_390,,,
391,28840,jup_rank_391,,,
392,28841,jup_rank_392,,,
393,28842,jup_rank_393,,,
394,28843,jup_rank_394,,,
395,28844,jup_rank_395,,,
396,28845,jup_rank_396,,,
397,28846,jup_rank_397,,,
398,28847,jup_rank_398,,,
399,28848,jup_rank_399,29372|27214|27215|27216|27217|29358|29359|29360|29361|27213,53524,
400,28849,jup_rank_400,,,
401,28850,jup_rank_401,,,
402,28851,jup_rank_402,,,
403,28852,jup_rank_403,,,
404,28853,jup_rank_404,,,
405,28854,jup_rank_405,,,
406,28855,jup_rank_406,,,
407,28856,jup_rank_407,,,
408,28857,jup_rank_408,,,
409,28858,jup_rank_409,,,
