string,string,string,string,string,string
40162,psn,48290,,,
40162,xbl,48291,,,
40162,bnet,48292,,,
40162,steam,48293,,,
40162,msstore,48291,,,
40162,ubi,96021,,,
40170,psn,48290,,,
40170,xbl,48291,,,
40170,bnet,48292,,,
40170,steam,48293,,,
40170,msstore,48291,,,
40170,ubi,96021,,,
40180,psn,48290,,,
40180,xbl,48291,,,
40180,bnet,48292,,,
40180,steam,48293,,,
40180,msstore,48291,,,
40180,ubi,96021,,,
40182,psn,48290,,,
40182,xbl,48291,,,
40182,bnet,48292,,,
40182,steam,48293,,,
40182,msstore,48291,,,
40182,ubi,96021,,,
42509,psn,48290,,,
42509,xbl,48291,,,
42509,bnet,48292,,,
42509,steam,48293,,,
42509,msstore,48291,,,
42509,ubi,96021,,,
40238,psn,48290,,,
40238,xbl,48291,,,
40238,bnet,48292,,,
40238,steam,48293,,,
40238,msstore,48291,,,
40238,ubi,96021,,,
39921,psn,48290,,,
39921,xbl,48291,,,
39921,bnet,48292,,,
39921,steam,48293,,,
39921,msstore,48291,,,
39921,ubi,96021,,,
40416,psn,48290,,,
40416,xbl,48291,,,
40416,bnet,48292,,,
40416,steam,48293,,,
40416,msstore,48291,,,
40416,ubi,96021,,,
40426,psn,48290,,,
40426,xbl,48291,,,
40426,bnet,48292,,,
40426,steam,48293,,,
40426,msstore,48291,,,
40426,ubi,96021,,,
40433,psn,48290,,,
40433,xbl,48291,,,
40433,bnet,48292,,,
40433,steam,48293,,,
40433,msstore,48291,,,
40433,ubi,96021,,,
40442,psn,48290,,,
40442,xbl,48291,,,
40442,bnet,48292,,,
40442,steam,48293,,,
40442,msstore,48291,,,
40442,ubi,96021,,,
42568,psn,48290,,,
42568,xbl,48291,,,
42568,bnet,48292,,,
42568,steam,48293,,,
42568,msstore,48291,,,
42568,ubi,96021,,,
40036,psn,48290,,,
40036,xbl,48291,,,
40036,bnet,48292,,,
40036,steam,48293,,,
40036,msstore,48291,,,
40036,ubi,96021,,,
40443,psn,48290,,,
40443,xbl,48291,,,
40443,bnet,48292,,,
40443,steam,48293,,,
40443,msstore,48291,,,
40443,ubi,96021,,,
39911,psn,48290,,,
39911,xbl,48291,,,
39911,bnet,48292,,,
39911,steam,48293,,,
39911,msstore,48291,,,
39911,ubi,96021,,,
53900,psn,48290,,,
53900,xbl,48291,,,
53900,bnet,48292,,,
53900,steam,48293,,,
53900,msstore,48291,,,
