string,string,string,string,string,string,string,string,string
clip32x32x128,,-2356,298,245.75,270,178.983,-178.983,
clip32x32x128,,-2316,336,245.75,270,178.921,-168.921,
clip32x32x32,,-2454,308,229.75,0,24.9983,0,
clip32x32x32,,-2492,288,229.75,0,24.9983,0,
clip32x32x32,,-2514,276,229.75,0,33.999,0,
clip128x128x8,,-2352,-742,328,270,180,180,
clip128x128x8,,-2352,-786,328,270,180,180,
clip128x128x8,,-2352,-862,306,305,270,89.9995,
player512x512x8,,-1605,1498,347,0,270,90,
player128x128x8,,-1964,-1339,130,270,89.25,129.25,
player128x128x8,,-2048,-1244,158,270,0,-137.3,
player128x128x8,,-2139,-1155,158,270,357.75,-129.35,
player128x128x8,,-2233,-1068,158,270,359.25,-134.15,
player128x128x8,,-2319,-973,158,270,178.55,40.35,
player128x128x8,,-2393,-869,158,270,90.1001,121.5,
player128x128x8,,-2446,-754,158,270,270.2,-72.3999,
player128x128x8,,-2063,-1139,158,270,0,153.799,
player128x128x8,,-2102,-1267,158,270,0,153.799,
player128x128x8,,-2092,-1329,158,270,0,-90,
player128x128x8,,767,1338,475,270,0,-90,
player128x128x8,,895,1338,475,270,0,-90,
player128x128x8,,1023,1338,475,270,0,-90,
player128x128x8,,-939,-828,282,277.4,29.4,-180,
player128x128x8,,-934,-804,408,277.4,29.4,-180,
player64x64x64,,532.75,-1900,249.25,359.888,34.3986,140.905,
player64x64x64,,581.75,-1862.5,250,359.888,40.6099,140.904,
player64x64x64,,630,-1821,250,359.888,40.6099,140.904,
player32x32x128,,-1388.5,-1157,271,0,0,0,
player32x32x128,,-1388.5,-1157,399,0,0,0,
shotblock256x256x8,,656,-91,433,0,270,90,
shotblock128x128x8,,656,101,497,0,270,90,
shotblock128x128x8,,656,101,369,0,270,90,
player256x256x128,,-1760,-1184,304,0,180,-180,
player256x256x128,,-2016,-1184,304,0,180,-180,
player256x256x8,,-2144,-928,224,270,0,0,
player256x256x8,,-2144,-1184,224,270,0,0,
player256x256x8,,-2288,-1072,224,270,0,-90,
