string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,,,,1,0,0
1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,30,,,,1,0,0
2,4,0,0,4,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,9,0,3,15,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
3,10,0,0,10,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,15,0,5,15,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
4,12,0,0,12,0,8,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,3,18,0,5,15,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
5,12,0,0,12,0,8,0,2,2,0,0,0,2,0,0,1,0,0,0,1,0,3,19,0,5,15,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
6,14,0,0,14,0,10,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0,3,24,0,5,15,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
7,14,0,0,14,0,10,0,0,0,0,10,0,0,0,0,1,0,0,0,1,0,3,24,0,7,15,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
8,16,0,0,16,0,6,0,10,0,0,0,0,0,0,1,1,0,0,0,1,0,3,24,0,7,12,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
9,16,0,0,16,0,6,0,10,0,0,0,0,0,0,1,1,0,0,0,1,0,3,24,0,7,12,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
10,16,0,0,16,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,24,0,7,12,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,1,0,0,0,1,0,3,24,0,7,12,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
12,16,0,0,16,0,4,0,4,0,0,4,4,0,0,1,1,0,0,0,1,0,3,24,0,7,12,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
13,16,0,0,16,0,4,0,4,0,0,4,4,0,0,1,1,0,0,0,1,0,3,24,0,7,12,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
14,16,0,0,16,0,4,0,4,0,0,4,4,0,0,1,1,0,0,0,1,0,3,24,0,9,12,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
15,16,0,0,16,0,0,0,0,0,0,0,0,24,0,1,1,1,0,0,1,0,3,24,0,9,12,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
16,10,0,0,10,0,4,0,4,0,0,4,16,0,0,1,1,0,0,0,1,0,3,24,0,9,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
17,10,0,0,10,0,4,0,4,0,0,4,16,0,0,1,1,0,0,0,0,0,3,24,0,9,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,1,0,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
19,10,0,0,10,0,4,0,4,0,0,4,16,0,0,1,1,0,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
20,16,0,0,16,0,12,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
21,16,0,0,16,0,6,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
22,16,0,0,16,0,6,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
23,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,1,0,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
25,16,0,0,16,0,12,0,,0,0,0,0,0,0,1,1,1,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
26,10,0,0,10,0,4,0,4,0,0,4,16,0,0,1,1,0,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
27,10,0,0,10,0,4,0,4,0,0,4,16,0,0,1,1,0,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
28,10,0,0,10,0,4,0,4,0,0,4,16,0,0,1,1,0,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
29,10,0,0,10,0,4,0,4,0,0,4,16,0,0,1,1,0,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,1,1,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,,1,0,0
31,10,0,0,10,0,4,0,4,0,0,4,16,0,0,1,1,0,0,0,0,0,3,24,0,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,31,1,0,0
test,5,0,0,5,0,5,0,5,5,0,5,5,5,0,1,1,1,0,0,0,0,3,24,0,10,10,,,test,1,0,0
exfil_phj,20,0,0,20,0,20,0,1,0,0,20,20,0,1,20,6,0,0,0,1,0,3,24,24,6,10,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,exfil_phj,1,0,0
rooftop_spawners,10,20,0,0,0,0,0,1,0,20,10,0,0,1,0,0,0,0,0,0,0,3,24,4,10,45,,lay_heli_spawn,wave_veh_spawners,rooftop_spawners,1,0,0
airport_spawners,0,20,0,0,20,0,20,1,0,20,20,0,10,1,0,0,0,0,0,0,0,3,10,10,10,30,,,airport_spawners,1,0,0
runway_spawners,0,20,0,0,0,0,0,1,0,20,20,0,0,1,0,0,0,0,0,0,0,3,10,10,10,10,,wave_veh_spawners,cp_donetsk_heli_spawns,runway_spawners,0.2,0,0
gulag_breakout,5,0,0,5,0,5,0,5,5,0,5,0,5,0,0,0,0,0,0,0,0,3,1000,0,5,5,,,gulag_breakout,0.2,0,0
smugg_p1_intro,2,0,0,5,0,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,24,0,20,15,,wave_veh_spawners,cp_donetsk_heli_spawns,ai_ground_veh_spawner,smugg_p1_intro,1.5,0,0
