string,string,string,string,string,string,int
zone,global,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Global,0
zone,loot_cache,mp/loot/br/default/lootset_cache_base.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Special,0
zone,saba_hydro,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_oilfield,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_caves,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_sira,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_lone,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_sunken,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_fishtwn,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_oldtwn,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_fort,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_airport,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_cemetery,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_observatory,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_MtnTwn,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_marshland,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_moderncity,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_wartorn,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_exhume,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_gasstation,mp/loot/br/default/lootset_saba_gasstation.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_blackmarket,mp/loot/br/default/lootset_saba_blackmarket.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_hospital,mp/loot/br/default/lootset_saba_hospital.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_military,mp/loot/br/default/lootset_saba_military.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_industrial,mp/loot/br/default/lootset_saba_industrial.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_policestation,mp/loot/br/default/lootset_saba_policestation.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_embassy,mp/loot/br/default/lootset_saba_embassy.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_bank,mp/loot/br/default/lootset_saba_bank.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_ship,mp/loot/br/default/lootset_saba_ship.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_store,mp/loot/br/default/lootset_saba_store.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_suburbs_13,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_suburbs_14,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_suburbs_01,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_suburbs_02,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_suburbs_04,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_suburbs_05,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_suburbs_07,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_suburbs_09,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_suburbs_11,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_suburbs_08,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
zone,saba_suburbs_06,mp/loot/br/default/lootset_global.csv,mp/loot/br/default/lootset_cache_spawns.csv,,#Zone,0
