string,string,string,string,string,string
inherit,mp/loot/br/delta/zonecontrol/lootset_root.csv,,,,
tagReject,nocache,100,,,
reqAdd,brloot_super_munitionsbox,1,,,# required ammo
reqAdd,weapon&[4],1,1,,# require a tier 4 weapon
reqAdd,,1,,,# any item
reqAdd,brloot_super_personal_redeploy_drone,1,,50,# chance for PRD
reqLimit,brloot_armor_plate,1,1,,# limit plates
reqLimit,ammo,1,1,,
reqLimit,gear,,1,,
reqLimit,brloot_super_personal_redeploy_drone,,1,,#limit to one PRD
reqLimit,brloot_super_munitionsbox,,1,,#limit to one munition box
