string,string,string,string
chr_menu_female_idle_01_AR,0.5,0,idle_blend
chr_menu_female_idle_02_AR,0.25,0,idle_blend
chr_menu_female_intro_01_AR,0.4,0,idle_blend
fe_operator_select_confirm_alice_01,0.4,0,idle_blend
fe_operator_select_confirm_syd_01,0.4,0,idle_blend
fe_operator_select_confirm_domino_01,0.4,0,idle_blend
chr_menu_male_idle_01_AR,0.5,0,idle_blend
fe_operator_select_idle_kruger_01,0.25,0,idle_blend
chr_menu_male_idle_02_AR,0.25,0,idle_blend
fe_operator_select_confirm_default_01,0.4,0,idle_blend
fe_operator_select_confirm_wyatt_01,0.4,0,idle_blend
fe_operator_select_confirm_murphy_01,0.4,0,idle_blend
fe_operator_select_confirm_dday_01,0.4,0,idle_blend
fe_operator_select_confirm_bale_01,0.4,0,idle_blend
fe_operator_select_confirm_otter_01,0.4,0,idle_blend
fe_operator_select_confirm_golem_01,0.4,0,idle_blend
fe_operator_select_confirm_lynch_01,0.4,0,idle_blend
fe_operator_select_confirm_rodion_01,0.4,0,idle_blend
fe_operator_select_confirm_grinch_01,0.4,0,idle_blend
fe_operator_select_confirm_yegor_01,0.4,0,idle_blend
fe_operator_select_confirm_kruger_01,0.4,0,idle_blend
fe_operator_select_confirm_azur_01,0.4,0,idle_blend
fe_operator_select_confirm_zane_01,0.4,0,idle_blend
fe_operator_select_confirm_zane_02,0.4,0,idle_blend
fe_operator_select_confirm_minotavr_01,0.4,0,idle_blend
fe_operator_select_confirm_minotavr_02,0.4,0,idle_blend
fe_operator_select_confirm_otter_02,0.4,0,idle_blend
fe_operator_select_confirm_zedra_01,0.4,0,idle_blend
fe_operator_select_confirm_nikto_01,0.4,,idle_blend
fe_operator_select_confirm_ghost_01,0.4,0,idle_blend
fe_operator_select_confirm_crowfoot_01,0.4,0,idle_blend
fe_operator_select_confirm_mace_01,0.4,,idle_blend
fe_operator_select_confirm_alex_01,0.4,,idle_blend
fe_operator_select_confirm_ronin_01,0.4,,idle_blend
fe_operator_select_confirm_iskra_01,0.4,,idle_blend
fe_operator_select_confirm_kyle_01,0.4,,idle_blend
fe_operator_select_confirm_price_01,0.4,,idle_blend
fe_operator_select_confirm_roze_01,0.4,,idle_blend
fe_operator_select_confirm_lerch_01,0.4,,idle_blend
fe_operator_select_confirm_kotus_01,0.4,,idle_blend
fe_operator_select_confirm_woods_01,0.4,0,idle_blend
fe_operator_select_confirm_morte_01,0.4,0,idle_blend
fe_operator_select_confirm_farah_01,0.4,0,idle_blend
fe_operator_select_confirm_nikolai_01,0.4,0,idle_blend
chr_menu_edit_male_idle_01,0.35,0,idle_blend
chr_menu_edit_male_idle_02,0.35,0,idle_blend
chr_menu_edit_male_idle_03,0.35,0,idle_blend
chr_menu_edit_male_idle_04,0.35,0,idle_blend
chr_menu_edit_male_turn_l_01,0.3,0,turn_blend
chr_menu_edit_male_turn_l_02,0.3,0,turn_blend
chr_menu_edit_male_turn_l_03,0.3,0,turn_blend
chr_menu_edit_male_turn_l_04,0.3,0,turn_blend
chr_menu_edit_male_turn_r_01,0.3,0,turn_blend
chr_menu_edit_male_turn_r_02,0.3,0,turn_blend
chr_menu_edit_male_turn_r_03,0.3,0,turn_blend
chr_menu_edit_male_turn_r_04,0.3,0,turn_blend
chr_menu_edit_female_idle_01,0.35,0,idle_blend
chr_menu_edit_female_idle_02,0.35,0,idle_blend
chr_menu_edit_female_idle_03,0.35,0,idle_blend
chr_menu_edit_female_idle_04,0.35,0,idle_blend
chr_menu_edit_female_turn_l_01,0.3,0,turn_blend
chr_menu_edit_female_turn_l_02,0.3,0,turn_blend
chr_menu_edit_female_turn_l_03,0.3,0,turn_blend
chr_menu_edit_female_turn_l_04,0.3,0,turn_blend
chr_menu_edit_female_turn_r_01,0.3,0,turn_blend
chr_menu_edit_female_turn_r_02,0.3,0,turn_blend
chr_menu_edit_female_turn_r_03,0.3,0,turn_blend
chr_menu_edit_female_turn_r_04,0.3,0,turn_blend
fe_op_crib_male_01_idle_01,0.4,0,idle_blend
fe_op_crib_female_01_idle_01,0.4,0,idle_blend
