string,string,string,string,string,string,string,string,string
TestCircle,0,0,0,0,0,0,BRMapItemColor.mapItemColor_0,no_Image
Jumper_Br,0,0,0,0,0,0,BRMapItemColor.mapItemColor_0,ui_mp_br_infil_squad_icon_base
JumpMaster_Br,1,0,0,0,0,1,BRMapItemColor.mapItemColor_0,ui_mp_br_splash_mission_obj_scavengerhunt_pro
ScavengerHunt_Br,2,0,0,0,0,0,BRMapItemColor.mapItemColor_4,ui_mp_br_ping_icon_assassin_tablet
Assassination_Br,3,0,1,1,0,0,BRMapItemColor.mapItemColor_14,ui_mp_br_ping_icon_cash
LootLeaderTop_Plunder,5,0,1,0,0,0,BRMapItemColor.mapItemColor_1_brCircle,ui_mp_br_ping_icon_plunder_leader
LootLeader_Plunder,4,0,1,0,0,0,BRMapItemColor.mapItemColor_1_brCircle,ui_mp_br_ping_icon_juggernaut
Expired_LootLeaderTop_Plunder,5,1,1,0,0,0,BRMapItemColor.mapItemColor_1_brCircle,ui_mp_br_pinned_minimap_icon_x1_04
Explore_Fortress_Dmz,8,0,1,0,0,0,BRMapItemColor.mapItemColor_4,ui_map_icon_obj_fortress
Elimination_Dmz,0,0,1,0,0,0,BRMapItemColor.mapItemColor_4,ui_map_icon_obj_assassin
Safe_Defend_Dmz,10,0,1,0,0,0,BRMapItemColor.mapItemColor_4,ui_map_icon_obj_defend
Expired_LootLeader_Plunder,4,1,1,0,0,0,BRMapItemColor.mapItemColor_1_brCircle,ui_map_icon_obj_rescue
Juggernaut_Br,6,1,0,1,1,0,BRMapItemColor.mapItemColor_11,ui_map_icon_cash_drop
SafeCracker_Br,7,0,1,1,0,0,BRMapItemColor.mapItemColor_4,
Risk_Plate_Br,2,1,0,0,0,0,BRMapItemColor.mapItemColor_8,
Exhume_Jugg_Cp,2,1,0,0,0,0,BRMapItemColor.mapItemColor_13_mission,
Mission_Aj_Cp,2,1,0,0,0,0,BRMapItemColor.mapItemColor_13_mission,
Bad_Situation_Cp,0,2,0,0,0,0,BRMapItemColor.mapItemColor_13_mission,no_Image
Radio_Tower_Cp,0,1,0,0,0,0,BRMapItemColor.mapItemColor_13_mission,
Collect_Dmz,3,0,1,1,0,0,Global.keyColorDark,
Explore_Dmz,0,0,0,0,0,0,Global.keyColorDark,
Sandbox_Br,0,0,0,0,0,0,BRMapItemColor.mapItemColor_11,
PeekCircle_Br,0,0,0,0,0,0,BRMapItemColor.mapItemColor_4,
Collection_Br,0,0,0,0,0,0,BRMapItemColor.mapItemColor_1_brCircle,
Prop_Br,0,0,0,0,0,0,BRMapItemColor.mapItemColor_4,
Prop_Circle_Br,0,0,0,0,0,0,BRMapItemColor.mapItemColor_1_brCircle,
Risk_Circle_allies,0,0,0,0,0,0,BRMapItemColor.mapItemColor_8,
Risk_Circle_axis,0,0,0,0,0,0,BRMapItemColor.mapItemColor_1,
Risk_Circle_team_three,0,0,0,0,0,0,BRMapItemColor.mapItemColor_2,
Risk_Circle_team_four,0,0,0,0,0,0,BRMapItemColor.mapItemColor_6,
Risk_Circle_defcon,0,0,0,0,0,0,BRMapItemColor.mapItemColor_0,
Hostage_Dmz,0,0,0,0,0,0,Global.keyColorDark,
Boss_Dmz,0,0,1,0,0,0,BRMapItemColor.mapItemColor_1_brCircle,
SupplyDrop_Dmz,12,0,0,0,0,0,BRMapItemColor.mapItemColor_4,
Radiation_Dmz,0,0,1,0,0,0,BRMapItemColor.mapItemColor_11,
DogTagObj_Dmz,0,0,0,0,0,0,BRMapItemColor.mapItemColor_1,
Dataheist_Br,10,0,1,1,0,0,BRMapItemColor.mapItemColor_4,
Defender_Cp,0,0,1,1,1,0,BRMapItemColor.mapItemColor_8,
