string,string
airdrop,airdrop_jup
airdrop_escort,airdrop_escort_jup
airdrop_multiple,airdrop_multiple_jup
assault_drone,assault_drone_jup
auto_drone,auto_drone_jup
bp_cod_points,jup_bp_cod_points
bunker_buster,bunker_buster_jup
challenges,jup_challenges
chopper_gunner,chopper_gunner_jup
chopper_support,chopper_support_jup
circle_peek,circle_peek_jup
cluster_spike,cluster_spike_jup
cod_points_id,jup_cod_points_id
counter_uav,counter_uav_jup
create_a_class,jup_create_a_class
cruise_predator,cruise_predator_jup
directional_uav,directional_uav_jup
dmz_exfil_streak,jup_dmz_exfil_streak
drone_swarm,drone_swarm_jup
emp,emp_jup
emp_drone,emp_drone_jup
equip_adrenaline,equip_adrenaline_jup
equip_adrenalinebr,equip_adrenalinebr_jup
equip_advanced_supply_drop,equip_advanced_supply_drop_jup
equip_advanced_vehicle_drop,equip_advanced_vehicle_drop_jup
equip_aether_blade,equip_aether_blade_jup
equip_aethercounter,equip_aethercounter_jup
equip_armor_onehanded,equip_armor_onehanded_jup
equip_armor_onehanded_quick,equip_armor_onehanded_jup_quick
equip_armorbox,equip_armorbox_jup
equip_armorplate,equip_armorplate_jup
equip_ascender,equip_ascender_cp_jup
equip_at_mine,equip_at_mine_jup
equip_balloon,equip_balloon_jup
equip_bandages,equip_bandages_jup
equip_battlerage,equip_battlerage_jup
equip_binoculars,equip_binoculars_jup
equip_black_box,equip_black_box_jup
equip_blackhole_bomb,equip_blackhole_bomb_jup
equip_blastshieldbox,equip_blastshieldbox_jup
equip_bottle,equip_bottle_jup
equip_breacher_drone,equip_breacher_drone_jup
equip_bunkerbuster,equip_bunkerbuster_jup
equip_butterfly_mine,equip_butterfly_mine_jup
equip_c4,equip_c4_jup
equip_capturebot,equip_capturebot_jup
equip_claymore,equip_claymore_jup
equip_commscrambler,equip_commscrambler_jup
equip_concussion,equip_concussion_jup
equip_deadsilence,equip_deadsilence_jup
equip_decon_station,equip_decon_station_jup
equip_decoy,equip_decoy_jup
equip_deployable_kiosk_drop,equip_deployable_kiosk_drop_jup
equip_deployed_decoy,equip_deployed_decoy_jup
equip_emp,equip_emp_jup
equip_empdrone,equip_empdrone_jup
equip_emppulse,equip_emppulse_jup
equip_evg,equip_evg_jup
equip_extract,equip_extract_jup
equip_firstaid,equip_firstaid_jup
equip_flash,equip_flash_jup
equip_frag,equip_frag_jup
equip_gas_grenade,equip_gas_grenade_jup
equip_geigercounter,equip_geigercounter_jup
equip_hackable_bomb,equip_hackable_bomb_jup
equip_hb_sensor,equip_hb_sensor_jup
equip_inhibitor,equip_inhibitor_jup
equip_iodine_pills,equip_iodine_pills_jup
equip_medbox,equip_medbox_jup
equip_molotov,equip_molotov_jup
equip_monkey_bomb,equip_monkey_bomb_jup
equip_munitionsbox,equip_munitionsbox_jup
equip_nvg,equip_nvg_jup
equip_oxygenmask,equip_oxygenmask_jup
equip_pball,equip_pball_jup
equip_personal_redeploy_drone,equip_personal_redeploy_drone_jup
equip_phone,equip_phone_jup
equip_radardrone,equip_radardrone_jup
equip_recondrone,equip_recondrone_jup
equip_reinforcement_flare,equip_reinforcement_flare_jup
equip_rfid,equip_rfid_jup
equip_rock,equip_rock_jup
equip_scramblerdrone,equip_scrambledrone_jup
equip_semtex,equip_semtex_jup
equip_shieldturret,equip_shieldturret_jup
equip_shockstick,equip_shockstick_jup
equip_smoke,equip_smoke_jup
equip_snapshot_grenade,equip_snapshot_grenade_jup
equip_snowball,equip_snowball_jup
equip_sonar_pulse,equip_sonar_pulse_jup
equip_sound_veil,equip_sound_veil_jup
equip_stimpistol,equip_stimpistol_jup
equip_stoppingpower,equip_stoppingpower_jup
equip_super_aether_shroud,equip_super_aether_shroud_jup
equip_super_energy_mine,equip_super_energy_mine_jup
equip_super_frenzied_guard,equip_super_frenzied_guard_jup
equip_super_frost_blast,equip_super_frost_blast_jup
equip_super_healing_aura,equip_super_healing_aura_jup
equip_super_tesla_storm,equip_super_tesla_storm_jup
equip_suppression_rounds,equip_suppression_rounds_jup
equip_tac_cover,equip_tac_cover_jup
equip_tac_insert,equip_tac_insert_jup
equip_tacticalcamera,equip_tacticalcamera_jup
equip_thermite,equip_thermite_jup
equip_thermobaric_grenade,equip_thermobaric_grenade_jup
equip_throwing_knife,equip_throwing_knife_jup
equip_throwstar,equip_throwstar_jup
equip_tracker_grenade,equip_tracker_grenade_jup
equip_trophy,equip_trophy_jup
equip_weapondrop,equip_weapondrop_jup
equip_zombie_ranged_attack,equip_zombie_ranged_attack_jup
faction_black_mous,jup_faction_black_mous
faction_black_mous_s2,jup_faction_black_mous_s2
faction_crown_s2,jup_faction_crown_s2
faction_legion,jup_faction_legion
faction_legion_s2,jup_faction_legion_s2
faction_ob_act1,faction_jup_ob_act1
faction_ob_act2,faction_jup_ob_act2
faction_ob_act3,faction_jup_ob_act3
faction_white_lotus,jup_faction_white_lotus
faction_white_lotus_s2,jup_faction_white_lotus_s2
flc_slot_helmet_1,jup_flc_slot_helmet_1
flc_slot_helmet_2,jup_flc_slot_helmet_2
flc_slot_lethal_2,jup_flc_slot_lethal_2
flc_slot_molle_1,jup_flc_slot_molle_1
flc_slot_molle_2,jup_flc_slot_molle_2
