string,string,string
chance,munition,100
item,brloot_munition_ammo,30
item,brloot_munition_grenade_launcher,0
item,brloot_munition_armor,25
item,brloot_munition_thermite_launcher,0
item,brloot_munition_grenade_crate,25
item,brloot_munition_precision_airstrike,10
item,brloot_munition_cruise_missile,10
item,brloot_munition_turret,10
item,brloot_munition_trophysystem,10
item,brloot_munition_deployable_cover,10
item,brloot_munition_cluster_strike,10
item,brloot_munition_juggernaut,1
item,brloot_munition_auto_drone,1
item,brloot_munition_chopper_gunner,1
item,brloot_munition_manual_turret,1
item,brloot_munition_scout_drone,1
item,brloot_munition_sentry,1
item,brloot_munition_assault_drone,1
item,brloot_munition_ac130,1
item,brloot_munition_uav,1
item,brloot_munition_switchblade_drone,1
item,brloot_munition_hover_jet,1
item,brloot_munition_jup_chopper_gunner,1
item,brloot_munition_jup_sentry,1
item,brloot_munition_jup_assault_drone,1
item,brloot_munition_jup_gunship,1
item,brloot_munition_jup_auto_drone,1
item,brloot_munition_jup_cruise_missile,10
item,brloot_munition_jup_hover_jet,1
item,brloot_munition_jup_juggernaut,1
item,brloot_munition_jup_precision_airstrike,10
item,brloot_munition_jup_uav,1
item,brloot_munition_jup_cluster_strike,10
item,brloot_munition_jup_switchblade_drone,1
item,brloot_munition_jup_lrad,1
item,brloot_munition_jup_loitering_munition,1
item,brloot_munition_jup_ims,1
item,brloot_munition_jup_missile_turret,1
