string,string,string,string
0,0,1900,1900
1,1900,2200,4100
2,4100,2500,6600
3,6600,2800,9400
4,9400,2800,12200
5,12200,2800,15000
6,15000,2800,17800
7,17800,2800,20600
8,20600,2800,23400
9,23400,2800,26200
10,26200,2800,29000
11,29000,2800,31800
12,31800,2800,34600
13,34600,2800,37400
14,37400,2800,40200
15,40200,2800,43000
16,43000,2800,45800
17,45800,2800,48600
18,48600,2800,51400
19,51400,2800,54200
20,54200,2800,57000
21,57000,2800,59800
22,59800,2800,62600
23,62600,2800,65400
24,65400,2800,68200
25,68200,2800,71000
26,71000,2800,73800
27,73800,2800,76600
28,76600,2800,79400
29,79400,2800,82200
30,82200,2800,85000
31,85000,2800,87800
32,87800,2800,90600
33,90600,2800,93400
34,93400,2800,96200
35,96200,2800,99000
36,99000,2800,101800
37,101800,2800,104600
38,104600,2800,107400
39,107400,2800,110200
40,110200,2800,113000
41,113000,2800,115800
42,115800,2800,118600
43,118600,2800,121400
44,121400,2800,124200
45,124200,2800,127000
46,127000,2800,129800
47,129800,2800,132600
48,132600,2800,135400
49,135400,2800,138200
50,138200,2800,141000
51,141000,2800,143800
52,143800,2800,146600
53,146600,2800,149400
54,149400,2800,152200
55,152200,2800,155000
56,155000,2800,157800
57,157800,2800,160600
58,160600,2800,163400
59,163400,2800,166200
60,166200,2800,169000
61,169000,2800,171800
62,171800,2800,174600
63,174600,2800,177400
64,177400,2800,180200
65,180200,2800,183000
66,183000,2800,185800
67,185800,2800,188600
68,188600,2800,191400
69,191400,2800,194200
70,194200,2800,197000
71,197000,2800,199800
72,199800,2800,202600
73,202600,2800,205400
74,205400,2800,208200
75,208200,2800,211000
76,211000,2800,213800
77,213800,2800,216600
78,216600,2800,219400
79,219400,2800,222200
80,222200,2800,225000
81,225000,2800,227800
82,227800,2800,230600
83,230600,2800,233400
84,233400,2800,236200
85,236200,2800,239000
86,239000,2800,241800
87,241800,2800,244600
88,244600,2800,247400
89,247400,2800,250200
90,250200,2800,253000
91,253000,2800,255800
92,255800,2800,258600
93,258600,2800,261400
94,261400,2800,264200
95,264200,2800,267000
96,267000,2800,269800
97,269800,2800,272600
98,272600,2800,275400
99,275400,2800,278200
100,278200,2800,281000
