string,string,string
mp_br_mechanics,mp_infil_br_mechanics_ending_chopper_tr,mp_infil_br_mechanics_ending_chopper2_tr
mp_747_dev,mp_infil_br_mechanics_ending_chopper_tr,
mp_donetsk,mp_infil_br_donetsk_ending_chopper_tr,
mp_donetsk2,mp_infil_br_donetsk2_ending_chopper_tr,
mp_don3,mp_infil_br_don3_ending_chopper_tr,
mp_don3_mobile,mp_infil_br_don3_ending_chopper_tr,
mp_br_quarry,mp_infil_br_quarry_ending_chopper_tr,
mp_kstenod,mp_infil_br_kstenod_ending_chopper_tr,
mp_escape2,mp_infil_br_escape2_ending_chopper_tr,
mp_escape3,mp_infil_br_escape2_ending_chopper_tr,
mp_saba,mp_infil_br_saba_ending_chopper_tr,mp_infil_br_saba_ending_chopper2_tr
