string,string,string,string,string,string,string,string,string
default,j_head,j_head,j_spine4,j_head,gib_dismember_head,FALSE,vfx/iw9/core/weapons/impacts/vfx_dismemberment_head_cap,vfx/iw9/core/weapons/impacts/vfx_imp_flesh_fatal_head_med_dismb
default,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_dismember_leg,FALSE,vfx/iw9/core/weapons/impacts/vfx_dismemberment_left_leg_cap,vfx/iw9/core/weapons/impacts/vfx_dismemberment_leg_blood
default,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_dismember_leg,FALSE,vfx/iw9/core/weapons/impacts/vfx_dismemberment_right_leg_cap,vfx/iw9/core/weapons/impacts/vfx_dismemberment_leg_ri_blood
default,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_dismember_arm,FALSE,vfx/iw9/core/weapons/impacts/vfx_dismemberment_left_arm_cap,vfx/iw9/core/weapons/impacts/vfx_dismemberment_arm_left_blood
default,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_dismember_arm,FALSE,vfx/iw9/core/weapons/impacts/vfx_dismemberment_right_arm_cap,vfx/iw9/core/weapons/impacts/vfx_dismemberment_arm_right_blood
cryo,j_head,j_head,j_spine4,j_head,gib_cthulhu_head,FALSE,vfx/iw9/core/weapons/impacts/vfx_dismemberment_head_cap,vfx/iw9/core/weapons/impacts/vfx_imp_flesh_fatal_head_med_dismb
cryo,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_cthulhu_leg,FALSE,vfx/iw9/core/weapons/impacts/vfx_dismemberment_left_leg_cap,vfx/iw9/core/weapons/impacts/vfx_dismemberment_leg_blood
cryo,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_cthulhu_leg,FALSE,vfx/iw9/core/weapons/impacts/vfx_dismemberment_right_leg_cap,vfx/iw9/core/weapons/impacts/vfx_dismemberment_leg_ri_blood
cryo,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_cthulhu_arm,FALSE,vfx/iw9/core/weapons/impacts/vfx_dismemberment_left_arm_cap,vfx/iw9/core/weapons/impacts/vfx_dismemberment_arm_left_blood
cryo,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_cthulhu_arm,FALSE,vfx/iw9/core/weapons/impacts/vfx_dismemberment_right_arm_cap,vfx/iw9/core/weapons/impacts/vfx_dismemberment_arm_right_blood
gold,j_head,j_head,j_spine4,j_head,gib_dismember_head,FALSE,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_head_cap,vfx/iw8/weap/_impact/flesh/vfx_imp_flesh_fatal_head_med_dismb
gold,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_dismember_leg,FALSE,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_leg_blood_mp
gold,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_dismember_leg,FALSE,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_leg_ri_blood_mp
gold,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_dismember_arm,FALSE,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_left_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_arm_left_blood_mp
gold,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_dismember_arm,FALSE,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_right_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_arm_right_blood_mp
shadow,j_head,j_head,j_spine4,j_head,gib_shadow_head,FALSE,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_head_cap,vfx/iw8/weap/_impact/flesh/vfx_imp_flesh_fatal_head_med_dismb
shadow,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_shadow_leg,FALSE,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_leg_blood_mp
shadow,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_shadow_leg,FALSE,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_leg_ri_blood_mp
