string,string,string,string,string,string,int
zone,global,mp/loot/br/delta/resurgence/lootset_global.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Global,0
zone,loot_cache,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Special,0
zone,delta_station,mp/loot/br/delta/resurgence/lootset_station.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_cityhall,mp/loot/br/delta/resurgence/lootset_cityhall.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_library,mp/loot/br/delta/resurgence/lootset_library.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_firestation,mp/loot/br/delta/resurgence/lootset_firestation.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_policestation,mp/loot/br/delta/resurgence/lootset_policestation.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_zoo,mp/loot/br/delta/resurgence/lootset_zoo.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_cemetary,mp/loot/br/delta/resurgence/lootset_global.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_castle,mp/loot/br/delta/resurgence/lootset_castle.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns_poi.csv,,#Zone,0
zone,delta_museum,mp/loot/br/delta/resurgence/lootset_museum.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns_poi.csv,,#Zone,0
zone,delta_terminal,mp/loot/br/delta/resurgence/lootset_terminal.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_nemo,mp/loot/br/delta/resurgence/lootset_museum.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_shoppingcenter,mp/loot/br/delta/resurgence/lootset_shoppingcenter.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_stadium,mp/loot/br/delta/resurgence/lootset_stadium.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_fleamarket,mp/loot/br/delta/resurgence/lootset_fleamarket.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns_poi.csv,,#Zone,0
zone,delta_floatinghouses,mp/loot/br/delta/resurgence/lootset_global.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_windmill,mp/loot/br/delta/resurgence/lootset_global.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_marina,mp/loot/br/delta/resurgence/lootset_global.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse1,mp/loot/br/delta/resurgence/lootset_global.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse2,mp/loot/br/delta/resurgence/lootset_global.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse3,mp/loot/br/delta/resurgence/lootset_global.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse4,mp/loot/br/delta/resurgence/lootset_global.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse5,mp/loot/br/delta/resurgence/lootset_global.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse6,mp/loot/br/delta/resurgence/lootset_global.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse7,mp/loot/br/delta/resurgence/lootset_global.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,delta_crashsite,mp/loot/br/delta/resurgence/lootset_crashsite.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns_crashsite.csv,,#Zone,0
zone,delta_paintball,mp/loot/br/delta/resurgence/lootset_paintball.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns_paintball.csv,,#Zone,0
zone,delta_gasstation,mp/loot/br/delta/resurgence/lootset_gasstation.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
zone,brloot_ghosthunter_ghost,mp/loot/br/ghosthunter/lootset_ghost_zone.csv,mp/loot/br/delta/resurgence/lootset_cache_spawns.csv,,#Zone,0
itemCache,br_loot_cache,mp/loot/br/delta/resurgence/lootset_cache_base.csv,,,50,0
itemCache,br_loot_cache_lege,mp/loot/br/delta/resurgence/lootset_cache_lege.csv,,,50,0
itemCache,br_loot_cache_personal_supply,mp/loot/br/delta/resurgence/lootset_cache_personal_supply.csv,,,50,0
itemCache,br_reusable_loot_cache,mp/loot/br/delta/resurgence/lootset_reusable_cache.csv,,,50,0
itemCache,br_scavenger_quest_cache,mp/loot/br/delta/resurgence/lootset_contract_scav1.csv,mp/loot/br/delta/resurgence/lootset_contract_scav2.csv,mp/loot/br/delta/resurgence/lootset_contract_scav3.csv,20,0
itemCache,dmz_supply_drop,mp/loot/br/delta/resurgence/lootset_supply_drop.csv,,,20,0
itemCache,brloot_assassination_phone,mp/loot/br/delta/resurgence/lootset_contract_asn.csv,,,20,0
itemCache,brloot_scavenger_phone,mp/loot/br/delta/resurgence/lootset_contract_scav1.csv,mp/loot/br/delta/resurgence/lootset_contract_scav2.csv,mp/loot/br/delta/resurgence/lootset_contract_scav3.csv,20,0
itemCache,brloot_vip_phone,mp/loot/br/delta/resurgence/lootset_contract_asn.csv,,,20,0
itemCache,brloot_timedrun_phone,mp/loot/br/delta/resurgence/lootset_contract_asn.csv,,,20,0
itemCache,brloot_safecracker_phone,mp/loot/br/delta/resurgence/lootset_contract_safe1.csv,,,20,0
itemCache,brloot_searchseizure_phone,mp/loot/br/delta/resurgence/lootset_contract_asn.csv,,,20,0
itemCache,cache_medicine_cabinet,mp/loot/br/delta/resurgence/lootset_cache_medicine_cabinet.csv,,,25,0
itemCache,cache_cash_register,mp/loot/br/delta/resurgence/lootset_cache_cash_register.csv,,,25,0
