string,string,string,string,string,string,string,string,string
shotblock128x128x8,,-170.5,-602,67,90,90,90, Fix for painting that falls down IW9-899201
shotblock128x128x8,,-172,-606,175,90,90,90, Fix for painting that falls down IW9-899201
shotblock8x8x256,,-167,-634,-80,0,0,0, Fix for painting that falls down IW9-899201
nosight128x128x8,,-1008,394,242,0,90,-90,fix missing clip
nosight128x128x8,,-1008,522,242,0,90,-90,fix missing no sight clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1012,590,178,0,89.9995,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight128x128x8,,-1002.5,360,148,0,90,-90,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight128x128x8,,-1002.5,232,148,0,90,-90,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight128x128x8,,-1002.5,104,148,0,90,-90,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1006.5,120,176,0,90,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1006.5,112,176,0,90,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1006.5,104,176,0,90,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1006.5,96,176,0,90,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1006.5,88,176,0,90,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1006.5,80,176,0,90,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1006.5,72,176,0,90,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1066,36,176,0,0,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1074,36,176,0,0,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1082,36,176,0,0,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1090,36,176,0,0,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1098,36,176,0,0,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1106,36,176,0,0,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1114,36,176,0,0,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1010.5,36,206.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1010.5,36,198.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1010.5,36,190.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1010.5,36,182.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1010.5,36,174.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1010.5,36,166.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1010.5,36,158.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1138,36,206.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1138,36,198.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1138,36,190.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1138,36,182.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1138,36,174.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1138,36,166.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight8x8x256,,-1138,36,158.5,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight128x128x8,,-1312,40,72,90,270,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811985
nosight128x128x8,,-1298,88,72,90,270,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811985
nosight128x128x8,,-1328,88,72,90,270,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811985
nosight128x128x8,,-1174,328,72,90,270,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811985
nosight128x128x8,,2257.5,-566.5,20,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight128x128x8,,2153.5,-566.5,20,90,180,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
clip8x8x256,,-1804,-1452,8,0,0,0,fix missing clip https://dev.activision.com/jira/browse/IW9-811997
nosight128x128x8,,-856,-480,-16,270,0,0,fix for explosive damage
nosight256x256x8,,1056,-704,8,270,0,-90,fix for explosive damage
nosight256x256x8,,1200,-704,8,270,0,-90,fix for explosive damage
nosight8x8x256,,-1334,48,122,0,0,0,fix for third person camera clipping https://dev.activision.com/jira/browse/IW9-913800
clip64x64x64,,-1634,-2976,296,355,0,0,fix for potential exploit https://dev.activision.com/jira/browse/IW9-912706
clip64x64x64,,688,-1592,98,0,0,-9,fix for potential exploit 3rd person camera https://dev.activision.com/jira/browse/IW9-908627
item512x512x8,,-240,-1542,-90,2,1.82,51.93,fix for potential exploit taccam https://dev.activision.com/jira/browse/IW9-909779
item512x512x8,,-1127,-794,-172,4,89.31,51.90,fix for potential exploit taccam https://dev.activision.com/jira/browse/IW9-913893
clip512x512x8,,1270,-338,354,75,0,0,fix for potential exploit on boards https://dev.activision.com/jira/browse/IW9-913798
