string,string,string,string,string,string,string,string,string
clip64x64x64,,32212.3,37022.5,1734,0,67.1776,0,cruce supperterrain stuck spot between tree and rock IW9-523673
clip32x32x32,,25715.5,35580.5,1632,0,350.445,0,west stores ground trash can IW9-529759
clip128x128x8,,21092.3,24191.5,1623.5,0,348.68,0,sideroad concrete missing collision IW9-531285
clip128x128x8,,21113.9,24311.3,1623.5,0,349.68,0,
clip256x256x128,,19171.8,16759.3,1682,39.8662,4.45931,-9.91494,Rock missing near raills collision IW9-533187
clip256x256x128,,19114.6,16973.4,1689,40.0009,33.9338,9.25279,
clip128x128x128,,19146.5,17192.5,1671.75,320.923,33.9762,5.32519,
clip128x128x128,,19087,17270.8,1678.75,320.923,33.9762,5.32519,
clip128x128x128,,19106.8,17155,1753.5,294.708,28.3073,9.92299,
clip64x64x256,,19131.5,16761.8,1819.5,270,234.77,54.7689,
clip64x64x256,,19110,17058.3,1820.5,285.677,27.621,-55.0104,
clip64x64x256,,19264.5,16759.6,1763.75,313.984,199.535,85.2004,
clip128x128x128,,19189.8,17068,1713.25,306.166,31.6678,7.01191,
clip128x128x256,,29938.5,27491,1535.25,297.405,260.465,98.3448,rock missing collision IW9-521828
clip64x64x128,,29568.5,27504.3,1512.25,335.965,248.565,-71.7923,
clip64x64x128,,29922.5,27447.4,1556.5,308.252,258.08,-80.9881,
clip64x64x64,,30975.3,23761.3,1429.75,0,0,0,rock 01 from IW9-524095
clip64x64x64,,30944.9,23761.2,1416.75,335.154,0,0,
clip256x256x128,,31751.5,24617,1676.75,336.231,32.3569,-50.7752,rock 02 from IW9-524095
clip128x128x128,,31686,24775.8,1586,346.249,37.0911,33.4078,
clip128x128x128,,31208,25628.5,1242.25,18.7002,0,0,rock 03 from IW9-524095
clip64x64x64,,31220.8,25598.3,1370.25,19.4947,0,0,
clip128x128x8,,27583.5,24231,1671,354.7,353.214,-19.0167,rock from IW9-534231
clip32x32x32,,19389,19411.8,1764.75,0,344.332,0,airfilter missing coll. IW9-525436
