string,string,string,string,string,string,string,string,string
biolabs_main,orphan,3,5,6,2,1,0,ru
biolabs_main,lv1GarageHallway,30,30,30,2,1,0,ru
biolabs_main,lv1Restroom,1,2,2,2,1,1,ru
biolabs_main,lv1TransitionRoom,2,3,3,3,1,0,ru
biolabs_main,lv1NorthRoom,0,0,0,2,0,0,ru
biolabs_main,lv1DataCenter,4,0,4,3,1,0,ru
biolabs_main,lv1SouthRoomA,0,0,0,2,0,0,ru
biolabs_main,lv1SouthRoomB,0,0,0,3,0,0,ru
biolabs_main,lv1GeneratorRoom,4,4,4,3,1,0,ru
biolabs_main,lv2Hallway,30,30,30,2,1,0,ru
biolabs_main,lv2FileCabinets,4,4,4,3,1,0,ru
biolabs_main,lv2Gym,3,3,3,2,1,2,ru
biolabs_main,lv2Restaurant,3,3,3,2,1,1,ru
biolabs_main,lv2AdditionalOffices,2,2,3,3,1,2,ru
biolabs_main,lv2OfficeStorage,3,4,4,3,1,1,ru
biolabs_main,lv2Office,2,2,3,3,1,1,ru
biolabs_main,lv3Hallway,30,30,30,2,1,0,ru
biolabs_main,lv3Hospital,5,7,7,3,1,3,ru
biolabs_main,lv3ColdStorageLab,3,3,4,3,1,2,ru
biolabs_main,lv3SecurityStorageLab,3,0,3,3,1,0,ru
biolabs_main,lv3BioAutomationLab,3,3,4,3,1,1,ru
biolabs_main,lv3ArmoryRoom,4,0,4,3,1,0,ru
biolabs_main,lv3SideLab,4,0,4,3,1,0,ru
biolabs_main,stairwell,0,0,0,2,0,0,ru
