string,string,string,string,string,string,string,string,string
clip32x32x32,,		5029,	-6745.25,	92,	0,	0,	0,		https://dev.activision.com/jira/browse/IW9-845402
clip32x32x32,,		381.5,	-4984.25,	142,	0,	13.341,	0,		https://dev.activision.com/jira/browse/IW9-843538
clip64x64x128,,		7358.500,	-8472.000,	196.500,	0,	338.488,	0,		https://dev.activision.com/jira/browse/IW9-844088
clip64x64x128,,		7181.500,	-8132.000,	250.500,	0,	334.388,	0,		https://dev.activision.com/jira/browse/IW9-844088
clip128x128x8,,		7240.500,	-8200.000,	301.500,	0,	329.600,	-90.000,		https://dev.activision.com/jira/browse/IW9-844088
clip128x128x8,,		7350.500,	-8265.000,	301.500,	0,	329.600,	-90.000,		https://dev.activision.com/jira/browse/IW9-844088
clip128x128x8,,		7459.500,	-8329.000,	301.500,	0,	329.600,	-90.000,		https://dev.activision.com/jira/browse/IW9-844088
missile64x64x128,,		6606.500,	-8489.000,	83,			270,	56,		-42, 	https://dev.activision.com/jira/browse/IW9-845828
missile64x64x128,,		6469.500,	-8525.000,	83,			270,	56,		-42,	https://dev.activision.com/jira/browse/IW9-845828
missile64x64x128,,		6339.500,	-8559.000,	83,			270,	56,		-42,	https://dev.activision.com/jira/browse/IW9-845828
clip32x32x32,,		5181.110,	-5705.964,	140.994,	270.039,	104.398,	-88.799,		https://dev.activision.com/jira/browse/IW9-845615
clip32x32x32,,		5184.000,	-5715.000,	141.000,	270.039,	104.398,	-88.799,		https://dev.activision.com/jira/browse/IW9-845615
clip32x32x32,,		5171.110,	-5687.960,	140.994,	270.039,	104.398,	-88.799,		https://dev.activision.com/jira/browse/IW9-845615
clip32x32x32,,		5516.040,	-8000.110,	207.994,	270.039,	14.398,	-88.799,		https://dev.activision.com/jira/browse/IW9-845232
clip128x128x8,,		5108.890,	-5665.040,	294.994,	270.039,	284.398,	-90.000,		https://dev.activision.com/jira/browse/IW9-844438
clip128x128x8,,		5108.890,	-5665.040,	173.994,	270.039,	284.398,	-90.000,		https://dev.activision.com/jira/browse/IW9-844438
missile128x128x8,,		4890.000,	-6738.000,	131.000,	0,	15.000,	90.000,		https://dev.activision.com/jira/browse/IW9-845144
clip128x128x8,,		5433.000,	-7793.000,	137.000,	90.000,	133.543,	116.641,		https://dev.activision.com/jira/browse/IW9-853819
clip128x128x8,,		4426.000,	-5531.000,	212.000,	270.000,	0,	15.598,		https://dev.activision.com/jira/browse/IW9-853840
player32x32x256,,		6271.000,	-9083.000,	147.000,	0,	285.000,	0,		https://dev.activision.com/jira/browse/IW9-854833
clip64x64x64,,		5239.000,	-6501.000,	211.000,	0,	13.200,	0,		
