string,string,string,string,string,string,string,string,string
clip128x128x8,,-28756,-20376,1000,270,0,0,Fix for Sira_Gw Mall Windows lacking collision Part 1
clip128x128x8,,-28756,-20376,916,270,0,0,Fix for Sira_Gw Mall Windows lacking collision Part 2
clip128x128x8,,-26266,-22536,964,270,0,0,Fix for Sira_Gw Mall Windows lacking collision Part 3
clip128x128x8,,-26266,-22536,880,270,0,0,Fix for Sira_Gw Mall Windows lacking collision Part 4
player128x128x8,,-35788,-23318,256,270,0,-73.1997,Sira wall lacking collision Offices Part 1
player128x128x8,,-35786,-23325,269,270,323.8,-36.1996,Sira wall lacking collision Offices Part 2
vehicle8x8x256,,-32814,-23357,364,270,0,19.6274,Sira veh fix for apartment build 1
vehicle8x8x256,,-32814,-23357,356,270,0,19.6274,Sira veh fix for apartment build 2
vehicle8x8x256,,-32418,-20242,372,270,0,19.6274,Sira veh fix for apartment build 3
vehicle8x8x256,,-32418,-20242,364,270,0,19.6274,Sira veh fix for apartment build 4
vehicle8x8x256,,-33182,-21813,383,270,180.5,-159.161,Sira veh fix for apartment build 5
vehicle8x8x256,,-33182,-21813,375,270,180.5,-159.161,Sira veh fix for apartment build 6
vehicle8x8x256,,-37050,-23191,381,270,0,20.0998,Sira veh fix for apartment build 7
vehicle8x8x256,,-37050,-23191,373,270,0,20.0998,Sira veh fix for apartment build 8
player32x32x128,,-30923,-22500,400,0,19.0431,0,Fix for Main Street refrigerator portaling 
player128x128x8,,-32834,-19628,258,359.354,22.9452,9.2766,Fix for prone portaling near Soccer Stadium IW9-809427 Part 1
player128x128x8,,-32719,-19579,254,359.354,22.9452,9.2766,Fix for prone portaling near Soccer Stadium IW9-809427 Part 2
player32x32x128,,-28384,-21656,328,0,0,0,Fix for bad portaling in Sira Mall stairwell IW9-812464
player128x128x8,,-32828,-23028,328,3.60E+02,287.999,-89.9998,Fix for portaling Sira Apartment 1
player128x128x8,,-32810,-23082,328,3.60E+02,287.999,-89.9998,Fix for portaling Sira Apartment 2
player128x128x8,,-32653,-20658,336,3.60E+02,287.999,-89.9998,Fix for portaling Sira Apartment 3
player128x128x8,,-32671,-20604,336,3.60E+02,287.999,-89.9998,Fix for portaling Sira Apartment 4
