string,string,string,string,string,string,string,string,string,string,string
loadoutName,CLASS/CLASS1,CLASS/CLASS2,CLASS/CLASS3,CLASS/CLASS4,CLASS/CLASS5,CLASS/CLASS6,CLASS/CLASS7,CLASS/CLASS8,CLASS/CLASS9,CLASS/CLASS10
loadoutPrimary,iw9_ar_mike4,iw9_ar_scharlie,iw9_sm_mpapa5,iw9_sm_aviktor,iw9_sm_mpapa5,iw9_ar_mike4,iw9_ar_scharlie,iw9_sm_mpapa5,iw9_sm_aviktor,iw9_ar_mike4
loadoutPrimaryAttachment1,bar_ar_longhvy_p01_mike4,comp_ar_03,grip_angled12,grip_angled11,grip_angled12,silencer06_ar,silencer02_ar,bar_sm_light_p02,bar_sm_long_p04,silencer06_ar
loadoutPrimaryAttachment2,comp_ar_06_p01,grip_vertshort03,holo01,laserbox_ads02,holo01,hybrid01,fourx02,iw9_minireddot01_tall,laserbox_hip04,hybrid01
loadoutPrimaryAttachment3,grip_angled12,holo04,pgrip_sm_ass_p02,reflex08_tall,pgrip_sm_ass_p02,mag_ar_large_p01,stock_ar_heavy_p05_scharlie,pgrip_sm_ass_p02,stockno_sm_p04_aviktor,mag_ar_large_p01
loadoutPrimaryAttachment4,none,none,none,none,none,grip_vert02,pgrip_ass_p05,grip_angled09,grip_vert01,grip_vert02
loadoutPrimaryAttachment5,none,none,none,none,none,none,none,none,none,none
loadoutPrimaryCamo,none,none,none,none,none,none,none,none,none,none
loadoutPrimaryReticle,none,none,none,none,none,none,none,none,none,none
loadoutSecondary,iw9_sn_mromeo,iw9_sn_limax,iw9_pi_golf17,iw9_pi_papa220,iw9_la_rpapa7,iw9_pi_golf17,iw9_pi_papa220,iw9_sn_mromeo,iw9_sn_limax,iw9_la_rpapa7
loadoutSecondaryAttachment1,bar_sn_long_p21,ammo_50b_db,bar_pi_heavy_p24,mag_pi_large_p27,none,comp_pi_05,mag_pi_large_p27,comp_dm_05,silencer02_sn,none
loadoutSecondaryAttachment2,bolt_hvy_p21,bar_sn_heavy_p22,comp_pi_04,pgrip_ass_p27,none,trigger_hair_p24,pgrip_ass_p27,fourx06,arscope_nvgvz01,none
loadoutSecondaryAttachment3,pgrip_tac_p21,flash_sn_02,trigger_heavy_p24,silencer02_pi,none,laserpstl_hip02,silencer02_pi,bolt_lgt_p21,grip_angled05,none
loadoutSecondaryAttachment4,none,none,none,none,none,mag_pi_xlarge_p24,none,ammo_300nm_ap,ammo_50b_he,none
loadoutSecondaryAttachment5,none,none,none,none,none,none,none,none,none,none
loadoutSecondaryCamo,none,none,none,none,none,none,none,none,none,none
loadoutSecondaryReticle,none,none,none,none,none,none,none,none,none,none
loadoutEquipmentPrimary,equip_frag,equip_molotov,equip_semtex,equip_thermite,equip_frag,equip_molotov,equip_semtex,equip_thermite,equip_frag,equip_molotov
loadoutExtraPowerPrimary,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
loadoutEquipmentSecondary,equip_adrenaline,equip_concussion,equip_flash,equip_snapshot_grenade,equip_shockstick,equip_adrenaline,equip_concussion,equip_flash,equip_snapshot_grenade,equip_shockstick
loadoutExtraPowerSecondary,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
loadoutPerk1,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutPerk2,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutPerk3,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutExtraPerk1,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutExtraPerk2,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutExtraPerk3,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutOverkill,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
