string,string,string,string,string,string,int
zone,global,mp/loot/br/delta/zxp/lootset_global.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Global,0
zone,loot_cache,mp/loot/br/delta/zxp/lootset_cache_base.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Special,0
zone,delta_station,mp/loot/br/delta/zxp/lootset_station.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Zone,0
zone,delta_cityhall,mp/loot/br/delta/zxp/lootset_cityhall.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Zone,0
zone,delta_library,mp/loot/br/delta/zxp/lootset_library.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Zone,0
zone,delta_firestation,mp/loot/br/delta/zxp/lootset_firestation.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Zone,0
zone,delta_policestation,mp/loot/br/delta/zxp/lootset_policestation.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Zone,0
zone,delta_zoo,mp/loot/br/delta/zxp/lootset_zoo.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Zone,0
zone,delta_cemetary,mp/loot/br/delta/zxp/lootset_cemetary.csv,mp/loot/br/delta/zxp/lootset_cache_spawns_poi.csv,,#Zone,0
zone,delta_castle,mp/loot/br/delta/zxp/lootset_castle.csv,mp/loot/br/delta/zxp/lootset_cache_spawns_poi.csv,,#Zone,0
zone,delta_museum,mp/loot/br/delta/zxp/lootset_museum.csv,mp/loot/br/delta/zxp/lootset_cache_spawns_poi.csv,,#Zone,0
zone,delta_terminal,mp/loot/br/delta/zxp/lootset_terminal.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Zone,0
zone,delta_nemo,mp/loot/br/delta/zxp/lootset_museum.csv,mp/loot/br/delta/zxp/lootset_cache_spawns_poi.csv,,#Zone,0
zone,delta_shoppingcenter,mp/loot/br/delta/zxp/lootset_shoppingcenter.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Zone,0
zone,delta_stadium,mp/loot/br/delta/zxp/lootset_stadium.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Zone,0
zone,delta_fleamarket,mp/loot/br/delta/zxp/lootset_fleamarket.csv,mp/loot/br/delta/zxp/lootset_cache_spawns_poi.csv,,#Zone,0
zone,delta_floatinghouses,mp/loot/br/delta/zxp/lootset_global.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Zone,0
zone,delta_windmill,mp/loot/br/delta/zxp/lootset_global.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Zone,0
zone,delta_marina,mp/loot/br/delta/zxp/lootset_global.csv,mp/loot/br/delta/zxp/lootset_cache_spawns.csv,,#Zone,0
zone,delta_crashsite,mp/loot/br/delta/zxp/lootset_crashsite.csv,mp/loot/br/delta/zxp/lootset_cache_spawns_crashsite.csv,,#Zone,0
