string,string,string,string,string,string,string
shadow_ar_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
shadow_smg_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
shadow_sg_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
shadow_lg_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
shadow_dmr_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
bravos_sas_a_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
bravos_sas_b_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
bravos_sas_c_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
bravos_sas_d_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
fender_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
kilgore_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
calisto_eastern,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
hutch_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
chili_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
chili_western_wendingo,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
stiletto_eastern,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
kpop_eastern,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
gus_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
zimo_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
kleo_western,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
nova_eastern,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
price_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
ghost_western,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
