string,string,string,string,string,string,string,string,string
clip128x128x8,,710,-1448,1044,82,180,-180,Address issue IW9-895703
missile64x64x64,,2856,418,912,0,60,0,Addresses issue IW9-895030
player256x256x8,,129,-861,972,0,270,90,Addresses issue IW9-895284
player256x256x8,,129,-790,972,0,270,90,Addresses issue IW9-895284
missile128x128x8,,2238,291,1139,90,0,0,Addresses issue IW9-891099
nosight8x8x256,,1920,304,868,0,90,0,Addresses issue IW9-891099
clip512x1024x64,,3480,-528,816,0,180,0,Address issue IW9-902861
clip512x1024x64,,3992,-16,816,0,180,0,Address issue IW9-902861
nosight128x128x8,,52,266,1052,90,0,0,Address issue IW9-902861
player256x256x128,,2976,1960,1212,0,90,5,Address issue IW9-922501
player256x256x128,,2976,1880,1212,0,90,5,Address issue IW9-922501
