string,string,string,string,string,string,string,string,string
clip128x128x8,,-2064,1209,96,0,180,90,Fix for flag missing collision part 1
clip128x128x8,,-2064,1479,96,0,180,90,Fix for flag missing collision part 2
clip32x32x32,,-1368,488,192,0,0,0,Fix for blue clubhouse divider expoit 1
clip32x32x32,,-1400,488,192,0,0,0,Fix for blue clubhouse divider expoit 2
clip32x32x32,,-1432,488,192,0,0,0,Fix for blue clubhouse divider expoit 3
player128x128x8,,-1994,1584,178,270,0,-90,Fix for top of yellow clubhouse exploit 1
player256x256x256,,-1936,1712,216,0,0,0,Fix for top of yellow clubhouse exploit 2
player256x256x256,,-1680,1712,216,0,0,0,Fix for top of yellow clubhouse exploit 3
player256x256x256,,-1556,1888,206,0,0,0,Fix for top of yellow clubhouse exploit 4
player128x128x256,,-1488,1648,216,0,0,0,Fix for top of yellow clubhouse exploit 5
player128x128x256,,-1394,1648,216,0,0,0,Fix for top of yellow clubhouse exploit 6
player128x128x256,,-1394,1698,216,0,0,0,Fix for top of yellow clubhouse exploit 7
player128x128x256,,-1488,1698,216,0,0,0,Fix for top of yellow clubhouse exploit 8
player256x256x256,,-1134,-1836,192,0,0,0,Fix for top of coastal ferris wheel building 1
player256x256x256,,-1198,-1836,192,0,0,0,Fix for top of coastal ferris wheel building 2
player512x2048x64,,818,2056,552,270,0,0,Fix for OOB track exploit 1
player512x2048x64,,754,2056,552,270,0,0,Fix for OOB track exploit 2
player512x2048x64,,818,24,552,270,0,0,Fix for OOB track exploit 3
player512x2048x64,,754,24,552,270,0,0,Fix for OOB track exploit 4
player512x2048x64,,818,-512,552,270,0,0,Fix for OOB track exploit 5
player512x2048x64,,754,-512,552,270,0,0,Fix for OOB track exploit 6
player32x32x256,,724.581,503.889,303.46,360,360,1.12E-05,Fix for OOB track exploit 7
player32x32x256,,724.581,503.889,557.46,360,360,1.12E-05,Fix for OOB track exploit 8
player512x512x8,,158,1256,466,270,0,-90,Fix for shotgun garage exploit 1
player512x512x8,,420,1008,466,270,0,0,Fix for shotgun garage exploit 2
player512x512x8,,420,800,466,270,0,0,Fix for shotgun garage exploit 3
player512x512x8,,158,544,466,270,0,-90,Fix for shotgun garage exploit 4
player512x512x8,,8,1480,456,270,0,-90,Fix for deployable cover access road exploiot 1
player512x512x8,,-58,1750,456,3.42E-05,90,-90,Fix for deployable cover access road exploiot 2
player512x512x8,,42,2016,456,270,0,-90,Fix for deployable cover access road exploiot 3
player256x256x128,,-820,1750,252,3.42E-05,90,-90,Fix for souvenir booth exploit potential 1
player256x256x128,,-828,1766,252,3.42E-05,90,-90,Fix for souvenir booth exploit potential 2
player256x256x256,,-117.066,-2351.188,280,0,136,0,Exploit pass for high building coverage 1
player256x256x256,,-175.066,-2395.19,280,0,136,0,Exploit pass for high building coverage 2
player256x256x256,,-966,-1420,264,0,180,0,Exploit pass for high building coverage 3
player256x256x256,,150,-1508,278,0,180,0,Exploit pass for high building coverage 4
player512x1024x64,,-1050,-18,468,270,0,0.000990377,Exploit pass for high building coverage 5
player512x1024x64,,-1050,994,468,270,0,0.000990377,Exploit pass for high building coverage 6
player512x1024x64,,-964,2530,506,270,0,0.000990377,Exploit pass for high building coverage 7
player512x1024x64,,316.137,310.038,471.082,270,0,0.000990377,Exploit pass for high building coverage 8
player512x1024x64,,263.137,2530,498.549,270,0,0.000990377,Exploit pass for high building coverage 9
player256x256x256,,-986,-1216,264,0,180,0,Exploit pass for high building coverage 10
player256x256x256,,-626,-1174,264,0,180,0,Exploit pass for high building coverage 11
player256x256x256,,-808,-1174,264,0,180,0,Exploit pass for high building coverage 12
player128x128x128,,64,-1258,288,0,180,0,Exploit pass for high building coverage 13
player128x128x128,,138,-1258,288,0,180,0,Exploit pass for high building coverage 14
player128x128x128,,64,-1258,174,0,180,0,Exploit pass for high building coverage 15
player128x128x128,,138,-1258,174,0,180,0,Exploit pass for high building coverage 16
player256x256x8,,-360,-1236,354,270,233.276,-143.275,Exploit pass for high building coverage 17
player256x256x8,,-108,-1236,354,270,233.276,-143.275,Exploit pass for high building coverage 18
player256x256x8,,128,-1236,354,270,233.276,-143.275,Exploit pass for high building coverage 19
player256x256x8,,250,-1114,354,270,0,0.000990377,Exploit pass for high building coverage 20
player256x256x8,,250,-996,354,270,0,0.000990377,Exploit pass for high building coverage 21
player256x256x8,,120,-876,354,270,0,-89.999,Exploit pass for high building coverage 22
player256x256x256,,-594,-576,208,0,180,0,Exploit pass for high building coverage 23
player256x256x256,,-708,-576,208,0,180,0,Exploit pass for high building coverage 24
player256x256x256,,-944,-576,208,0,180,0,Exploit pass for high building coverage 25
player256x256x256,,-2052,728,204,0,270,0,Exploit pass for high building coverage 26
player256x256x256,,-1924,502,204,0,270,0,Exploit pass for high building coverage 27
player256x256x256,,-1924,472,204,0,270,0,Exploit pass for high building coverage 28
player256x256x256,,-2052,252,202,0,270,0,Exploit pass for high building coverage 29
player256x256x256,,-1820,54,208,0,180,0,Exploit pass for high building coverage 30
player256x256x256,,-1680,56,208,0,180,0,Exploit pass for high building coverage 31
player64x64x128,,112,-160,152,0,270,-90,Blocking exploit for interior garages 1
player64x64x128,,-16,-160,152,0,270,-90,Blocking exploit for interior garages 2
player64x64x128,,-48,-160,152,0,270,-90,Blocking exploit for interior garages 3
player64x64x128,,112,1160,152,0,270,-90,Blocking exploit for interior garages 4
player64x64x128,,-16,1160,152,0,270,-90,Blocking exploit for interior garages 5
player64x64x128,,-48,1160,152,0,270,-90,Blocking exploit for interior garages 6
shotblock128x128x8,shotblock128x128x8,-1064,448,60,270,0,-90,Blocking exploit for bullets middle 1
shotblock128x128x8,shotblock128x128x8,-1112,448,60,270,0,-90,Blocking exploit for bullets middle 2
shotblock128x128x8,shotblock128x128x8,-1112,552,60,270,0,-90,Blocking exploit for bullets middle 3
shotblock128x128x8,shotblock128x128x8,-1064,552,60,270,0,-90,Blocking exploit for bullets middle 4
shotblock64x64x128,shotblock64x64x128,-1090,520,124,0,360,-180,Blocking exploit for bullets middle 5
shotblock64x64x128,shotblock64x64x128,-1090,488,124,0,360,-180,Blocking exploit for bullets middle 6
shotblock128x128x8,shotblock128x128x8,-1145,-313,29,0,0,-90,Shotblock for concrete barrier near middle path 1
shotblock128x128x8,shotblock128x128x8,-1136,-313,29,0,0,-90,Shotblock for concrete barrier near middle path 2
shotblock128x128x8,shotblock128x128x8,-1209,-249,29,0,270,-90,Shotblock for concrete barrier near middle path 3
shotblock128x128x8,shotblock128x128x8,-1209,-249,29,0,270,-90,Shotblock for concrete barrier near middle path 4
shotblock128x128x8,shotblock128x128x8,-1145,-193,29,0,0,-90,Shotblock for concrete barrier near middle path 5
shotblock128x128x8,shotblock128x128x8,-1136,-193,29,0,0,-90,Shotblock for concrete barrier near middle path 6
shotblock128x128x8,shotblock128x128x8,-513,196,63,270,0,-90,Shotblock garages fix 1
shotblock128x128x8,shotblock128x128x8,-513,918,63,270,0,-90,Shotblock garages fix 2
shotblock8x8x256,shotblock8x8x256,-201,1141,128,0.398186,89.9993,180,Shotblock garages fix 3
shotblock8x8x256,shotblock8x8x256,-201,1149,128,0.398186,89.9993,-180,Shotblock garages fix 4
shotblock8x8x256,shotblock8x8x256,-201,1155,128,0.398186,89.9993,180,Shotblock garages fix 5
shotblock8x8x256,shotblock8x8x256,-201,1163,128,0.398186,89.9993,180,Shotblock garages fix 6
shotblock8x8x256,shotblock8x8x256,-201,1171,128,0.398186,89.9993,180,Shotblock garages fix 7
shotblock8x8x256,shotblock8x8x256,-201,1179,128,0.398186,89.9993,-180,Shotblock garages fix 8
shotblock32x32x128,shotblock32x32x128,190,840,0,0,0,0,Shotblock garages fix additional 1
shotblock32x32x128,shotblock32x32x128,220,840,0,0,0,0,Shotblock garages fix additional 2
shotblock32x32x128,shotblock32x32x128,224,840,0,0,0,0,Shotblock garages fix additional 3
shotblock32x32x128,shotblock32x32x128,190,152,0,0,0,0,Shotblock garages fix additional 4
shotblock32x32x128,shotblock32x32x128,220,152,0,0,0,0,Shotblock garages fix additional 5
shotblock32x32x128,shotblock32x32x128,224,152,0,0,0,0,Shotblock garages fix additional 6
player256x256x8,,-506,-1438,314,270,0,0,Blocking the exploit via care packages on the van near blima 1
player256x256x8,,-506,-1182,314,270,0,0,Blocking the exploit via care packages on the van near blima 2
item64x64x64,,-2163,-1867.5,144,0,341.35,0,Item clip to block tac cam in ferris wall 1
item64x64x64,,-2163,-1867.5,96,0,341.35,0,Item clip to block tac cam in ferris wall 2
missile64x64x64,,-2163,-1867.5,144,0,341.35,0,Missile clip to block equipment  in ferris wall 1
missile64x64x64,,-2163,-1867.5,96,0,341.35,0,Missile clip to block equipment  in ferris wall 2
player128x128x8,,-2021,3024,150,0,270,-90,Fix for yellow building near van spawn exploit part 1
player128x128x8,,-445,-120,192,270,0,0,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 1
player128x128x8,,-445,8,192,270,0,0,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 2
player128x128x8,,-445,136,192,270,0,0,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 3
player128x128x8,,-509,198,192,270,0,-90,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 4
player128x128x8,,-509,798,192,270,0,-90,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 5
player128x128x8,,-445,864,192,270,0,0,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 6
player128x128x8,,-445,992,192,270,0,0,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 7
player128x128x8,,-445,1120,192,270,0,0,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 8
player32x32x128,,-215,-149,254,0,360,-180,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 9
player32x32x128,,-248,-149,254,0,360,-180,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 10
player32x32x128,,-280,-149,254,0,360,-180,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 11
player32x32x128,,-215,-166,254,0,360,-180,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 12
player32x32x128,,-248,-166,254,0,360,-180,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 13
player32x32x128,,-280,-166,254,0,360,-180,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 14
player32x32x128,,-213,1151,254,0,360,-180,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 15
player32x32x128,,-246,1151,254,0,360,-180,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 16
player32x32x128,,-278,1151,254,0,360,-180,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 17
player32x32x128,,-213,1168,254,0,360,-180,Fix for garage exploit on top of larger blue clubhouse side cubbies Part 18
