string,string,string,string,string,string,string
choose,1,,,,,# Castle
zone,castle_hotzone_01,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,castle_hotzone_03,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,castle_hotzone_04,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,castle_hotzone_06,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
choose,3,,,,,# Port
zone,port_hotzone_01,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,port_hotzone_02,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,port_hotzone_03,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,port_hotzone_04,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,port_hotzone_05,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,port_hotzone_06,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,port_hotzone_07,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,port_hotzone_08,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,port_hotzone_09,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
choose,1,,,,,# Port
zone,port_cargoship,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
choose,1,,,,,#Beach Club
zone,beachclub_hotzone_02,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
choose,1,,,,,#Town
zone,town_hotzone_07,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,town_hotzone_06,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,town_hotzone_10,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
choose,1,,,,,#Town
zone,town_hotzone_11,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
choose,1,,,,,#Greenhouse
zone,greenhouse_hotzone_01,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,greenhouse_hotzone_02,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,greenhouse_hotzone_03,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,greenhouse_hotzone_04,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,greenhouse_hotzone_05,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
choose,1,,,,,#Apartments
zone,apartments_hotzone_01,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,apartments_hotzone_02,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
choose,1,,,,,#Power Plant
zone,powerplant_hotzone_02,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
choose,1,,,,,#Residential
zone,residential_hotzone_02,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,residential_hotzone_03,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
zone,residential_hotzone_06,fortress,mp/loot/br/dmz/lootset_hotzone.csv,mp/loot/br/dmz/lootset_cache_spawns_hotzone.csv,,#Zone
