string,string,string,string,string,string,int
zone,global,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Global,0
zone,loot_cache,mp/loot/br/delta/dmz/lootset_cache_base.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Special,0
zone,delta_station,mp/loot/br/delta/dmz/lootset_station.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_cityhall,mp/loot/br/delta/dmz/lootset_cityhall.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_library,mp/loot/br/delta/dmz/lootset_library.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_firestation,mp/loot/br/delta/dmz/lootset_firestation.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_policestation,mp/loot/br/delta/dmz/lootset_policestation.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_zoo,mp/loot/br/delta/dmz/lootset_zoo.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_cemetary,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_castle,mp/loot/br/delta/dmz/lootset_castle.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_museum,mp/loot/br/delta/dmz/lootset_museum.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_terminal,mp/loot/br/delta/dmz/lootset_terminal.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_nemo,mp/loot/br/delta/dmz/lootset_museum.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_shoppingcenter,mp/loot/br/delta/dmz/lootset_shoppingcenter.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_stadium,mp/loot/br/delta/dmz/lootset_stadium.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_fleamarket,mp/loot/br/delta/dmz/lootset_fleamarket.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_floatinghouses,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_marina,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse1,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse2,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse3,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse4,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse5,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse6,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_townhouse7,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_gasstation,mp/loot/br/delta/dmz/lootset_gasstation.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_castlesuburbs,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_aquarium,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_crashsite,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_paintball,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,delta_windmill,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_small,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_medium,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_large,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_hero,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,building_1,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,building_2,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_building_01,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_building_02,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_building_03,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_building_04,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_building_05,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_building_06,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_building_07,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_building_08,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_building_09,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_building_10,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fortress_building_11,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,castle_hotzone_greenhouse,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,castle_hotzone_stables,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,castle_hotzone_castle,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,cityhall_hotzone_01,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,floatinghouses_hotzone_01,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,floatinghouses_hotzone_02,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,cruiseterminal_hotzone_01,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,firestation_hotzone_01,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,fleamarket_hotzone_01,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,library_hotzone_shops,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,marina_hotzone_01,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,moderntheater_hotzone_01,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,trainstation_hotzone_01,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
zone,zoo_hotzone_animalcare,mp/loot/br/delta/dmz/lootset_global.csv,mp/loot/br/delta/dmz/lootset_cache_spawns.csv,,#Zone,0
