string,string,string,string,string,string,string,string,string,string,string
iw9_ar_mike16,optic|mike16_optics,extra|mike16_extras,backpiece|mike16_backpieces,reargrip|mike16_reargrips,magazine|mike16_magazines,gunperk|mike16_gunperks,undermount|mike16_undermounts,muzzle|mike16_muzzles,frontpiece|mike16_frontpieces,
iw9_lm_foxtrot,optic|foxtrot_optics,extra|foxtrot_extras,backpiece|foxtrot_backpieces,reargrip|foxtrot_reargrips,magazine|foxtrot_magazines,gunperk|foxtrot_gunperks,undermount|foxtrot_undermounts,muzzle|foxtrot_muzzles,frontpiece|foxtrot_frontpieces,
iw9_br_msecho,optic|msecho_optics,extra|msecho_extras,backpiece|msecho_backpieces,reargrip|msecho_reargrips,magazine|msecho_magazines,gunperk|msecho_gunperks,undermount|msecho_undermounts,muzzle|msecho_muzzles,frontpiece|msecho_frontpieces,
iw9_sm_alpha57,optic|alpha57_optics,extra|alpha57_extras,backpiece|alpha57_backpieces,reargrip|alpha57_reargrips,gunperk|alpha57_gunperks,undermount|alpha57_undermounts,muzzle|alpha57_muzzles,frontpiece|alpha57_frontpieces,,
iw9_dm_pgolf1,optic|pgolf1_optics,extra|pgolf1_extras,backpiece|pgolf1_backpieces,reargrip|pgolf1_reargrips,magazine|pgolf1_magazines,gunperk|pgolf1_gunperks,undermount|pgolf1_undermounts,muzzle|pgolf1_muzzles,frontpiece|pgolf1_frontpieces,
iw9_lm_kilo21,optic|kilo21_optics,extra|kilo21_extras,backpiece|kilo21_backpieces,reargrip|kilo21_reargrips,magazine|kilo21_magazines,gunperk|kilo21_gunperks,undermount|kilo21_undermounts,muzzle|kilo21_muzzles,frontpiece|kilo21_frontpieces,
iw9_ar_kilo53,optic|kilo53_optics,extra|kilo53_extras,backpiece|kilo53_backpieces,reargrip|kilo53_reargrips,magazine|kilo53_magazines,gunperk|kilo53_gunperks,undermount|kilo53_undermounts,muzzle|kilo53_muzzles,frontpiece|kilo53_frontpieces,
iw9_sm_mpapa5,optic|mpapa5_optics,extra|mpapa5_extras,backpiece|mpapa5_backpieces,reargrip|mpapa5_reargrips,magazine|mpapa5_magazines,gunperk|mpapa5_gunperks,undermount|mpapa5_undermounts,muzzle|mpapa5_muzzles,frontpiece|mpapa5_frontpieces,
iw9_ar_golf3,optic|golf3_optics,extra|golf3_extras,backpiece|golf3_backpieces,reargrip|golf3_reargrips,magazine|golf3_magazines,gunperk|golf3_gunperks,undermount|golf3_undermounts,muzzle|golf3_muzzles,frontpiece|golf3_frontpieces,
iw9_ar_mike4,optic|mike4_optics,extra|mike4_extras,backpiece|mike4_backpieces,reargrip|mike4_reargrips,magazine|mike4_magazines,gunperk|mike4_gunperks,undermount|mike4_undermounts,muzzle|mike4_muzzles,frontpiece|mike4_frontpieces,
iw9_ar_augolf,optic|augolf_optics,extra|augolf_extras,backpiece|augolf_backpieces,reargrip|augolf_reargrips,magazine|augolf_magazines,gunperk|augolf_gunperks,undermount|augolf_undermounts,muzzle|augolf_muzzles,frontpiece|augolf_frontpieces,comb|augolf_combs
iw9_sm_apapa,optic|apapa_optics,extra|apapa_extras,backpiece|apapa_backpieces,reargrip|apapa_reargrips,magazine|apapa_magazines,gunperk|apapa_gunperks,muzzle|apapa_muzzles,frontpiece|apapa_frontpieces,comb|apapa_combs,
iw9_lm_ahotel,optic|ahotel_optics,extra|ahotel_extras,backpiece|ahotel_backpieces,reargrip|ahotel_reargrips,magazine|ahotel_magazines,gunperk|ahotel_gunperks,undermount|ahotel_undermounts,muzzle|ahotel_muzzles,frontpiece|ahotel_frontpieces,comb|ahotel_combs
iw9_ar_akilo,optic|akilo_optics,extra|akilo_extras,backpiece|akilo_backpieces,reargrip|akilo_reargrips,magazine|akilo_magazines,gunperk|akilo_gunperks,undermount|akilo_undermounts,muzzle|akilo_muzzles,frontpiece|akilo_frontpieces,
iw9_ar_akilo105,optic|akilo105_optics,extra|akilo105_extras,backpiece|akilo105_backpieces,reargrip|akilo105_reargrips,magazine|akilo105_magazines,gunperk|akilo105_gunperks,undermount|akilo105_undermounts,muzzle|akilo105_muzzles,frontpiece|akilo105_frontpieces,
iw9_ar_akilo74,optic|akilo74_optics,extra|akilo74_extras,backpiece|akilo74_backpieces,reargrip|akilo74_reargrips,magazine|akilo74_magazines,gunperk|akilo74_gunperks,undermount|akilo74_undermounts,muzzle|akilo74_muzzles,frontpiece|akilo74_frontpieces,
iw9_sm_aviktor,optic|aviktor_optics,extra|aviktor_extras,backpiece|aviktor_backpieces,reargrip|aviktor_reargrips,magazine|aviktor_magazines,gunperk|aviktor_gunperks,undermount|aviktor_undermounts,muzzle|aviktor_muzzles,frontpiece|aviktor_frontpieces,
iw9_sm_beta,optic|beta_optics,extra|beta_extras,backpiece|beta_backpieces,reargrip|beta_reargrips,magazine|beta_magazines,gunperk|beta_gunperks,undermount|beta_undermounts,muzzle|beta_muzzles,frontpiece|beta_frontpieces,
iw9_lm_rkilo,optic|rkilo_optics,extra|rkilo_extras,backpiece|rkilo_backpieces,reargrip|rkilo_reargrips,magazine|rkilo_magazines,gunperk|rkilo_gunperks,undermount|rkilo_undermounts,muzzle|rkilo_muzzles,frontpiece|rkilo_frontpieces,
iw9_ar_scharlie,optic|scharlie_optics,extra|scharlie_extras,backpiece|scharlie_backpieces,reargrip|scharlie_reargrips,magazine|scharlie_magazines,gunperk|scharlie_gunperks,undermount|scharlie_undermounts,muzzle|scharlie_muzzles,frontpiece|scharlie_frontpieces,
iw9_ar_schotel,optic|schotel_optics,extra|schotel_extras,backpiece|schotel_backpieces,reargrip|schotel_reargrips,magazine|schotel_magazines,gunperk|schotel_gunperks,undermount|schotel_undermounts,muzzle|schotel_muzzles,frontpiece|schotel_frontpieces,
iw9_dm_scromeo,optic|scromeo_optics,extra|scromeo_extras,backpiece|scromeo_backpieces,reargrip|scromeo_reargrips,magazine|scromeo_magazines,gunperk|scromeo_gunperks,undermount|scromeo_undermounts,muzzle|scromeo_muzzles,frontpiece|scromeo_frontpieces,
iw9_sm_papa90,optic|papa90_optics,extra|papa90_extras,backpiece|papa90_backpieces,reargrip|papa90_reargrips,rail|papa90_rails,gunperk|papa90_gunperks,undermount|papa90_undermounts,muzzle|papa90_muzzles,frontpiece|papa90_frontpieces,comb|papa90_combs
