string,string,string,string,string,string,string,string,string
clip32x32x128	,,13012,-38732,3576,0,350,0,Fixes Tree stump missing collision
clip32x32x128,,11380,-38446,3648,0,350,,Fixes Tree stump missing collision
nosight128x128x8,,12738,-36404,3758,0,60,90,Fixes nosight on window
nosight128x128x8,,12626,-36598,3758,0,60,90,Fixes nosight on window
clip256x256x8,,12137,-37689,3894,0,329.94,0,Fixes Ceilign not having collision
clip256x256x8,,12357,-37817,3894,0,329.94,0,Fixes Ceilign not having collision
clip256x256x8,,12561,-37933,3894,0,329.94,0,Fixes Ceilign not having collision
clip256x256x8,,12313,-37901,3894,0,329.94,0,Fixes Ceilign not having collision
clip256x256x8,,12517,-38017,3894,0,329.94,0,Fixes Ceilign not having collision
missile256x256x8,,12137,-37689,3894,0,329.94,0,Fixes Ceilign not having collision
missile256x256x8,,12357,-37817,3894,0,329.94,0,Fixes Ceilign not having collision
missile256x256x8,,12561,-37933,3894,0,329.94,0,Fixes Ceilign not having collision
missile256x256x8,,12313,-37901,3894,0,329.94,0,Fixes Ceilign not having collision
missile256x256x8,,12313,-37901,3894,0,329.94,0,Fixes Ceilign not having collision
nosight128x128x8,,12220,-37574,3894,0,325,90,Fixes Ceilign not having collision
nosight128x128x8,,12220,-37574,3768,0,325,90,Fixes Ceilign not having collision
clip128x128x8,,13404,-37028,3636,0,330,90,Fixes Ceilign not having collision
clip128x128x8,,13352,-37000,3636,0,330,90,Fixes Ceilign not having collision
nosight32x32x32,,12742,-34566,3470,0,62.35,0,Fixes mount edge causing players to clip into geo
shotblock256x256x8,shotblock256x256x8,13656,-36464,3692,90,0,-60,Adds shotblock to major walls in the level
shotblock256x256x8,shotblock256x256x8,13488,-36368,3692,90,0,-60,Adds shotblock to major walls in the level
shotblock256x256x8,shotblock256x256x8,13168,-36188,3692,90,0,-60,Adds shotblock to major walls in the level
shotblock256x256x8,shotblock256x256x8,13088,-36869,3572,90,0,-60,Adds shotblock to major walls in the level
shotblock256x256x8,shotblock256x256x8,13003,-36820,3572,90,0,-60,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,13401,-37050,3635,90,0,-60,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,13301,-36992,3635,90,0,-60,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,12746,-36673,3635,90,0,-60,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,12684,-36638,3635,90,0,-60,Adds shotblock to major walls in the level
shotblock256x256x8,shotblock256x256x8,11871.543,-37505.5,3565.191,90,0,30,Adds shotblock to major walls in the level
shotblock256x256x8,shotblock256x256x8,12143.1,-37690.5,3693.19,90,0,-60,Adds shotblock to major walls in the level
shotblock256x256x8,shotblock256x256x8,12275.1,-37767.5,3693.19,90,0,-60,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,12511.9,-37746.199,3632.09,90,0,-60,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,12543.871,-37764.164,3632.091,90,0,-60,Adds shotblock to major walls in the level
shotblock512x512x8,shotblock512x512x8,12971.9,-37488.199,3577.61,90,0,30,Adds shotblock to major walls in the level
shotblock512x512x8,shotblock512x512x8,13004.9,-37430.199,3577.61,90,0,30,Adds shotblock to major walls in the level
shotblock256x256x8,shotblock256x256x8,12960.9,-37925.301,3577.61,90,0,30,Adds shotblock to major walls in the level
shotblock256x256x8,shotblock256x256x8,12897.9,-38035.301,3577.61,90,0,30,Adds shotblock to major walls in the level
shotblock256x256x8,shotblock256x256x8,12798.344,-37690.121,3570.608,90,0,-60,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,12625.801,-37734.898,3632.09,90,0,30,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,12660.8,-37674.898,3632.09,90,0,30,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,13147.3,-37217.102,3629.61,90,0,-60,Adds shotblock to major walls in the level
shotblock256x256x256,shotblock256x256x256,12813,-37523,3702,0,239.508,0,Adds shotblock to major walls in the level
shotblock256x256x256,shotblock256x256x256,12726,-37472,3702,0,239.508,0,Adds shotblock to major walls in the level
shotblock256x256x8,shotblock256x256x8,12840.5,-35507.5,3697,0,60,90,Adds shotblock to guess house
shotblock256x256x8,shotblock256x256x8,12317.199,-35502.398,3572.33,0,60,90,Adds shotblock to guess house
shotblock256x256x8,shotblock256x256x8,12278.7,-35568.898,3572.33,0,60,90,Adds shotblock to guess house
shotblock128x128x8,shotblock128x128x8,12763,-35658,3626,0,240,90,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,12673,-35814,3626,0,240,90,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,12648,-35857,3626,0,240,90,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,12374.9,-35546.801,3627.33,0,150,90,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,12394.898,-35558.777,3627.33,0,150,90,Adds shotblock to major walls in the level
shotblock256x256x8,shotblock256x256x8,11914,-36699.5,3542.5,0,330,90,Adds shotblock to soccerfield wall
shotblock256x256x8,shotblock256x256x8,11839,-36654.5,3542.5,0,330,90,Adds shotblock to soccerfield wall
shotblock128x128x8,shotblock128x128x8,12171,-36847.5,3600.5,0,330,90,Adds shotblock to soccerfield wall
shotblock128x128x8,shotblock128x128x8,11477,-36447.5,3598.5,0,330,90,Adds shotblock to soccerfield wall
shotblock512x512x8,shotblock512x512x8,12363.5,-36670,3415.5,0,240,90,Adds shotblock to soccerfield wall
shotblock512x512x8,shotblock512x512x8,12530.5,-36382,3415.5,0,240,90,Adds shotblock to soccerfield wall
shotblock256x256x8,shotblock256x256x8,13139.5,-35982,3568.5,0,240,90,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,13856.5,-36315,3634.5,0,240,90,Adds shotblock to major walls in the level
shotblock128x128x8,shotblock128x128x8,13902.5,-36235,3634.5,0,240,90,Adds shotblock to major walls in the level
shotblock128x128x128,shotblock128x128x128,12944,-35500,3560,0,330,0,Adds shotblock to guess house, near the stairs area
nosight256x256x8,,12200,-36960,3538,0,240,90,Adds no sight on green tarps
missile32x32x32,,12614,-38050.5,3774.5,0,332,0,Adds no sight on green tarps
missile256x256x8,,12460,-37980,3896,0,330,0,Fixes Ceilign not having collision - IW9-635893
clip256x256x8,,12460,-37980,3896,0,330,0,Fixes Ceilign not having collision - IW9-635893
player64x64x256,,12922,-34250,3460,0,318,0,Fixes Ceilign not having collision - IW9-667367
player64x64x256,,12893.283,-34282.113,3460,0,318,0,Fixes Ceilign not having collision - IW9-667367
player32x32x256,,12837.3,-34278.102,3460,0,334,0,Fixes Ceilign not having collision - IW9-667367
player32x32x256,,12809.3,-34264.102,3460,0,334,0,Fixes Ceilign not having collision - IW9-667367
player32x32x256,,12787.3,-34254.102,3460,0,334,0,Fixes Ceilign not having collision - IW9-667367
clip64x64x64,,11614,-40004,3652,0,60,0,Fixes missing collision the stack of boxes behind the office by the spawn
clip64x64x64,,11598,-40032,3652,0,60,0,Fixes missing collision the stack of boxes behind the office by the spawn
clip256x256x8,,13370,-37190,3570,90,0,26,Fixes hardpoint being able to be capture from the interior of the main building
shotblock256x256x8,shotblock256x256x8,13418,-36458,3697.5,0,330,0,Fixes issue  IW9-782951 - poor bullet collision in stairs.
player512x512x8,,13234.014,-38102.008,3446.061,0.456,60.002,87.737,Fixes issue IW9-814953
player512x512x8,,13262,-38050,3446.061,0.456,60.002,87.737,Fixes issue IW9-814953
player256x256x8,,13496.017,-37633.703,3573.889,0.456,60.002,87.737,Fixes issue IW9-814953
