string,string,string,string,string,string,string,string,string
clip128x128x8,,15235,29026,464,270,0,-90,elevator exterior
clip128x128x8,,15235,29026,592,272,90,-180,elevator exterior
clip128x128x8,,16322,29624,574,270,180,180,shelf boxes
vehicle512x2048x64,,17796,26272,1396,270,0,-90,helimesh fix0
vehicle512x2048x64,,12916,26272,1396,270,0,-90,helimesh fix1
vehicle512x2048x64,,10676,26272,1396,270,0,-90,helimesh fix2
vehicle512x2048x64,,8436,26272,1396,270,0,-90,helimesh fix3
shotblock128x128x128,shotblock128x128x128,15870,29368,166,0,0,0,stair shotblock IW9-588182
shotblock128x128x128,shotblock128x128x128,16824,28982,166,0,0,0,stair shotblock IW9-588182
item8x8x256,,15052,29658,298,270,0,0,walkway deployable camera block IW9-583151
missile8x8x256,,15068,29658,298,270,0,0,walkway deployable camera block IW9-583151
nosight128x128x8,,15040,29309,359,0,270,-90,interior window sight block IW9-588891
missile128x128x8,,15348,29967,352,0,0,-90,tac cam in server closet IW9-588157
missile128x128x8,,15278,30112,352,0,0,-90,tac cam in server closet IW9-588157
player32x32x128,,16279.5,29507.5,472.5,0,0,0,IW9-600490
player32x32x128,,16267.5,29507.5,472.5,0,0,0,IW9-600490
missile32x32x256,,16152,30443,614.5,0,0,90,Tac Cam exterior wall IW9-600490
missile32x32x256,,16152,30696.5,614.5,0,0,90,Tac Cam exterior wall IW9-600490
missile32x32x256,,16152,30951,614.5,0,0,90,Tac Cam exterior wall IW9-600490
missile128x128x8,,15008,29224,271,0,0,90,Tac Cam exterior wall IW9-600490
missile128x128x8,,14924,30257,431,0,0,0,Tac Cam exterior wall IW9-605353
missile512x512x8,,16190,29104,270,0,270,0,Tac Cam exterior wall IW9-600577
missile512x512x8,,16510,29104,270,0,270,0,Tac Cam exterior wall IW9-600577
clip512x2048x64,,15309,31418,693,270,0,-90,out of bounds wall IW9-651625
shotblock8x8x256,shotblock8x8x256,17066,30348,482,0,0,-90,block lethals on awning IW9-669289
shotblock256x256x8,shotblock256x256x8,17172,30412,474,0,0,0,block lethals on awning IW9-669289
shotblock256x256x8,shotblock256x256x8,17172,30556,474,0,0,0,block lethals on awning IW9-669289
player128x128x256,,14342,28712,526,0,0,-90,IW9-733368
nosight128x128x8,,16572,29584,368,270,0,0,IW9-739661
nosight128x128x8,,16510,29800,368,270,0,0,IW9-739661
player256x256x8,,16494,28194,528,270,0,-90,IW9-745725
player256x256x8,,16238,28194,528,270,0,-90,IW9-745725
player256x256x8,,15984,28194,528,270,0,-90,IW9-745725
player256x256x8,,15728,28194,528,270,0,-90,IW9-745725
player256x256x8,,15470,28194,528,270,0,-90,IW9-745725
player256x256x8,,16155,30808,576,270,0,0,IW9-782598
player256x256x8,,16277,30932,576,270,0,-90,IW9-782598
shotblock128x128x8,shotblock128x128x8,16000,28912,270,0,0,0,IW9-808309
missile128x128x8,,16000,28912,270,0,0,0,IW9-808309
nosight128x128x8,,16000,28912,270,0,0,0,IW9-808309
nosight128x128x8,,16936,29352,364,270,0,-90,IW9-927025
missile128x128x8,,16936,29352,364,270,0,-90,IW9-927025
