string,string,string,string,string,string
0,23466,rank_00,,31353|31350|27453|27255|27330|27334|27380|27383|45945|45968|45967|45961|27396|27087|27263|17203|32081|17208|17211|17777|17210|17184|17205|30013|30038|29998|27291|17736|29984|29999|17235|29987|30000|17241|29982|29985|29838|30435|30001|27311|34964|17782|27420|35572|22901|22903|22970|22974|22739|22741|23891|22356|22359|22568|22570|22860|30825|27014|27015|22818|22819|35818|1200|3721|3507|1934|2971|17782|30775|37195|2239|6036|6120|6287|6384|6412|6443|6585|6939|35605|35606|39751|39752|6017|6037|6060|6067|6084|6088|6187|6188|6208|6240|6246|6252|6254|6358|6397|6411|6416|6505|6508|6511|6524|6531|6973|6551|6603|6604|6609|6649|6650|6656|6674|6705|6710|6733|6763|6804|6815|6820|6848|6851|6852|6878|6890|6901|6904|6922|6951|6973|6995|20953|9710|9733|10007|10033|10051|10082|10335|37348|37349|37350|37351|9477|9499|9529|9541|9571|9608|9614|9615|9617|9619|9621|9642|9647|9660|9677|9695|9721|9754|9755|9800|9801|9826|9852|9862|9887|9890|9901|9923|9981|10000|10023|10040|10058|10065|10114|10137|10229|10239|10279|10288|10328|10356|10366|10371|10382|10402|10436|10437|9791|23264|39691,
1,23467,rank_01,,31351,
2,23468,rank_02,,32478,
3,23469,rank_03,,31352|11344|33538|25653,
4,23470,rank_04,,27359|3962|45955,
5,23471,rank_05,,27449|45949,(21:5)
6,23472,rank_06,,17209,
7,23473,rank_07,,27250,
8,23474,rank_08,,27454|27361|45953,(21:5)
9,23475,rank_09,,33542|27367|8429,
10,23476,rank_10,,33537|45944,(21:5)
11,23477,rank_11,,17193,
12,23478,rank_12,,27294,
13,23479,rank_13,,27335|45960,
14,23480,rank_14,,27373|3948,
15,23481,rank_15,,27264|45948,(21:5)
16,23482,rank_16,,17189,
17,23483,rank_17,,27308|45964,(21:5)
18,23484,rank_18,,33020|27395|45942,(21:5)
19,23485,rank_19,,33543|8599|48002,
20,23486,rank_20,,17187,
21,23487,rank_21,,27410|45963,
22,23488,rank_22,,27504|45962,(21:5)
23,23489,rank_23,,27386,(21:5)
24,23490,rank_24,,33863,(21:5)
25,23491,rank_25,,27362|3942|45940,
26,23492,rank_26,,17194,
27,23493,rank_27,,27440|45958,(21:5)
28,23494,rank_28,,27381|27452|45954,(21:5)
29,23495,rank_29,,27259|33539,
30,23496,rank_30,,46989,
31,23497,rank_31,,27328|45943,
32,23498,rank_32,,27261,
33,23499,rank_33,,33749|8355|45959,
34,23500,rank_34,,27356,
35,23501,rank_35,,27377,(21:5)
36,23502,rank_36,,17181,
37,23503,rank_37,,21637|45965,
38,23504,rank_38,,27450|17216|46002,(21:5)
39,23505,rank_39,,31564,
40,23506,rank_40,,27338|27429|45939,
41,23507,rank_41,,27269,
42,23508,rank_42,,27368|8594,
43,23509,rank_43,,17182,
44,23510,rank_44,,27394|27419|45941|45938,
45,23511,rank_45,,27331,
46,23512,rank_46,,27393,(21:5)
47,23513,rank_47,,11337,
48,23514,rank_48,,27337|45956,
49,23515,rank_49,,17197|33541|27455,
50,23516,rank_50,,27435|45950,
51,23517,rank_51,,9212|45957,(21:5)
52,23518,rank_52,,27313,(21:5)
53,23519,rank_53,,31566|3951|45947,
54,23520,rank_54,21786|17838|17839|17840|17841|17842|17843|17845|17847|17849|17850|18653|18655|18657|18659|18661|18686|18688|18690|18692|18693|18699|18701|18703|18705|18707|18709|26941,27441|17183,
55,23521,rank_55,14763|14764|14776|15742|14835|21391|21394|21395|21396|21398,,
56,28505,rank_56,,,
57,28506,rank_57,,,
58,28507,rank_58,,,
59,28508,rank_59,,,
60,28509,rank_60,,,
61,28510,rank_61,,,
62,28511,rank_62,,,
63,28512,rank_63,,,
64,28513,rank_64,,,
65,28514,rank_65,,,
66,28515,rank_66,,,
67,28516,rank_67,,,
68,28517,rank_68,,,
69,28518,rank_69,,,
70,28519,rank_70,,,
71,28520,rank_71,,,
72,28521,rank_72,,,
73,28522,rank_73,,,
74,28523,rank_74,,,
75,28524,rank_75,,,
76,28525,rank_76,,,
77,28526,rank_77,,,
78,28527,rank_78,,,
79,28528,rank_79,,,
80,28529,rank_80,,,
81,28530,rank_81,,,
82,28531,rank_82,,,
83,28532,rank_83,,,
84,28533,rank_84,,,
85,28534,rank_85,,,
86,28535,rank_86,,,
87,28536,rank_87,,,
88,28537,rank_88,,,
89,28538,rank_89,,,
90,28539,rank_90,,,
91,28540,rank_91,,,
92,28541,rank_92,,,
93,28542,rank_93,,,
94,28543,rank_94,,,
95,28544,rank_95,,,
96,28545,rank_96,,,
97,28546,rank_97,,,
98,28547,rank_98,,,
99,28548,rank_99,14795|14796|14797|14778|14836|21426|21427|21428|21429|21430,,
100,28549,rank_100,,,
101,28550,rank_101,,,
102,28551,rank_102,,,
103,28552,rank_103,,,
104,28553,rank_104,,,
105,28554,rank_105,,,
106,28555,rank_106,,,
107,28556,rank_107,,,
108,28557,rank_108,,,
109,28558,rank_109,,,
110,28559,rank_110,,,
111,28560,rank_111,,,
112,28561,rank_112,,,
113,28562,rank_113,,,
114,28563,rank_114,,,
115,28564,rank_115,,,
116,28565,rank_116,,,
117,28566,rank_117,,,
118,28567,rank_118,,,
119,28568,rank_119,,,
120,28569,rank_120,,,
121,28570,rank_121,,,
122,28571,rank_122,,,
123,28572,rank_123,,,
124,28573,rank_124,,,
125,28574,rank_125,,,
126,28575,rank_126,,,
127,28576,rank_127,,,
128,28577,rank_128,,,
129,28578,rank_129,,,
130,28579,rank_130,,,
131,28580,rank_131,,,
132,28581,rank_132,,,
133,28582,rank_133,,,
134,28583,rank_134,,,
135,28584,rank_135,,,
136,28585,rank_136,,,
137,28586,rank_137,,,
138,28587,rank_138,,,
139,28588,rank_139,,,
140,28589,rank_140,,,
141,28590,rank_141,,,
142,28591,rank_142,,,
143,28592,rank_143,,,
144,28593,rank_144,,,
145,28594,rank_145,,,
146,28595,rank_146,,,
147,28596,rank_147,,,
148,28597,rank_148,,,
149,28598,rank_149,14798|14800|14808|16566|14838|21432|21433|21434|21435|21436,,
150,28599,rank_150,,,
151,28600,rank_151,,,
152,28601,rank_152,,,
153,28602,rank_153,,,
154,28603,rank_154,,,
155,28604,rank_155,,,
156,28605,rank_156,,,
157,28606,rank_157,,,
158,28607,rank_158,,,
159,28608,rank_159,,,
160,28609,rank_160,,,
161,28610,rank_161,,,
162,28611,rank_162,,,
163,28612,rank_163,,,
164,28613,rank_164,,,
