string,string,string,string,string,string,string,string,string
player256x256x8,,4274,-10151,-23,355,23,92,IW9-853206 - Added clip to prevent map hole Remove for 4.5
item256x256x8,,4274,-10151,-23,355,23,92,
vehicle256x256x8,,4274,-10151,-23,355,23,92,
player32x32x256,,9891,-5225,47,0,16,0,IW9-853205 - Added clip to prevent heavy clipping in museum Remove for 4.5
item32x32x256,,9891,-5225,47,0,16,0,
player32x32x256,,9877,-5229,47,0,18,0,
item32x32x256,,9877,-5229,47,0,18,0,
player32x32x256,,9874,-5221,47,0,18,0,
item32x32x256,,9874,-5221,47,0,18,0,
player128x128x8,,12828,3771,1293,0,12,90,IW9-853207 - Added clip to prevent hole in roof Remove for 4.5
Item128x128x8,,12828,3771,1293,0,12,90,
player128x128x8,,13098,2501,1293,0,12,90,
Item128x128x8,,13098,2501,1293,0,12,90,
player128x128x8,,4186,10596,50,0,330,0,IW9-852318 - Added clip to prevent map hole Remove for 4.5
player128x128x8,,-11623,-5174,226,270,76,-91,IW9-860513 - Added clip to prevent hole in building Remove for 4.5
missile128x128x8,,-11623,-5174,226,270,76,-91,
Item128x128x8,,-11623,-5174,226,270,76,-91,
missile128x128x8,,-11684,-5402,226,270,76,-91,
player128x128x8,,-11684,-5402,226,270,76,-91,
Item128x128x8,,-11684,-5402,226,270,76,-91,
player128x128x8,,-11751,-5652,226,270,76,-91,
missile128x128x8,,-11751,-5652,226,270,76,-91,
Item128x128x8,,-11751,-5652,226,270,76,-91,
player128x128x8,,-11815,-5889,226,270,76,-91,
missile128x128x8,,-11815,-5889,226,270,76,-91,
Item128x128x8,,-11815,-5889,226,270,76,-91,
player128x128x8,,-11883,-6144,226,270,76,-91,
missile128x128x8,,-11883,-6144,226,270,76,-91,
Item128x128x8,,-11883,-6144,226,270,76,-91,
player128x128x8,,-11940,-6359,226,270,76,-91,
Item128x128x8,,-11940,-6359,226,270,76,-91,
missile128x128x8,,-11940,-6359,226,270,76,-91,
player256x256x8,,-2342,-3437,419,360,285,90,IW9-859985 - Added collision to prevent map hole Remove for 4.5
Item128x128x8,,984,207,592,270,141,154,IW9-860908 - Added Item to prevent hole Remove for 4.5
missile128x128x8,,984,207,592,270,141,154,
player128x128x8,,-7556,10874,1612,0,150,-61,IW9-862897 - Added clip to prevent holes in castle Remove for 4.5
item128x128x8,,-7556,10874,1612,0,150,-61,
player128x128x8,,-7530,10921,1614,0,329,-61,
item128x128x8,,-7530,10921,1614,0,329,-61,
player128x128x8,,-7682,10862,1675,0,241,-61,
item128x128x8,,-7682,10862,1675,0,241,-61,
player128x128x8,,-7728,10887,1675,0,58,-61,
item128x128x8,,-7728,10887,1675,0,58,-61,
player128x128x8,,-7780,11008,1612,0,150,-61,
item128x128x8,,-7780,11008,1612,0,150,-61,
player128x128x8,,-7754,11055,1614,0,329,-61,
item128x128x8,,-7754,11055,1614,0,329,-61,
player128x128x8,,-7634,11061,1675,0,58,-61,
item128x128x8,,-7634,11061,1675,0,58,-61,
player128x128x8,,-7588,11037,1675,0,240,-61,
item128x128x8,,-7588,11037,1675,0,240,-61,
player128x128x8,,-9607,11518,1666,0,241,-61,
item128x128x8,,-9607,11518,1666,0,241,-61,
player128x128x8,,-9653,11543,1666,0,58,-61,
item128x128x8,,-9653,11543,1666,0,58,-61,
player128x128x8,,-9768,11487,1729,0,329,-61,
item128x128x8,,-9768,11487,1729,0,329,-61,
player128x128x8,,-9794,11440,1727,0,150,-61,
item128x128x8,,-9794,11440,1727,0,150,-61,
player128x128x8,,-9594,11390,1730,0,329,-61,
item128x128x8,,-9594,11390,1730,0,329,-61,
player128x128x8,,-9620,11344,1728,0,150,-61,
item128x128x8,,-9620,11344,1728,0,150,-61,
player128x128x8,,-9737,11299,1668,0,240,-61,
item128x128x8,,-9737,11299,1668,0,240,-61,
player128x128x8,,-9783,11324,1668,0,58,-61,
item128x128x8,,-9783,11324,1668,0,58,-61,
player128x128x8,,-10094,9499,1507,0,240,-61,
item128x128x8,,-10094,9499,1507,0,240,-61,
player128x128x8,,-10140,9523,1507,0,58,-61,
item128x128x8,,-10140,9523,1507,0,58,-61,
player128x128x8,,-10080,9374,1564,0,329,-61,
item128x128x8,,-10080,9374,1564,0,329,-61,
player128x128x8,,-10106,9327,1562,0,149,-61,
item128x128x8,,-10106,9327,1562,0,149,-61,
player128x128x8,,-10254,9469,1566,0,329,-61,
item128x128x8,,-10254,9469,1566,0,329,-61,
player128x128x8,,-10281,9423,1565,0,149,-61,
item128x128x8,,-10281,9423,1565,0,149,-61,
player128x128x8,,-10224,9275,1504,0,240,-61,
item128x128x8,,-10224,9275,1504,0,240,-61,
player128x128x8,,-10270,9300,1504,0,58,-61,
item128x128x8,,-10270,9300,1504,0,58,-61,
player128x128x8,,-11145,9203,1615,0,240,-61,
item128x128x8,,-11145,9203,1615,0,240,-61,
player128x128x8,,-11191,9227,1615,0,58,-61,
item128x128x8,,-11191,9227,1615,0,58,-61,
player128x128x8,,-11130,9077,1672,0,329,-61,
item128x128x8,,-11130,9077,1672,0,329,-61,
player128x128x8,,-11157,9031,1670,0,149,-61,
item128x128x8,,-11157,9031,1670,0,149,-61,
player128x128x8,,-11273,8982,1613,0,240,-61,
item128x128x8,,-11273,8982,1613,0,240,-61,
player128x128x8,,-11319,9007,1613,0,58,-61,
item128x128x8,,-11319,9007,1613,0,58,-61,
player128x128x8,,-11305,9173,1675,0,329,-61,
item128x128x8,,-11305,9173,1675,0,329,-61,
player128x128x8,,-11331,9127,1673,0,149,-61,
item128x128x8,,-11331,9127,1673,0,149,-61,
player128x128x8,,-872,5798,69,0,0,90,IW9-863665 - Added collision to prevent stuck spot Remove for 4.5
player32x32x32,,13922,3865,461,0,11,0,IW9-864766 - Added collision to prevent item collision issue Remove for 4.5
missile32x32x32,,13922,3865,461,0,11,0,
Item32x32x32,,13922,3865,461,0,11,0,
shotblock32x32x32,shotblock32x32x32,13922,3865,461,0,11,0,
player32x32x32,,14135,2847,461,0,11,0,
missile32x32x32,,14135,2847,461,0,11,0,
Item32x32x32,,14135,2847,461,0,11,0,
shotblock32x32x32,shotblock32x32x32,14135,2847,461,0,11,0,
player32x32x32,,14567,774,462,0,11,0,
missile32x32x32,,14567,774,462,0,11,0,
Item32x32x32,,14567,774,462,0,11,0,
shotblock32x32x32,shotblock32x32x32,14567,774,462,0,11,0,
player32x32x32,,14647,790,462,0,11,0,
missile32x32x32,,14647,790,462,0,11,0,
Item32x32x32,,14647,790,462,0,11,0,
shotblock32x32x32,shotblock32x32x32,14647,790,462,0,11,0,
player32x32x32,,14649,781,462,0,11,0,
missile32x32x32,,14649,781,462,0,11,0,
Item32x32x32,,14649,781,462,0,11,0,
shotblock32x32x32,shotblock32x32x32,14649,781,462,0,11,0,
player32x32x32,,14715,801,462,0,11,0,
missile32x32x32,,14715,801,462,0,11,0,
Item32x32x32,,14715,801,462,0,11,0,
shotblock32x32x32,shotblock32x32x32,14715,801,462,0,11,0,
player32x32x32,,14665,432,462,0,11,0,
missile32x32x32,,14665,432,462,0,11,0,
Item32x32x32,,14665,432,462,0,11,0,
shotblock32x32x32,shotblock32x32x32,14665,432,462,0,11,0,
player32x32x32,,14697,439,462,0,11,0,
missile32x32x32,,14697,439,462,0,11,0,
Item32x32x32,,14697,439,462,0,11,0,
shotblock32x32x32,shotblock32x32x32,14697,439,462,0,11,0,
player32x32x32,,14728,445,462,0,12,0,
missile32x32x32,,14728,445,462,0,12,0,
Item32x32x32,,14728,445,462,0,12,0,
shotblock32x32x32,shotblock32x32x32,14728,445,462,0,12,0,
player32x32x32,,14759,452,462,0,12,0,
missile32x32x32,,14759,452,462,0,12,0,
Item32x32x32,,14759,452,462,0,12,0,
shotblock32x32x32,shotblock32x32x32,14759,452,462,0,12,0,
player32x32x32,,14788,458,462,0,12,0,
missile32x32x32,,14788,458,462,0,12,0,
Item32x32x32,,14788,458,462,0,12,0,
shotblock32x32x32,shotblock32x32x32,14788,458,462,0,12,0,
player8x8x256,,14740,716,490,90,146,-136,
missile8x8x256,,14740,716,490,90,146,-136,
item8x8x256,,14740,716,490,90,146,-136,
shotblock8x8x256,shotblock8x8x256,14740,716,490,90,146,-136,
player8x8x256,,14744,717,490,90,146,-136,
missile8x8x256,,14744,717,490,90,146,-136,
item8x8x256,,14744,717,490,90,146,-136,
shotblock8x8x256,shotblock8x8x256,14744,717,490,90,146,-136,
player256x256x8,,432,3800,433,0,0,90,IW9-867155 - Added clip to prevent hole in building Remove for 4.5
item256x256x8,,432,3800,433,0,0,90,
missile256x256x8,,432,3800,433,0,0,90,
shotblock256x256x8,shotblock256x256x8,432,3800,433,0,0,90,
player128x128x8,,7384,-4991,970,0,14,12,IW9-864931 - Added collision to fix a stuck spot Remove for 4.5
player128x128x8,,7364,-5052,896,0,14,89,
player128x128x8,,8581,-716,105,356,345,0,IW9-864990 - Added collision to prevent unwanted mantle under bridge Remove for 4.5
player128x128x8,,8678,-741,111,356,345,0,
player128x128x8,,8782,-769,114,1,345,0,
player128x128x8,,8900,-800,113,1,345,0,
player32x32x32,,-1945.5,3899.5,142,0,332,0,IW9-872340 - Fix Stuck Spot - Remove for 5.0 - fwilson
player128x128x8,,-10975.1,5990.84,507,0,110,0,IW9-872130 - Fix Hole - Remove for 5.0 - fwilson
player128x128x8,,-10850.7,5920.21,507,0,100,0,
player128x128x8,,-10926.6,5932.83,507,0,150,0,
player128x128x8,,-10965.3,6361.67,507,0,150,0,
player128x128x8,,-11001.3,6299.31,507,0,150,0,
player128x128x8,,-10896.1,6321.67,507,0,150,0,
player128x128x8,,-10932.1,6259.31,507,0,150,0,
player128x128x8,,-10535.8,6113.67,507,0,150,0,
player128x128x8,,-10571.8,6051.31,507,0,150,0,
player128x128x8,,-10605.1,6153.67,507,0,150,0,
player128x128x8,,-10641.1,6091.31,507,0,150,0,
player256x256x8,,-10669.2,6458.58,507,0,150,0,
player256x256x8,,-10599.9,6418.58,507,0,150,0,
