string,string,string,string,string,string,string,string,string,string,string
loadoutName,CLASS/CLASS1,CLASS/CLASS2,CLASS/CLASS3,CLASS/CLASS4,CLASS/CLASS5,CLASS/CLASS6,CLASS/CLASS7,CLASS/CLASS8,CLASS/CLASS9,CLASS/CLASS10
loadoutPrimary,iw9_ar_mike4,iw9_ar_scharlie,iw9_sm_mpapa5,iw9_sm_aviktor,iw9_ar_mike4,iw9_ar_mike4,iw9_ar_scharlie,iw9_sm_mpapa5,iw9_sm_aviktor,iw9_sm_mpapa5
loadoutPrimaryAttachment1,laserbox_ads03,stock_ar_tactical_p05_scharlie,pgrip_sm_ass_p02,stock_ar_tactical_p04_aviktor,laserbox_ads03,grip_vert04,flash_ar_03,comp_sm_01,comp_sm_06,comp_sm_01
loadoutPrimaryAttachment2,none,none,none,none,none,iw9_minireddot02_tall,laserbox_ads01,lasercyl_hip01,reflex08_tall,lasercyl_hip01
loadoutPrimaryAttachment3,none,none,none,none,none,none,none,none,none,none
loadoutPrimaryAttachment4,none,none,none,none,none,none,none,none,none,none
loadoutPrimaryAttachment5,none,none,none,none,none,none,none,none,none,none
loadoutPrimaryCamo,none,none,none,none,none,none,none,none,none,none
loadoutPrimaryReticle,none,none,none,none,none,none,none,none,none,none
loadoutSecondary,iw9_pi_golf17,iw9_pi_papa220,iw9_sn_mromeo,iw9_sn_limax,iw9_la_rpapa7,iw9_sn_mromeo,iw9_sn_limax,iw9_pi_golf17,iw9_pi_papa220,iw9_la_rpapa7
loadoutSecondaryAttachment1,laserpstl_hip01,bar_pi_long_p27,stock_sn_heavy_p21,stock_sn_light_p22,none,bipod02,grip_angled07,mag_pi_large_p24,pgrip_ass_p27,none
loadoutSecondaryAttachment2,none,none,none,none,none,comp_dm_02,laserbox_ads02,iw9_minireddot02_pstl,trigger_heavy_p27,none
loadoutSecondaryAttachment3,none,none,none,none,none,none,none,none,none,none
loadoutSecondaryAttachment4,none,none,none,none,none,none,none,none,none,none
loadoutSecondaryAttachment5,none,none,none,none,none,none,none,none,none,none
loadoutSecondaryCamo,none,none,none,none,none,none,none,none,none,none
loadoutSecondaryReticle,none,none,none,none,none,none,none,none,none,none
loadoutEquipmentPrimary,equip_frag,equip_molotov,equip_semtex,equip_thermite,equip_frag,equip_molotov,equip_semtex,equip_thermite,equip_frag,equip_molotov
loadoutExtraPowerPrimary,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
loadoutEquipmentSecondary,equip_adrenaline,equip_concussion,equip_flash,equip_snapshot_grenade,equip_shockstick,equip_adrenaline,equip_concussion,equip_flash,equip_snapshot_grenade,equip_shockstick
loadoutExtraPowerSecondary,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
loadoutPerk1,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutPerk2,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutPerk3,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutExtraPerk1,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutExtraPerk2,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutExtraPerk3,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutOverkill,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
