string,string
range_rover_objective_1,morales_infil_house_1
morales_1,morales_2
morales_2,morales_3
morales_3,morales_4
morales_4,morales_5
morales_5,morales_6
morales_slow_load_hvt_6,locate_and_eliminate_jammers
morales_fast_load_hvt_6,locate_and_eliminate_jammers
quarry_defend_1,quarry_defend_2
quarry_defend_2,quarry_defend_3
plant_jammers,equip_disguise
grab_disguise,infil_plane
infil_plane,collect_nuclear_core
collect_nuclear_core,exfil_plane
exfil_plane,land_at_lz
destroy_c130,land_at_lz
reach_drop_zone,reach_lz
convoy4_securearea,convoy4_disablecomms
convoy4_disablecomms,convoy4_secure_tower
convoy4_secure_tower,convoy4_find_keys
convoy4_find_keys,convoy4_call_train
convoy4_call_train,convoy4_wait_train
convoy4_wait_train,convoy4_open_train
convoy4_open_train,convoy4_extraction
equip_disguise,infil_plane
raid_coop_escort,raid_coop_push
raid_coop_push,raid_coop_defuse
ba_shiprecieve,ba_router
ba_router,ba_searchareas
ba_searchareas,ba_escape
infil_plane,collect_nuclear_core
land_at_lz,holdout
holdout,extract_lz
recover_nuclear_core,land_at_lz
