string,string,string,string,string
brloot_perkpack_sniper,specialty_hustle,specialty_scavenger_plus,specialty_focus,
brloot_perkpack_commando,specialty_hustle,specialty_eod,specialty_warhead,
brloot_perkpack_ninja,specialty_hustle,specialty_huntmaster,specialty_covert_ops,
brloot_perkpack_guerilla,specialty_hustle,specialty_scavenger_plus,specialty_tactical_recon,
brloot_perkpack_tacsupport,specialty_scavenger_plus,specialty_grenade_expert,specialty_restock,
brloot_perkpack_marksman,specialty_scavenger_plus,specialty_huntmaster,specialty_focus,
brloot_perkpack_assassin,specialty_hustle,specialty_tac_resist,specialty_covert_ops,
brloot_perkpack_mobilesupport,specialty_hustle,specialty_grenade_expert,specialty_restock,
brloot_perkpack_silentwatch,specialty_tac_resist,specialty_scavenger_plus,specialty_covert_ops,
brloot_perkpack_tank,specialty_eod,specialty_tac_resist,specialty_quick_fix,
brloot_perkpack_commandoplus,specialty_hustle,specialty_eod,specialty_warhead,specialty_hardline
brloot_perkpack_assassinplus,specialty_hustle,specialty_tac_resist,specialty_covert_ops,specialty_guerrilla
brloot_perkpack_mobilesupportplus,specialty_hustle,specialty_grenade_expert,specialty_restock,specialty_overcharge_field_upgrade
brloot_perkpack_sniperplus,specialty_hustle,specialty_scavenger_plus,specialty_focus,specialty_surveillance
brloot_perkpack_demolitionist_br,specialty_eod,specialty_grenade_expert,specialty_restock,specialty_survivor
brloot_perkpack_swat_br,specialty_hustle,specialty_tac_resist,specialty_tactical_recon,specialty_survivor
brloot_perkpack_reserves_br,specialty_hustle,specialty_scavenger_plus,specialty_focus,specialty_quick_fix
brloot_perkpack_insurgent_br,specialty_grenade_expert,specialty_scavenger_plus,specialty_covert_ops,specialty_guerrilla
brloot_perkpack_beret_br,specialty_tac_resist,specialty_huntmaster,specialty_warhead,specialty_survivor
brloot_perkpack_recon_br,specialty_hustle,specialty_huntmaster,specialty_focus,specialty_overwatch
brloot_perkpack_scout_br,specialty_scavenger_plus,specialty_grenade_expert,specialty_focus,specialty_guerrilla
brloot_perkpack_sentinel_br,specialty_tac_resist,specialty_eod,specialty_covert_ops,specialty_quick_fix
brloot_perkpack_specter_br,specialty_hustle,specialty_huntmaster,specialty_tactical_recon,specialty_guerrilla
brloot_perkpack_vanguard_br,specialty_hustle,specialty_eod,specialty_restock,specialty_surveillance
brloot_perkpack_warden_br,specialty_hustle,specialty_grenade_expert,specialty_warhead,specialty_overwatch
brloot_perkpack_weaponspecialist_br,specialty_munitions_2,specialty_grenade_expert,specialty_tactical_recon,specialty_survivor
brloot_perkpack_commando_br,specialty_scavenger_plus,specialty_grenade_expert,specialty_warhead,specialty_surveillance
