string,string,string,string,string,string
5885,dev,0,1,0,
5886,dev,0,1,0,
5887,dev,0,1,0,
5895,dev,1,1,0,
5896,dev,1,1,0,
5897,dev,1,1,0,
6008,prod,1,1,0,
6012,dev,0,1,0,
6013,dev,0,0,0,
6014,dev,0,1,0,
6015,dev,0,1,0,
6021,cert,0,1,0,
6023,cert,0,1,0,
6030,cert,1,1,0,
6036,dev,0,1,1,
6040,dev,0,0,0,
6041,cert,0,0,0,
6042,dev,0,1,1,
6043,dev,0,1,1,
6044,dev,0,1,1,
6046,dev,0,1,0,13
6047,dev,0,1,0,13
6048,dev,0,1,0,13
6049,dev,0,1,1,
6050,cert,0,1,1,
6051,prod,0,1,1,
6058,dev,0,1,1,
6999,prod,0,1,0,
7000,prod,0,1,0,
7001,prod,0,0,0,
7100,prod,1,1,0,
7200,prod,0,1,1,
7201,prod,0,0,0,
7300,prod,0,1,0,13
7301,prod,0,1,0,13
7302,prod,0,1,0,13
7303,prod,0,1,0,13
7304,prod,0,1,0,13
7310,cert,0,1,0,13
7311,cert,0,1,0,13
7312,cert,0,1,0,13
7313,cert,0,1,0,13
7314,cert,0,1,0,13
7321,dev,0,1,0,13
7322,dev,0,1,0,13
7323,dev,0,1,0,13
7324,dev,0,1,0,13
7398,dev,0,1,0,13
7500,prod,0,1,0,
7501,prod,0,1,0,
7502,prod,0,1,0,
7503,prod,0,1,0,
7504,prod,0,1,0,
7510,cert,0,1,0,
7511,cert,0,1,0,
7512,cert,0,1,0,
7513,cert,0,1,0,
7514,cert,0,1,0,
7520,dev,0,1,0,
7521,dev,0,1,0,
7522,dev,0,1,0,
7523,dev,0,1,0,
7524,dev,0,1,0,
7597,dev,0,1,0,
7598,dev,0,1,0,
7599,dev,0,1,0,
