string,string,string,string,string,string
idle,callin,idle_callin_10,idle_callin_r_10,idle_callin_resp_r_10,
idle,callin,idle_callin_20,idle_callin_r_20,idle_callin_resp_r_20,
idle_alert,callin,alert_callin_10,alert_callin_r_10,alert_callin_resp_r_10,
idle,checkin,idle_checkin_r_10,idle_checkin_r_10,idle_checkin_resp_10,idle_checkin_resp_r_10
idle,checkin,idle_checkin_r_20,idle_checkin_r_20,idle_checkin_resp_20,idle_checkin_resp_r_20
idle,checkin,idle_checkin_r_30,idle_checkin_r_30,idle_checkin_resp_30,idle_checkin_resp_r_30
idle_alert,checkin,alert_checkin_r_10,alert_checkin_r_10,alert_checkin_resp_10,alert_checkin_resp_r_10
investigate,callin,investigate_callin_10,investigate_callin_r_10,investigate_callin_resp_r_10,
investigate,update,investigate_update_10,investigate_update_r_10,investigate_update_resp_r_10,
investigate,start_singlestay,investigate_start_illcheck_10,investigate_start_everyonestay_10,,
investigate,start_singlewithme,investigate_start_onme_10,,,
investigate,start_singlewithmestay,investigate_start_onme_10,investigate_start_stayhere_10,,
investigate,start_singlespreadout,investigate_start_spreadout_10,,,
investigate,start_singlespreadoutstay,investigate_start_stayhere_10,investigate_start_spreadout_10,,
investigate,start_spreadoutwithme,investigate_start_onme_10,investigate_start_spreadout_10,,
investigate,start_spreadoutwithmestay,investigate_start_onme_10,investigate_start_stayhere_10,investigate_start_everyonespread_10,
hunt,teaminquiry,team_inquiry_10,,,
hunt,first_lost,hunt_firstlost_10,hunt_firstlost_r_10,hunt_firstlost_resp_r_10,
hunt,lost_sight,lost_sight_10,lost_sight_r_10,lost_sight_resp_r_10,
