string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
setchancecol,mp/loot/br/resurgence/lootset_root.csv,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/lootset_global.csv,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/caches/lootset_cache_base.csv,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/caches/lootset_cache_underwater.csv,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/caches/lootset_cache_lege.csv,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_cache_stronghold.csv,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_cache_blacksite.csv,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_stronghold_black.csv,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_stronghold_high.csv,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/containers/lootset_cache_cash_register.csv,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/containers/lootset_cache_duffel_bag.csv,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/containers/lootset_cache_hidden_container.csv,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/containers/lootset_cache_medical_box_wall.csv,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/containers/lootset_cache_medicine_cabinet.csv,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/containers/lootset_cache_weapon_locker.csv,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_stronghold_bomb_defuse_reward.csv,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_blacksite_boss_backpack.csv,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_cache_train_safe.csv,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_dom.csv,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_scav1.csv,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_scav2.csv,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_scav3.csv,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_safe1.csv,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/lootset_empty.csv,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_autobody_shop.csv,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_car_dealership.csv,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_fire_station.csv,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_gas_station.csv,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_pharmacy.csv,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_police_station.csv,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_restaurant.csv,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_station_house.csv,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_bank.csv,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_recon.csv,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_defensive.csv,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_offensive.csv,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_support.csv,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_manor.csv,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_intel.csv,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_vipCrate.csv,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/caches/lootset_cache_reusable.csv,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/public_events/lootset_cache_pe_crate_drop.csv,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/lootset_fort_resurgence.csv,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tagReject,nobr,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
tagReject,noresurgence,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
tagReject,sealion,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
tagReject,delta,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
reqLimit,gascan,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chance,ammo,,270,90,85,65,50,50,170,135,0,90,60,0,0,1,20,20,60,2,2,2,2,2,0,185,155,125,125,125,160,125,155,125,155,160,160,125,265,2,150,90,0,150,
chance,health,,175,90,85,75,50,50,100,105,0,90,60,0,0,0,0,0,60,25,25,25,25,25,0,145,150,185,160,185,120,130,150,130,150,120,120,185,175,25,0,90,0,200,
chance,plunder,,115,75,50,155,180,150,120,70,1,75,100,0,0,0,1,1,100,2,2,2,2,2,0,115,135,135,125,135,115,220,135,220,135,115,115,135,115,2,100,75,1,75,
chance,killstreak,,0,70,100,180,150,180,0,0,0,70,160,0,0,80,1,1,170,3,3,3,3,3,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,3,50,70,0,0,
chance,lethal,,100,165,165,45,0,0,40,165,0,165,40,0,0,405,5,5,40,10,10,10,10,10,0,165,135,150,130,150,150,165,135,135,105,120,120,120,80,10,0,165,0,75,
chance,tactical,,80,165,155,45,0,0,40,165,0,165,40,750,750,405,5,5,40,10,10,10,10,10,0,135,105,175,160,175,120,135,105,135,105,120,120,175,80,10,0,165,0,75,
chance,super,,90,215,220,235,200,200,205,220,0,215,205,50,50,108,5,5,200,20,20,20,20,20,0,80,105,95,85,95,80,70,105,100,135,110,110,125,90,20,0,215,0,90,
chance,weapon,,155,90,60,60,5,120,55,60,0,90,60,0,0,1,0,0,55,5,5,5,5,5,0,120,175,90,110,90,215,110,175,110,175,215,215,90,190,5,25,90,0,400,
chance,gear,,0,10,50,60,180,220,200,50,0,10,205,0,0,0,0,5,200,3,3,3,3,3,0,10,0,0,10,0,10,0,0,10,0,10,10,0,0,3,100,10,0,0,
chance,revive,,0,20,20,70,85,0,60,20,0,20,60,50,50,0,5,5,60,0,2,2,5,0,0,0,0,10,0,10,0,10,0,0,0,0,0,10,0,0,50,20,0,0,
chance,tablet,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,10,20,10,10,10,15,10,15,10,10,10,5,0,0,0,0,20,
chance,keycard,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,valuable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,key,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,mission,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,perk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
chance,extractable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,plate_carrier,,10,10,10,10,180,220,10,10,0,10,10,150,150,0,0,5,10,0,2,2,5,5,0,10,10,10,10,10,10,10,10,10,10,10,10,10,5,0,0,10,1,25,
item,brloot_ammo_12g,,150,150,150,150,150,150,150,150,0,150,150,0,0,150,150,150,150,150,150,150,150,150,0,150,150,150,150,150,150,150,150,150,150,150,150,150,150,100,100,150,0,175,
item,brloot_ammo_50cal,,205,205,205,205,205,205,205,205,0,205,205,0,0,205,205,205,205,205,205,205,205,205,0,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,0,200,
item,brloot_ammo_762,,330,330,330,330,330,330,330,330,0,330,330,0,0,330,330,330,330,330,330,330,330,330,0,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,0,325,
item,brloot_ammo_919,,265,265,265,265,265,265,265,265,0,265,265,0,0,265,265,265,265,265,265,265,265,265,0,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,0,250,
item,brloot_ammo_rocket,,50,50,50,50,50,50,50,50,0,50,50,0,0,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,
item,brloot_equip_gasmask,,0,400,400,400,400,400,400,400,0,400,400,0,0,0,0,400,400,400,400,400,400,400,0,400,0,0,400,0,400,0,0,400,0,400,400,0,0,400,300,400,0,0,
item,brloot_equip_gasmask_durable,,0,100,100,100,100,100,100,100,0,100,100,0,0,0,0,100,100,100,100,100,100,100,0,100,0,0,100,0,100,0,0,100,0,100,100,0,0,100,100,100,0,0,
item,brloot_self_revive,,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,100,1,0,0,
item,brloot_offhand_atmine,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,
item,brloot_offhand_claymore,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,
item,brloot_offhand_c4,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,
item,brloot_offhand_frag,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,
item,brloot_offhand_molotov,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,
item,brloot_offhand_semtex,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,
item,brloot_offhand_thermite,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,
item,brloot_offhand_throwingknife,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,
item,brloot_offhand_bunkerbuster,,55,55,55,55,0,0,55,55,0,55,55,0,0,55,55,55,55,55,55,55,55,55,0,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,0,55,0,55,
item,brloot_offhand_breacherdrone,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,105,105,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,105,0,105,
item,brloot_offhand_concussion,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,
item,brloot_offhand_decoy,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,
item,brloot_offhand_flash,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,
item,brloot_offhand_gas,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,
item,brloot_offhand_smoke,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,
item,brloot_offhand_snapshot,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,
item,brloot_offhand_shockstick,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,
item,brloot_offhand_battlerage,,45,55,55,55,0,0,55,55,0,55,55,0,0,55,5,5,55,55,55,55,55,55,0,55,55,55,55,55,55,55,55,55,55,55,55,55,55,5,0,55,0,45,
item,brloot_offhand_tracker,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,
item,brloot_offhand_butterfly_mine,,105,105,105,105,0,0,105,105,0,105,105,0,0,105,5,5,105,105,105,105,105,105,0,105,105,105,105,105,105,105,105,105,105,105,105,105,105,5,0,105,0,105,
item,brloot_health_adrenaline,,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,
