string,string,string,string,string,string
cp_bads_cine_intro,0.02,10.27,^8Laswell:^7 Breaker-1, intercepted communications between Al Qatala and an unknown individual in Russia confirms delivery of three packages to an AQ outpost in Al Mazrah.,,
cp_bads_cine_intro,10.58,15.94,^8Laswell:^7 We believe the contents of the packages are radioactive components for an underground weapons program.,,
cp_bads_cine_intro,15.92,19.74,^8Laswell:^7 ISR shows the packages have been delivered to three separate buildings.,,
cp_bads_cine_intro,19.79,24.83,^8Laswell:^7 You will load out with Geiger counters to detect radiation and find the weapon components.,,
cp_bads_cine_intro,24.83,27.21,^8Laswell:^7 Your mission is to recover them.,,
cp_bads_cine_intro,27.22,30.83,^8Laswell:^7 Be advised This grid is heavily fortified with anti-aircraft.,,
cp_bads_cine_intro,30.97,33.79,^8Laswell:^7 Your team will not have air support on station.,,
cp_bads_cine_intro,33.79,37.57,^8Laswell:^7 This operation is a seizure. Covert status is critical.,,
cp_bads_cine_intro,37.57,42.35,^8Laswell:^7 To avoid detection you will HALO jump into the AO and push to the targets on foot.,,
cp_bads_cine_intro,42.35,46.99,^8Laswell:^7 When all three packages are secured, you'll proceed to HLZ Sparrow for extraction.,,
cp_bads_cine_intro,46.99,52.75,^8Laswell:^7 In the event Sparrow is unaccessible, your secondary LZ, Falcon, is located here.,,
cp_bads_cine_intro,52.76,55.84,^8Laswell:^7 Falcon is a last resort, not a guarantee.,,
cp_bads_cine_intro,55.84,58.51,^8Laswell:^7 You are walking into the enemy's kitchen.,,
cp_bads_cine_intro,58.51,61.55,^8Laswell:^7 All you have is each other, and the dark.,,
cp_bads_cine_intro,61.56,62.8,^8Laswell:^7 I'll be on comms...,,
cp_bads_cine_intro,62.8,64,^8Laswell:^7 Stay frosty.,,
cp_heliesc_cine_intro,0.05,8.39,^8Laswell:^7 Breaker-1, intel reports the Al Qatala communications network, runs through a series of encrypted servers located here in Al Mazrah.,,
cp_heliesc_cine_intro,8.39,13.49,^8Laswell:^7 The servers are housed in these three buildings Targets Alpha, Bravo, and Charlie.,,
cp_heliesc_cine_intro,13.5,17.03,^8Laswell:^7 We need you to destroy those servers and extract their hard drives.,,
cp_heliesc_cine_intro,17.04,21.94,^8Laswell:^7 1-1 will serve as the raid element and infil on the ground with an elite team of Demon Dog Marines,,,
cp_heliesc_cine_intro,21.95,25.96,^8Laswell:^7 while 2 provides air support and direction overhead with a chopper gunner crew.,,
cp_heliesc_cine_intro,25.96,29.36,^8Laswell:^7 Once all three drives are secure, I'll have a helo inbound for extraction.,,
cp_heliesc_cine_intro,29.36,33,^8Laswell:^7 Surveillance confirms there are no civilians in the area...,,
cp_heliesc_cine_intro,33.01,34.92,^8Laswell:^7 You're clear to engage all movers.,,
cp_heliesc_cine_intro,34.92,39.05,^8Laswell:^7 This is deep AQ territory. Expect heavy resistance.,,
cp_heliesc_cine_intro,39.05,44.68,^8Laswell:^7 We are shutting down their electronic capacity. AQ will not take this lightly.,,
cp_heliesc_cine_intro,44.68,48.16,^8Laswell:^7 I will be with you on comms but you are each other's only support.,,
cp_heliesc_cine_intro,49.12,50,^8Laswell:^7 Let's go to work.,,
cp_igc_cine_intro,14.12,18.22,^8Laswell:^7 This is Watcher-1. The following message is restricted for limited distribution.,,
cp_igc_cine_intro,18.23,23.9,^8Laswell:^7 This message is for assets assigned to carry out high threat covert operations under my charge.,,
cp_igc_cine_intro,25.23,30.4,^8Laswell:^7 You will deploy in two-man teams consisting of personnel from multiple special mission units.,,
cp_igc_cine_intro,32.2,34.95,^8Laswell:^7 To complete these objectives, you have to work together.,,
cp_igc_cine_intro,34.95,38.74,^8Laswell:^7 Any lone-wolves among you have to learn to join the pack to achieve success.,,
cp_igc_cine_intro,38.91,42.27,^8Laswell:^7 You will have no back-up and no reinforcements.,,
cp_igc_cine_intro,44.13,48.89,^8Laswell:^7 Be advised If you are compromised you will be denied and disavowed.,,
cp_igc_cine_intro,49.91,53.05,^8Laswell:^7 Periodically we'll need to break contact, but I will be your overwatch.,,
cp_igc_cine_intro,54.57,56.17,^8Laswell:^7 Welcome to Jawbreaker.,,
cp_igc_cine_intro,57.03,58.51,^8Laswell:^7 Good luck.,,
cp_lone_cine_intro,1.23,6.94,^8Laswell:^7 Breaker-1, intel reports the Las Almas Cartel set up shop at Hafid Port in Al Mazrah.,,
cp_lone_cine_intro,7.26,12.14,^8Laswell:^7 AQ runs oil through this port. They laid the groundwork for the cartel to move in.,,
cp_lone_cine_intro,12.73,15.96,^8Laswell:^7 Their alliance is still strong. We need to shut this down.,,
cp_lone_cine_intro,16.65,23.59,^8Laswell:^7 ISR reports heavy traffic around these five objectives Alpha, Bravo, Charlie, Delta and Echo.,,
cp_lone_cine_intro,23.75,27.21,^8Laswell:^7 We need you to secure those objectives and retake the port.,,
cp_lone_cine_intro,28.11,33.97,^8Laswell:^7 A Los Vaqueros partner force will provide mobile infil, and I'll have a UAV on station to provide eyes from above.,,
cp_lone_cine_intro,34.36,39.96,^8Laswell:^7 The Las Almas Cartel boss, El Sin Nombre, is out of prison and crossed an ocean to take this port.,,
cp_lone_cine_intro,40.22,43.89,^8Laswell:^7 Once this kicks off, they'll dig in hard to hold their ground.,,
cp_lone_cine_intro,44.36,48.09,^8Laswell:^7 They'll sooner destroy their own supply before they'll let anyone take it.,,
cp_lone_cine_intro,48.38,51.59,^8Laswell:^7 You have full execute authority against all hostiles on target.,,
cp_lone_cine_intro,51.59,54.19,^8Laswell:^7 Keep your weapons hot. Out here...,,
cp_obsv_cine_intro,0,4.29,^8Laswell:^7 Breaker-1, Al Qatala has launched an assault on the Zaya Observatory.,,
cp_obsv_cine_intro,4.29,8.88,^8Laswell:^7 It sits on high ground in key terrain. Critical to the control of Al Mazrah.,,
cp_obsv_cine_intro,9.56,10.65,^8Laswell:^7 AQ wants it.,,
cp_obsv_cine_intro,10.66,13.97,^8Laswell:^7 Security for the observatory was contracted to Shadow Company.,,
cp_obsv_cine_intro,13.97,21.08,^8Laswell:^7 Due to recent failures with their command structure, the PMCs pulled up stakes and abandoned their posts.,,
cp_obsv_cine_intro,21.08,25.14,^8Laswell:^7 An elite unit of Demon Dog Marines were sent to defend the site.,,
cp_obsv_cine_intro,25.14,26.65,^8Laswell:^7 They need help.,,
cp_obsv_cine_intro,26.65,33.45,^8Laswell:^7 Your mission is to stop AQ's army from taking the observatory and with it, a strategic advantage in the region.,,
cp_obsv_cine_intro,33.46,40.7,^8Laswell:^7 My pilot will land you directly on the observatory, where you will support the Demon Dogs in the defense of these three critical objectives,,
cp_obsv_cine_intro,40.71,41.88,^8Laswell:^7 Point Alpha...,,
cp_obsv_cine_intro,42.33,43.49,^8Laswell:^7 Point Bravo...,,
cp_obsv_cine_intro,43.53,44.66,^8Laswell:^7 And Point Charlie...,,
cp_obsv_cine_intro,44.66,50.08,^8Laswell:^7 You'll be outnumbered and outgunned, but failure is not an option.,,
cp_obsv_cine_intro,50.08,51.97,^8Laswell:^7 I'll be with you on comms.,,
cp_obsv_cine_intro,52.65,54,^8Laswell:^7 Let's go get it done.,,
cp_raid1_cine_intro,0.46,6.04,^8Laswell:^7 48 hours ago, goat herders in the Sattiq mountains discovered an entrance to what appeared,,
cp_raid1_cine_intro,6.05,9.28,^8Laswell:^7 to be an abandoned bunker dug into the hillside.,,
cp_raid1_cine_intro,9.76,17.72,^8Laswell:^7 Closer inspection determined the hatchway was an inlet to what could be a fortified Soviet-era fallout shelter...,,
cp_raid1_cine_intro,17.72,19.47,^8Laswell:^7 or something more...,,
cp_raid1_cine_intro,19.59,27.3,^8Laswell:^7 Commander Farah Karim tasked a follow-on team of LF fighters led by Alex Keller, callsign Echo 3-1, to make entry.,,
cp_raid1_cine_intro,27.3,29.75,^8Laswell:^7 He and his team haven't been heard from since their initial infil,,
cp_raid1_cine_intro,30.24,36.32,^8Laswell:^7 except for one update from Alex indicating that the tunnels were wider and more extensive than first reported.,,
cp_raid1_cine_intro,36.6,41.28,^8Laswell:^7 Again-- that was his last and only message after confirming entrance.,,
cp_raid1_cine_intro,41.73,43.87,^8Laswell:^7 As of now, they're dark on comms.,,
cp_raid1_cine_intro,43.87,46.42,^8Laswell:^7 Farah has since sent scouts to hold the area.,,
cp_raid1_cine_intro,46.42,54.18,^8Laswell:^7 Price, Gaz, Farah-- Your mission is to locate Alex and the LF team and do a complete and thorough reconnaissance of the facility.,,
cp_raid1_cine_intro,54.18,59.65,^8Laswell:^7 IF anyone or anything is down there. We need to know who and what...,,
cp_raid1_cine_intro,78.17,79.68,^8Gaz:^7 We close?,,
cp_raid1_cine_intro,79.68,81.07,^8Farah:^7 No-,,
cp_raid1_cine_intro,81.19,82.86,^8Farah:^7 We're here.,,
cp_raid1_cine_intro,83.87,85.61,^8Price:^7 Take point.,,
cp_raid1_cine_intro,96.41,98.15,^8Price:^7 Alex's rig...,,
cp_raid1_cine_intro,98.38,99.44,^8Farah:^7 This is where they went in.,,
cp_raid1_cine_intro,99.44,100.72,^8Gaz:^7 And never came back up...,,
cp_raid1_cine_intro,100.73,102.24,^8Price:^7 Eyes front.,,
cp_raid1_cine_intro,106.31,108.05,^8Farah:^7 [whistles],,
cp_raid1_cine_intro,108.76,110.39,[whistles],,
cp_raid1_cine_intro,123.39,124.79,^8Malika:^7 [Commander.],,1
cp_raid1_cine_intro,124.79,125.38,^8Farah:^7 [Any movement?],,1
cp_raid1_cine_intro,125.38,126.31,^8Malika:^7 [Nothing.],,1
cp_raid1_cine_intro,126.32,129.92,^8Farah:^7 [Good-- Stay here. Make sure no one follows us in.],,1
cp_raid1_cine_intro,129.92,132.14,^8Malika:^7 [Yes, Ma'am.],,1
