int,string,localized_a,string,string,string,string,string,string,string,string,string,string,localized_a,localized_a,int,localized_a,localized_a,string,string,string,string,string,string,string,string,string,string,string,localized_a,string,int,string,string,string,string,string
0,fender_western,a&OPERATORS/FENDER_WESTERN,1,KORTAC,3,,ui_operator_east_fender_portrait_1_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_HUNGARY,a&OPERATORS/LANGUAGE_HUNGARIAN,1,a&OPERATORS/FENDER_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_fender_mp,mp_operator_wyatt,ui_operator_east_fender_portrait_1_1_lg,fender_western_a,wyatt_western_quip_3,execution_008,1,BPOS,ui_loot_operator_west_fender_1_1,ui_loot_operator_west_fender_1_1_lg,a&OPERATORS/FULLNAME_FENDER,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_fender_portrait_1_1_lg,0
1,kilgore_eastern,a&OPERATORS/RAMSTEIN_EASTERN,1,KORTAC,4,,ui_operator_east_koenig_portrait_1_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_AUSTRIAN,a&OPERATORS/LANGUAGE_GERMAN,1,a&OPERATORS/KONIG_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_rammstein_mp,mp_operator_wyatt,ui_operator_east_koenig_portrait_1_1_lg,kilgore_eastern_a,wyatt_western_quip_3,execution_000,1,BPOS,ui_loot_operator_east_ramstein_1_1,ui_loot_operator_east_ramstein_1_1_lg,a&OPERATORS/FULLNAME_RAMSTEIN,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_koenig_portrait_1_1_lg,0
2,calisto_eastern,a&OPERATORS/CALISTO_EASTERN,1,KORTAC,5,,ui_operator_east_calisto_portrait_1_1,1,icon_faction_jsof_large,wyat,1,chr_menu_female_idle_01_AR,a&OPERATORS/CITIZENSHIP_FRANCE_SPAIN,a&OPERATORS/LANGUAGE_FRENCH,1,a&OPERATORS/CALISTO_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_calisto_mp,mp_operator_wyatt,ui_operator_east_calisto_portrait_1_1_lg,calisto_eastern_a,wyatt_western_quip_3,execution_016,1,BPOS,ui_loot_operator_east_calisto_1_1,ui_loot_operator_east_calisto_1_1_lg,a&OPERATORS/FULLNAME_CALISTO,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_calisto_portrait_1_1_lg,0
3,chili_western,a&OPERATORS/CHILI_WESTERN,0,SPECGRU,6,,ui_operator_west_chili_portrait_1_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_MEXICAN,a&OPERATORS/LANGUAGE_SPANISH,1,a&OPERATORS/CHILI_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_chili_mp,mp_operator_wyatt,ui_operator_west_chili_portrait_1_1_lg,chili_western_a,wyatt_western_quip_3,execution_012,1,BPOS,ui_loot_operator_west_chili_1_1,ui_loot_operator_west_chili_1_1_lg,a&OPERATORS/FULLNAME_CHILI,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_chili_portrait_1_1_lg,0
4,hutch_western,a&OPERATORS/HUTCH_WESTERN,1,KORTAC,8,,ui_operator_east_hutch_portrait_1_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_AMERICAN,a&OPERATORS/LANGUAGE_ENGLISH,1,a&OPERATORS/HUTCH_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_hutch_mp,mp_operator_wyatt,ui_operator_east_hutch_portrait_1_1_lg,hutch_western_a,wyatt_western_quip_3,execution_015,1,BPOS,ui_loot_operator_west_hutch_1_1,ui_loot_operator_west_hutch_1_1_lg,a&OPERATORS/FULLNAME_HUTCH,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_hutch_portrait_1_1_lg,0
5,kpop_eastern,a&OPERATORS/HORANGI_EASTERN_1_1,1,KORTAC,9,,ui_operator_east_horangi_portrait_2_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_SOUTH_KOREAN,a&OPERATORS/LANGUAGE_KOREAN,1,a&OPERATORS/HORANGI_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_horangi_mp,mp_operator_wyatt,ui_operator_east_horangi_portrait_2_1_lg,kpop_eastern_a,wyatt_western_quip_3,execution_022,1,BPOS,ui_loot_operator_east_horangi_2_1,ui_loot_operator_east_horangi_2_1_lg,a&OPERATORS/FULLNAME_HORANGI,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_east_horangi_portrait_2_1_lg,0
7,gus_western,a&OPERATORS/GUS_WESTERN,0,SPECGRU,11,,ui_operator_west_gus_portrait_1_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_COSTA_RICA,a&OPERATORS/LANGUAGE_SPANISH,1,a&OPERATORS/GUS_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_gus_mp,mp_operator_wyatt,ui_operator_west_gus_portrait_1_1_lg,gus_western_a,wyatt_western_quip_3,execution_006,1,BPOS,ui_loot_operator_west_gus_1_1,ui_loot_operator_west_gus_1_1_lg,a&OPERATORS/FULLNAME_GUS,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_gus_portrait_1_1_lg,0
8,zimo_western,a&OPERATORS/ZIMO_WESTERN,0,SPECGRU,12,,ui_operator_west_zimo_portrait_1_1,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_CHINESE,a&OPERATORS/LANGUAGE_MANDARIN,1,a&OPERATORS/ZIMO_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_zimo_mp,mp_operator_wyatt,ui_operator_west_zimo_portrait_1_1_lg,zimo_western_a,wyatt_western_quip_3,execution_001,1,BPOS,ui_loot_operator_west_zimo_1_1,ui_loot_operator_west_zimo_1_1_lg,a&OPERATORS/FULLNAME_ZIMO,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_zimo_portrait_1_1_lg,0
9,kleo_western,a&OPERATORS/KLEO_WESTERN,0,SPECGRU,13,,ui_operator_west_kleo_portrait_1_1,1,icon_faction_jsof_large,wyat,1,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_GREEK,a&OPERATORS/LANGUAGE_GREEK,1,a&OPERATORS/KLEO_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_kleo_mp,mp_operator_wyatt,ui_operator_west_kleo_portrait_1_1_lg,kleo_western_a,wyatt_western_quip_3,execution_009,1,BPOS,ui_loot_operator_west_kleo_1_1,ui_loot_operator_west_kleo_1_1_lg,a&OPERATORS/FULLNAME_KLEO,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_kleo_portrait_1_1_lg,0
10,nova_eastern,a&OPERATORS/NOVA_EASTERN,0,SPECGRU,14,,ui_operator_west_nova_portrait_1_1,1,icon_faction_jsof_large,wyat,1,chr_menu_male_idle_01_AR,a&OPERATORS/CITIZENSHIP_BRITISH,a&OPERATORS/LANGUAGE_ENGLISH,1,a&OPERATORS/NOVA_BIO,a&OPERATORS/WYATT_CODENAME,2021-8-11 0-0-0 9,iw9_suit_nova_mp,mp_operator_wyatt,ui_operator_west_nova_portrait_1_1_lg,nova_eastern_a,wyatt_western_quip_3,execution_023,1,BPOS,ui_loot_operator_east_nova_1_1,ui_loot_operator_east_nova_1_1_lg,a&OPERATORS/FULLNAME_NOVA,,0,shared_iw9_t10,IW9|IW8|T9,WZ2,IW9,MGL,ui_operator_west_nova_portrait_1_1_lg,0
