string,string,string,localized_a,string,string,string,string,string,string,string,string,string,string,string,localized_a,string,string,string,string,string,string,string,string,string,string,int,string,string,string,string,string,string,string,string,string,string
0,fender_western_a,fender_western,a&OPERATORS/FENDER_WESTERN,body_mp_fender_iw9_1_1,head_mp_fender_iw9_1_1_lod1,ui_loot_operator_west_fender_1_1,1,,0,body_mp_fender_iw9_1_1,head_mp_fender_iw9_1_1,1,,1,a&OPERATORS/FENDER_WESTERN_DESC,nvg_4,nvg_2,ui_loot_operator_west_fender_1_1,-0.3,1,,vestlight,milmedgr,,,0,WZ2,IW9,MGL,,,,,,ui_loot_operator_west_fender_1_1_lg,,0,
1,kilgore_eastern_a,kilgore_eastern,a&OPERATORS/KILGORE_EASTERN,body_mp_kilgore_iw9_1_1,head_mp_kilgore_iw9_1_1_lod1,ui_loot_operator_east_ramstein_1_1,1,,0,body_mp_kilgore_iw9_1_1,head_mp_kilgore_iw9_1_1,1,,1,a&OPERATORS/KILGORE_EASTERN_DESC,,nvg_3,ui_loot_operator_east_ramstein_1_1,-0.6,1,,vestlight,millghtgr,,,0,WZ2,IW9,MGL,,,,,,ui_loot_operator_east_ramstein_1_1_lg,,0,
2,calisto_eastern_a,calisto_eastern,a&OPERATORS/CALISTO_EASTERN,body_mp_calisto_iw9_1_1,head_mp_calisto_iw9_1_1_lod1,ui_loot_operator_east_calisto_1_1,1,,0,body_mp_calisto_iw9_1_1,head_mp_calisto_iw9_1_1,1,,1,a&OPERATORS/CALISTO_EASTERN_DESC,nvg_3,none,ui_loot_operator_east_calisto_1_1,-0.27,1,,wetsuit,scubagr,,,0,WZ2,IW9,MGL,,,,,,ui_loot_operator_east_calisto_1_1_lg,,0,
3,chili_western_a,chili_western,a&OPERATORS/CHILI_WESTERN,body_mp_chili_iw9_1_1,head_mp_chili_iw9_1_1_lod1,ui_loot_operator_west_chili_1_1,1,,0,body_mp_chili_iw9_1_1,head_mp_chili_iw9_1_1,1,,1,a&OPERATORS/CHILI_WESTERN_DESC,none,none,ui_loot_operator_west_chili_1_1,-0.6,1,,vestheavy,milhvygr,,,0,WZ2,IW9,MGL,,,,,,ui_loot_operator_west_chili_1_1_lg,,0,
4,hutch_western_a,hutch_western,a&OPERATORS/HUTCH_WESTERN,body_mp_hutch_iw9_1_1,head_mp_hutch_iw9_1_1_lod1,ui_loot_operator_west_hutch_1_1,1,,0,body_mp_hutch_iw9_1_1,head_mp_hutch_iw9_1_1,1,,1,a&OPERATORS/HUTCH_WESTERN_DESC,nvg_3,,ui_loot_operator_west_hutch_1_1,-0.3,1,,cloth,milmedgr,,,0,WZ2,IW9,MGL,,,,,,ui_loot_operator_west_hutch_1_1_lg,,0,
5,kpop_eastern_a,kpop_eastern,a&OPERATORS/HORANGI_EASTERN_1_1,body_mp_horangi_iw9_2_1,head_mp_horangi_iw9_2_1_lod1,ui_loot_operator_east_horangi_2_1,1,,0,body_mp_horangi_iw9_2_1,head_mp_horangi_iw9_2_1,1,,1,a&OPERATORS/HORANGI_EASTERN_1_1_DESC,,,ui_loot_operator_east_horangi_2_1,-0.3,1,,vestlight,millghtgr,,,0,WZ2,IW9,MGL,,,,,,ui_loot_operator_east_horangi_2_1_lg,,0,
6,gus_western_a,gus_western,a&OPERATORS/GUS_WESTERN,body_mp_gus_iw9_1_1,head_mp_gus_iw9_1_1_lod1,ui_loot_operator_west_gus_1_1,1,,0,body_mp_gus_iw9_1_1,head_mp_gus_iw9_1_1,1,,1,a&OPERATORS/GUS_WESTERN_DESC,nvg_3,,ui_loot_operator_west_gus_1_1,-0.4,1,,vestheavy,milmedgr,,,0,WZ2,IW9,MGL,,,,,,ui_loot_operator_west_gus_1_1_lg,,0,
7,zimo_western_a,zimo_western,a&OPERATORS/ZIMO_WESTERN,body_mp_zimo_iw9_1_1,head_mp_zimo_iw9_1_1_lod1,ui_loot_operator_west_zimo_1_1,1,,0,body_mp_zimo_iw9_1_1,head_mp_zimo_iw9_1_1,1,,1,a&OPERATORS/ZIMO_WESTERN_DESC,,nvg_3,ui_loot_operator_west_zimo_1_1,-0.6,1,,vestlight,milmedgr,,,0,WZ2,IW9,MGL,,,,,,ui_loot_operator_west_zimo_1_1_lg,,0,
8,kleo_western_a,kleo_western,a&OPERATORS/KLEO_WESTERN,body_mp_kleo_iw9_1_1,head_mp_kleo_iw9_1_1_lod1,ui_loot_operator_west_kleo_1_1,1,,0,body_mp_kleo_iw9_1_1,head_mp_kleo_iw9_1_1,1,,1,a&OPERATORS/KLEO_WESTERN_DESC,nvg_3,,ui_loot_operator_west_kleo_1_1,-0.3,1,,vestheavy,millghtgr,,,0,WZ2,IW9,MGL,,,,,,ui_loot_operator_west_kleo_1_1_lg,,0,
9,nova_eastern_a,nova_eastern,a&OPERATORS/NOVA_EASTERN,body_mp_nova_iw9_1_1,head_mp_nova_iw9_1_1_lod1,ui_loot_operator_east_nova_1_1,1,,0,body_mp_nova_iw9_1_1,head_mp_nova_iw9_1_1,1,,1,a&OPERATORS/NOVA_EASTERN_DESC,,none,ui_loot_operator_east_nova_1_1,-0.15,1,,cloth,millghtgr,,,0,WZ2,IW9,MGL,,,,,,ui_loot_operator_east_nova_1_1_lg,,0,
