string,string,string,string,string
0,mod_unknown,hud_icon_obit_kill,0,1
1,mod_pistol_bullet,hud_icon_obit_kill,0,1
2,mod_rifle_bullet,hud_icon_obit_kill,0,1
3,mod_explosive_bullet,icon_obit_explosion,0,1
4,mod_grenade,hud_icon_obit_kill,0,1
5,mod_grenade_splash,icon_obit_explosion,0,1
6,mod_projectile,hud_icon_obit_kill,0,1
7,mod_projectile_splash,hud_icon_obit_kill,0,1
8,mod_melee,hud_icon_obit_melee,0,1
9,mod_head_shot,hud_icon_obit_headshot,0,1
10,mod_melee_dog,hud_icon_obit_melee,0,1
11,mod_melee_alien,hud_icon_obit_melee,0,1
12,mod_crush,icon_obit_crush,0,1
13,mod_falling,icon_obit_falling,0,1
14,mod_suicide,hud_icon_obit_kill,0,1
15,mod_trigger_hurt,hud_icon_obit_kill,0,1
16,mod_explosive,icon_obit_explosion,0,1
17,mod_impact,icon_obit_impact,0,1
18,mod_scorestreak,hud_icon_obit_kill,0,1
19,mod_fire,hud_icon_obit_kill,0,1
20,mod_fire_bullet,icon_obit_dragons_breath,0,1
21,mod_execution,icon_obit_execution,0,1
22,mod_penetration,icon_obit_penetrate,0,1
23,mod_down,hud_icon_obit_down,0,1
24,mod_team_wiped,hud_icon_obit_kill,0,1
25,mod_despawn,hud_icon_obit_kill,0,1
26,mod_interrogate,ui_mp_br_icon_squad_feed_interrogation,0,1
27,mod_radiation,hud_icon_obit_kill,0,1
