string,string,string,string,string,string
loadoutName,CLASS/CLASS1,CLASS/CLASS2,CLASS/CLASS3,CLASS/CLASS4,CLASS/CLASS5
loadoutPrimary,iw9_ar_mike4_mp,iw9_br_golf3_mp,iw9_ar_augolf_mp,iw9_ar_akilo_mp,iw9_br_schotel_mp
loadoutPrimaryAttachment1,none,none,none,none,none
loadoutPrimaryAttachment2,none,none,none,none,none
loadoutPrimaryAttachment3,none,none,none,none,none
loadoutPrimaryAttachment4,none,none,none,none,none
loadoutPrimaryAttachment5,none,none,none,none,none
loadoutPrimaryCamo,none,none,none,none,none
loadoutPrimaryReticle,none,none,none,none,none
loadoutSecondary,iw9_pi_golf17_mp,iw9_pi_papa220_mp,iw9_pi_golf17_mp,iw9_pi_golf17_mp,iw9_pi_papa220_mp
loadoutSecondaryAttachment1,comp_pi_01,comp_pi_01,comp_pi_01,comp_pi_01,comp_pi_01
loadoutSecondaryAttachment2,iw9_minireddot05,iw9_minireddot02,iw9_minireddot05,iw9_minireddot05,iw9_minireddot02
loadoutSecondaryAttachment3,mag_pi_p24,mag_pi_large_p27,mag_pi_p24,mag_pi_p24,mag_pi_large_p27
loadoutSecondaryAttachment4,pgrip_aim_p24,pgrip_aim_p27,pgrip_aim_p24,pgrip_aim_p24,pgrip_aim_p27
loadoutSecondaryAttachment5,none,none,none,none,none
loadoutSecondaryCamo,none,none,none,none,none
loadoutSecondaryReticle,none,none,none,none,none
loadoutEquipmentPrimary,none,none,none,none,none
loadoutExtraPowerPrimary,FALSE,FALSE,FALSE,FALSE,FALSE
loadoutEquipmentSecondary,none,none,none,none,none
loadoutExtraPowerSecondary,FALSE,FALSE,FALSE,FALSE,FALSE
loadoutPerk1,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutPerk2,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutPerk3,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutExtraPerk1,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutExtraPerk2,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutExtraPerk3,specialty_null,specialty_null,specialty_null,specialty_null,specialty_null
loadoutOverkill,FALSE,FALSE,FALSE,FALSE,FALSE
