string,string,string,string,string,string
9145,uav,0,0,0,0
9148,airdrop,0,0,0,0
9155,counter_uav,0,0,0,0
9171,precision_airstrike,0,0,0,0
9179,directional_uav,0,0,0,0
9164,nuke,0,0,0,0
9177,bradley,0,0,0,0
9163,radar_drone_recon,0,0,0,0
9143,radar_drone_overwatch,0,0,0,0
9170,scrambler_drone_guard,0,0,0,0
9142,manual_turret,0,0,0,0
9169,toma_strike,0,0,0,0
9172,multi_airstrike,0,0,0,0
9151,cruise_predator,0,0,0,0
9147,emp,0,0,0,0
9168,pac_sentry,0,0,0,0
9158,chopper_gunner,0,0,0,0
9146,gunship,0,0,0,0
9166,jackal,0,0,0,0
9150,fuel_airstrike,0,0,0,0
9173,chopper_support,0,0,0,0
9176,juggernaut,0,0,0,0
9138,emp_drone,0,0,0,0
9175,sentry_gun,0,0,0,0
9149,white_phosphorus,0,0,0,0
9167,hover_jet,0,0,0,0
9154,airdrop_multiple,0,0,0,0
9174,nuke_select_location,0,0,0,0
9165,specialist_perk_1,0,0,0,0
9139,specialist_perk_2,0,0,0,0
9157,specialist_perk_3,0,0,0,0
9137,specialist_perk_bonus,0,0,0,0
9153,assault_drone,0,0,0,0
9152,circle_peek,0,0,0,0
9161,cluster_spike,0,0,0,0
9159,airdrop_escort,0,0,0,0
9140,auto_drone,0,0,0,0
9141,nuke_multi,0,0,0,0
9178,hellstorm_missile,,,,
9144,loadout_drop,,,,
9156,missile_turret,,,,
9162,napalm_strike,,,,
9160,rcxd,,,,
