string,string,string,string,string,string
7884,taunt_mp_western_wyatt_default,0,0,0,0
7876,taunt_mp_western_spetsnaz_default,0,0,0,0
7858,taunt_mp_western_murphy_default,0,0,0,0
7873,taunt_mp_western_dday_default,0,0,0,0
7885,taunt_mp_western_charly_default,0,0,0,0
7875,taunt_mp_western_alice_default,0,0,0,0
7870,taunt_mp_eastern_syd_default,0,0,0,0
7869,taunt_mp_eastern_bale_default,0,0,0,0
7872,taunt_mp_western_domino_default,0,0,0,0
7861,taunt_mp_western_otter_default,0,0,0,0
7877,taunt_mp_western_quin_default,0,0,0,0
7865,taunt_mp_western_kato_default,0,0,0,0
7871,taunt_mp_western_zedra_default,0,0,0,0
7867,taunt_mp_western_golem_default,0,0,0,0
7859,taunt_mp_western_farah_default,0,0,0,0
7881,taunt_mp_western_ghost_default,0,0,0,0
7879,taunt_mp_western_lynch_default,0,0,0,0
7886,taunt_mp_western_hooper_default,0,0,0,0
7868,taunt_mp_eastern_stohli_default,0,0,0,0
7866,taunt_mp_eastern_rodion_default,0,0,0,0
7880,taunt_mp_eastern_trigg_default,0,0,0,0
7863,taunt_mp_eastern_grinch_default,0,0,0,0
7860,taunt_mp_eastern_iskra_default,0,0,0,0
7882,taunt_mp_eastern_yegor_default,0,0,0,0
7862,taunt_mp_eastern_kreuger_default,0,0,0,0
7887,taunt_mp_eastern_dingo_default,0,0,0,0
7864,taunt_mp_eastern_azur_default,0,0,0,0
7888,taunt_mp_eastern_yolandi_default,0,0,0,0
7874,taunt_mp_eastern_zane_default,0,0,0,0
7878,taunt_mp_eastern_minotavr_default,0,0,0,0
7883,taunt_mp_western_raines_default,0,0,0,0
