string,string,string,string,string,string
RenderTargets,Orbis,645,,,
RenderTargets,Orbis,Dev,add_to,10,
RenderTargets,Orbis,FE,400,,
RenderTargets,Neo,885,,,
RenderTargets,Neo,Dev,add_to,10,
RenderTargets,Neo,FE,630,,
RenderTargets,Durango,523,,,
RenderTargets,Durango,Dev,add_to,10,
RenderTargets,Durango,FE,300,,
RenderTargets,Scorpio,1280,,,
MemVirtual,53,,,,
MemVirtual,MP,Server,add_to,175,
MemVirtual,MP,Server,Dev,add_to,183
MemVirtual,CP,Server,add_to,80,
MemVirtual,CP,Server,Dev,add_to,197
MemVirtual,FE,60,,,
MemVirtual,FE,Dev,add_to,28,
MemVirtual,trmap,add_to,20,,
MemVirtual,add_to,7,,,
MemVirtual,add_to,Dev,18,,
MemVirtual,add_to,bigmap,33,,
MemVirtual,SP,136,,,
MemVirtual,SP,Dev,211,,
DevFastfiles,PS4,Dev,26,,
DevFastfiles,XB3,Dev,26,,
DevFastfiles,Mobile,Dev,26,,
ServerFastfiles,MP,Server,1,,
ServerFastfiles,CP,Server,10,,
MemCard,XB3,SP,40.2,,
PMemCommitOnAlloc,since_boot,12,,,
PMemCommitOnAlloc,since_boot,FE,20,,
PMemCommitOnAlloc,since_boot,SP,6,,
PMemCommitOnAlloc,since_boot,trmap,19,,
PMemCommitOnAlloc,since_boot,trmap,dev,23,
PMemCommitOnAlloc,since_boot,bigmap,46,,
SDBanks,XB3,283,,,
SDBanks,XB3,SP,410,,
SDBanks,PS4,313,,,
SDBanks,PS4,SP,440,,
SDOtherCommit,30,,,,
SDOtherCommit,PS4,15,,,
SDOtherCommit,XB3,15,,,
SDOtherCommit,Mobile,15,,,
LightGrid,10,,,,
LightGrid,trmap,Orbis,41,,
LightGrid,trmap,Neo,80,,
LightGrid,trmap,Durango,41,,
LightGrid,trmap,Scorpio,110,,
LightGrid,FE,Orbis,5,,
LightGrid,FE,Neo,5,,
LightGrid,FE,Durango,5,,
LightMap,40,,,,
LightMap,SP,50,,,
LightMap,trmap,Orbis,33,,
LightMap,trmap,Neo,53,,
LightMap,trmap,Durango,30,,
LightMap,trmap,Scorpio,53,,
LightMap,FE,Orbis,30,,
LightMap,FE,Neo,30,,
LightMap,FE,Durango,30,,
HavokPhysics,180,,,,
HavokPhysics,Dev,200,,,
HavokPhysics,FE,20,,,
Network,5.5,,,,
STTextureArrays,1,,,,
Cinematics,10,,,,
Cinematics,SP,21,,,
Cinematics,FE,22,,,
Telescope,1,,,,
FileSystem,PS4,3.1,,,
FileSystem,XB3,3.1,,,
